,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,403133.2694625407,440423.54575503356,360933.388410596,405561.68419407896
Fiji,430555.56767676765,368917.8767785235,428372.40101010096,364658.31635313533
Finland,393913.77016778523,436347.361107438,329331.16116666666,408926.64683417085
France,356531.1314478115,424263.0173267327,357959.9543247863,428455.86966996704
Gabon,351356.7162790698,365313.535,446697.6391780822,408459.08973063977
Georgia,332807.15834437084,411823.01484400657,394887.69035058434,442447.7912040134
Germany,362130.6595461912,368107.4377833333,407640.924983871,414980.44944067794
Ghana,415628.108381113,356340.91332242225,414534.71796610166,361444.13864600327
Greece,347295.5682343234,382739.9103865546,391463.06428093644,424351.5206810631
Greenland,414403.0487953795,353940.1136079078,413587.80552941177,359743.03437908494
Grenada,400427.7016302521,357987.0258389262,434719.1308080808,411475.2246369637
Guatemala,398179.35923202615,344151.2057069847,417828.571303602,375474.69934453786
Guinea,412091.69018062396,346445.55055000004,444643.0700841751,356831.2252045826
Guinea-Bissau,414942.7163651591,344185.13147540984,466437.87093851133,376868.78017741936
Haiti,421016.4238963211,373971.40801358235,427588.0191201354,346819.4276198347
Honduras,455346.57959016395,377824.6685185185,390005.5931490788,349228.94091954024
Hungary,375180.81434343435,387655.1507849829,405674.10641322314,442162.1329111842
Iceland,367582.2902360877,357124.31020373513,442331.6512436116,402400.09278145694
India,386785.6339799331,440012.8106578947,377703.33562396007,398501.449815126
Indonesia,390356.2383196046,413181.3759008264,340143.627337884,369393.44728187914
Iran,404844.53941569285,439553.594822335,338824.0556507413,386450.4002314049
Iraq,414093.0094147157,439028.33957166394,383618.13130932895,345686.63938879455
Ireland,393738.61373754154,342437.5758360656,425511.9323842196,388698.3387058824
Israel,403073.9748013245,421950.01628140704,336486.62232026143,371589.24693843594
Italy,414050.57469320064,357410.90321070235,400808.27467213117,360207.41345394735
Jamaica,418944.3304159734,372544.97289735096,443416.9040728477,359986.2596528926
Japan,379084.43049423397,468168.18256198347,349870.62545155996,401242.9174161074
Jordan,379412.97604651167,438825.58110921504,335101.3922372881,401687.40958745877
Kazakhstan,362945.22863333335,417782.14460526314,371041.966057047,450469.83627712855
Kenya,441451.9304754098,373183.1718760469,411596.8300490196,347197.35912605043
Kiribati,418119.5932333333,397906.32717206137,382729.1954394693,328185.3992666667
Kosovo,436499.1973920266,416295.52921797003,402374.8841541039,347887.3802155887
Kuwait,350048.8468316832,442452.41357021994,368051.7069360269,431117.86272572406
Kyrgyzstan,388126.4700983606,346205.4403069467,455406.4276843911,420359.0395049505
Laos,369348.00615508883,355774.1252445194,426386.28737018426,410971.2059046053
Latvia,423649.26805369125,401149.27677796327,355214.79733777035,352666.96736227046
Lebanon,346229.4920650407,397389.0254530201,389089.6376400679,460404.60141215107
Lesotho,434015.99813356163,366927.5861952862,386817.6895695364,344159.6143322475
Liberia,413638.52419834706,414547.97577557754,378278.94777235773,356808.05267423013
Libya,360958.35018487397,366212.5110180624,412091.2552833333,416839.66353333334
Liechtenstein,423845.3832075472,403988.5962016807,382514.91721202,341468.00306188926
Lithuania,454656.4787707641,395045.3337310924,377443.45300000004,335382.50066101697
Luxembourg,419556.36295000004,436002.97793103446,341652.7015156507,376629.22910277324
Macedonia,383950.58030995104,437148.6651260504,349352.0817647059,383321.21207578253
Madagascar,408652.74704433494,464723.69969055377,347514.65171096346,392268.1296677741
Malawi,374938.0986833334,405973.09704318934,356126.2611148087,420502.2369463087
Malaysia,382692.7594850499,340943.3156711409,434207.73100813007,398073.668830313
Maldives,413845.3959180328,360563.7153495935,437315.80270588235,388547.93838016526
Mali,360503.74887230515,428888.8879034942,373732.1346345515,408340.12103678926
Malta,374738.7215559157,428429.57738916256,366810.23863333336,438719.6177086743
Marshall Islands,424569.8013643927,410527.64510569104,362907.6835215947,380905.6838983051
Mauritania,380511.21231810487,432353.2599668874,373734.00625,404297.9743926789
Mauritius ,349090.76256578945,413031.45031301485,390233.3075298126,425493.72493442625
Mexico,474545.9343069307,395041.8301480263,395807.0618166667,358263.47180487803
Moldova ,332291.1107692308,400507.23710784316,400857.8118729097,452941.90970873786
Monaco,364501.09060260584,377957.08396351576,391955.91780366056,427567.1741047297
Mongolia,445210.6728571428,364629.1993120805,408906.98811382113,355834.8217138103
Montenegro,349625.657697479,402065.4289351081,382561.08962233167,416655.76904362417
Morocco,377792.67973727424,347779.79573743924,419293.1314382403,413775.0685858586
Mozambique,348591.1007590759,375334.481774744,401204.90176567656,423920.7431848185
Myanmar,429525.05057046976,403441.406744186,379026.83361842105,361587.3792487479
Namibia,369971.45533333335,368060.32996705105,429995.2169752066,416720.4161279461
Nauru,371090.2158774834,418869.8421061093,346345.0600822368,408815.72437810944
Nepal,401150.9516282895,406622.345986733,375546.59074013156,364193.4261028192
Netherlands,373694.3898487395,381695.5626677852,413974.4904713805,457675.8541350906
New Zealand,384275.5693143812,442587.1520504202,341426.3993074324,366083.31536585366
Nicaragua,431841.1199668874,350229.4156302521,384325.63360197365,339471.65936134453
Niger,403238.1172847682,348464.0965946844,459048.75770764117,387109.8311480865
Nigeria,416790.7613531353,326151.4198016529,411233.9351053485,357423.8984219269
North Korea,337859.1116887417,386504.6917598684,390752.4942398649,436158.6033553719
Norway,392933.20507438015,346845.1542096506,449495.35978688527,417628.12550324673
Oman,356357.4432247557,388703.19514096185,421886.88444999995,429016.88092409243
Pakistan,391535.5959277504,348698.9774710744,425744.92017241375,409031.9135833334
Palau,396499.03634228185,451200.1645685279,351944.1116949153,411436.12275862065
Panama,426440.17113175674,394782.30679310346,389015.3612807882,329278.49674342107
Papua New Guinea,361810.08495755517,413104.9395221843,369743.4038461539,443267.5208112583
Philippines,408257.1326885246,458378.8075333333,352349.0485597381,404535.3865131579
Poland,389603.8200488599,354899.70555,422969.1742567567,357116.22760757315
Portugal,413360.06001658377,342643.98614864866,405302.9483697479,369915.3634825871
Qatar,401509.82523076923,352979.1647524753,423036.8440567613,389929.5130550918
Republic of the Congo,415068.6089491525,438786.55163366336,366734.6706821964,367346.7838943894
Romania,463347.8805660377,401752.76097807754,397294.28387788776,328863.8626229508
Russia,433422.0214845024,407527.8443615257,375401.5561252115,343826.75827759196
Rwanda,402978.70550847455,365427.36760469014,437173.5982382551,382324.48321192054
Saint Kitts and Nevis ,423207.67165000003,420606.0118494272,365212.46985123964,366863.70934142114
Saint Lucia,399862.61347457627,448533.85978114477,338227.9806081081,409252.3994205298
Saint Vincent and the Grenadines,370149.04996551725,422901.35875838925,373138.33921824105,407683.95182274247
Samoa ,328866.9000990099,380437.20042087545,408641.4024288107,419384.2164157119
San Marino,417996.4358961474,387574.6291722973,409577.0560465116,342488.6221682848
Sao Tome and Principe,416624.471650165,342892.19288135594,441249.46300330036,397163.610237691
Saudi Arabia,420182.03581847646,372642.33372168284,416782.8826205788,362243.42551386624
Senegal,438963.69547263684,402660.9459563758,408885.6778217822,335134.5235175879
Serbia,447752.30862184876,392247.7653277311,379002.5036258278,347531.1593989983
Seychelles ,433638.01863711,376993.87173913047,381048.1701502504,343721.8522871453
Sierra Leone,419963.76204013376,438536.8694511149,369836.8043048576,362524.8341322314
Singapore,410228.86395041324,437577.6304707792,362545.0657971015,357641.5007178631
Slovakia,426434.2522972973,426167.4859228188,346344.9788157895,371973.90222405276
Slovenia,376993.62451890035,448491.6393802345,343062.3131034483,378488.2421269297
Solomon Islands,354744.99901502504,349749.51668358716,413648.56477001705,431639.8592610837
Somalia,442952.75827642274,388151.9306280992,384569.9964478115,345792.08221854304
South Africa,386376.7546446281,440608.3506333333,354548.23468802695,388627.3607768595
South Korea,344945.73118443316,352276.3299834711,418028.5043316413,426128.38863261946
South Sudan,366429.72567114094,407189.3671016949,360266.60268333333,407731.5627823241
Spain,374092.389279732,411650.6257495882,360983.14026534,416081.5651307189
Sri Lanka,405874.0750508475,438509.63447412354,346025.4327574751,377266.8637942664
Sudan,379046.41068181815,425491.2753908795,365630.64810490696,369030.17581699346
Swaziland,393184.3202302631,418791.18677310925,334237.42214876035,412978.5427684564
Sweden,354508.6472906404,410086.246875,386902.80707037647,446016.61667224084
Switzerland,344404.4778333333,399597.7909208401,372882.2528243021,451394.3737710438
Syria,414885.69753289473,433969.34331179317,364069.13257142855,367569.4164451827
Taiwan,366211.946360601,445496.1519666667,353372.837420965,391507.3610880829
Tajikistan,364700.3502134647,431491.09219269105,359717.12863175676,438690.2763879599
Tanzania,337590.2268739771,405350.3850411862,385484.4964274062,430883.0159589041
Thailand,349686.8253703704,384347.0978666667,396219.93119800335,445356.0250838926
The Bahamas,430406.2616555184,397641.9088907015,383478.6705940594,325911.1046721311
The Gambia,398736.3348764415,339150.0891260504,448176.0307106599,389245.15459901805
Togo,341743.41487644153,376851.5434557596,395764.3112116041,435500.5422934233
Tonga,383252.64373158757,324401.68384615384,446196.1558699187,407811.39582914574
Trinidad and Tobago,362690.64996688743,409304.28410423454,376781.60104065045,441712.2628239203
Tunisia ,413998.3346,431334.08277591976,355334.3486985173,370220.2325378152
Turkey,425160.38655574044,427180.13126036484,378933.7424531516,336648.31744107744
Turkmenistan,339554.84277408634,368488.22801335563,419925.21831946756,420513.2999342105
Tuvalu,388290.51755233493,345293.7218566775,442364.37251677853,392964.7018905473
Uganda,377303.0190984975,356042.17800330033,416941.37551959115,416557.1442474916
Ukraine,346010.0505065359,400097.5140303541,389131.9214141414,421532.3531707317
United Arab Emirates,403265.73732323234,437172.11901153217,342777.3627731092,367935.6710628019
United Kingdom,364169.92712854757,372012.41791596636,416857.6461,435290.55317880795
United States of America,425720.84031198686,397239.06016286643,415962.8637416107,342908.0957929883
Uzbekistan,387281.4466557377,340647.4954351396,424453.38213689486,411017.2025838926
Vanuatu,359753.1257286432,370744.0318561873,448831.18582922826,411866.73591133003
Vatican City,402408.0217211704,360354.93132075475,427283.5210413223,425104.5332387312
Vietnam,348848.6756711409,373460.6383642496,423410.77545757074,422811.27054455446
Yemen,380120.3624489796,432491.943812601,319950.05275086506,406599.49996632995
Zambia,378398.7511298482,341472.8199836066,449073.2252570481,389465.3579771615
Zimbabwe,400226.9674710744,341387.21180463576,428392.1423662885,366936.8148397976
