,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,226369150.64,251384673.76,208303198.69,253585390.18
Haiti,251695803.0,249979797.39,217603066.29,237368134.1
Honduras,228624076.77,264829264.86,214706773.57,238239947.56
Hungary,271458970.68,242172841.01,225789356.01,218421631.93
Iceland,243489293.79,273118914.16,194291348.64,235069527.63
India,211570499.51,217465937.26,261261719.11,252303779.43
Indonesia,235564976.9,196578400.09,257250218.67,247923667.15
Iran,216465472.68,227429328.21,232557626.56,265385005.34
Iraq,226332381.87,231232755.41,254128098.77,246751831.1
Ireland,220968477.85,272629717.5,206137869.89000002,248352217.13
Israel,232182842.45,215080568.62,266374305.21,238152491.22
Italy,242400110.15,254873999.75,216926663.78,212638677.24
Jamaica,210003843.41,254503811.8,232846307.29,249330162.61
Japan,249440409.38,221625506.75,252863133.32999998,227986421.85999998
Jordan,248163188.29,208132672.89,239604367.37,222770028.77
Kazakhstan,274570431.76,235979818.53,243312056.32,211118684.69
Kenya,196811663.17,243584326.92000002,241160688.48,256915009.15
Kiribati,201769910.94,237348793.89000002,257425629.59,263023761.03
Kosovo,238961441.0,266525451.4,211558462.03,241192063.67
Kuwait,249670783.33,228087138.58,250111406.52,211500914.36
Kyrgyzstan,261387453.46,239110618.46,226001886.19,212981627.21
Laos,244468754.38,271185179.92,219431358.72,216605289.97
Latvia,217394761.97,255301002.93,224124042.53,261360671.19
Lebanon,248884096.94,221620414.25,264395005.15,225812281.17
Lesotho,205705819.06,214539863.28,246202102.13,257729246.41
Liberia,211802431.73,236972475.83,252257752.46,262866594.77
Libya,250224870.33,215195132.06,246998379.35,198373901.08
Liechtenstein,208280066.62,235566217.64000002,240379906.19,262075880.46
Lithuania,227392707.75,227858862.35,251048017.31,251157575.46
Luxembourg,242209912.68,206691787.46,264682199.45,246444945.39000002
Macedonia,243929025.9,220155022.04,262325438.35999998,233066210.02
Madagascar,204653751.13,226043197.53,243461848.64,273745483.26
Malawi,208935297.78,216817086.97,262208247.27,249303641.5
Malaysia,238648859.12,257238171.22,198306408.64,243953312.23
Maldives,213951371.86,251933503.23,211523010.83,253983563.37
Mali,230661597.83,204102364.27,256443387.47,232571320.39
Malta,229296263.54,206909394.82,246291709.09,238321340.79
Marshall Islands,203653218.97,250658718.57,223094267.34,259096188.22
Mauritania,259540030.10999998,217813107.14000002,264309914.57,227989750.13
Mauritius ,256248666.13,233879188.24,254248612.26,202199980.89
Mexico,238900819.53,277464288.62,213526650.92,235901824.34
Moldova ,240979786.37,211659345.16,277276456.95,231984618.21
Monaco,269357044.25,217703764.67,248315906.6,219791032.01
Mongolia,210713240.91,244620070.81,232328669.45,267561201.56
Montenegro,248704629.47,237967889.39,224776186.78,190664662.53
Morocco,261262148.82,231243921.91,224221295.82,207566221.49
Mozambique,247678261.48,246610608.98,216951095.91,204705165.73
Myanmar,223658409.01,267316295.1,219541482.57,249951787.61
Namibia,250226387.53,234562312.27,229293364.29,208297409.28
Nauru,218963483.99,218060845.36,253561375.32,259704672.45
Nepal,205408986.39,240441961.75,218929650.44,258642100.67
Netherlands,264211225.45,235728873.3,217766774.39,208533009.47
New Zealand,234090891.06,197374415.09,259091694.98,234827874.76
Nicaragua,207871571.07,234815282.41,228416145.74,264001696.88
Niger,270994491.07,242339709.93,230332871.67,215900152.22
Nigeria,250237602.77,267153184.25,217799611.41,238574786.73
North Korea,251989834.5,226609635.95,258007260.69,209981623.29
Norway,247074378.8,265032710.97,201031235.33,234738951.86
Oman,262656056.93,259436381.59,224639510.0,220345105.91
Pakistan,239408105.46,261834213.23,211524943.64,216570194.65
Palau,239713311.28,221021036.0,258225771.57,230486964.25
Panama,217826512.91,217210929.02,245430140.8,258350827.12
Papua New Guinea,268409760.93,240496601.07,235689310.56,217156564.92
Philippines,205081092.47,238555807.37,234241235.18,274457040.2
Poland,231210461.7,255217152.8,210513438.88,232829219.17
Portugal,231935987.5,250849860.48,211267211.21,231922116.78
Qatar,229369431.77,245713624.95,191767247.13,249606175.95
Republic of the Congo,213693385.58,220268119.76,261526633.3,245473489.14
Romania,230144912.59,276452268.99,218576789.8,240850826.93
Russia,226033839.42,245186513.34,219414549.31,264188470.88
Rwanda,236476552.44,253183124.78,221636343.57,240273568.51
Saint Kitts and Nevis ,226022719.78,213527300.13,274406775.97,242635741.89000002
Saint Lucia,205642621.93,221777666.46,250777625.55,266834460.97
Saint Vincent and the Grenadines,219217761.37,205832636.63,245027858.10999998,243291136.33
Samoa ,254633938.12,231686122.22,242403421.29,209443557.29
San Marino,205042642.87,230958351.83,239337886.48,261058028.28
Sao Tome and Principe,224519799.63,248056958.21,214547289.79,256169548.57
Saudi Arabia,222678219.87,265830915.44,217409357.35,258724284.86
Senegal,203399284.2,240340206.13,242471844.35,265999728.53
Serbia,230511013.59,230900154.81,253129014.24,242480889.72
Seychelles ,208765636.63,224654072.03,262044200.96,262773153.45
Sierra Leone,203520830.22,246914930.29,232614595.32,258575950.04
Singapore,219089209.7,223307465.32,270745332.7,254958021.25
Slovakia,241002117.63,206841399.39,258583482.87,256053525.2
Slovenia,229834070.19,216232023.76,261248305.64,229474815.71
Solomon Islands,259201448.52,225968598.26,238586528.33,212047443.2
Somalia,228409259.51,266870184.15,200298718.51,237829455.83
South Africa,201487061.18,236282945.28,247804725.94,276569564.84
South Korea,266502829.66,219930685.08,234150521.28,217255200.14
South Sudan,226593746.5,212845981.74,256027044.98,259256606.72
Spain,227845246.94,201378733.78,253539335.48,241686454.42
Sri Lanka,233639718.22,211058373.76,257663839.96,245118302.05
Sudan,225119320.85,206295509.76,281424294.73,235345407.76
Swaziland,248788409.7,219246842.15,250390903.73,224704449.47
Sweden,235955361.91,215554978.59,277911800.07,222069458.18
Switzerland,264520898.04,218590103.05,252715271.27,226384817.54
Syria,207922282.64,248813139.09,227437684.08,256279548.7
Taiwan,245086715.63,225142965.72,257486060.72,226881908.23
Tajikistan,270846294.07,231870764.3,238583400.03,212641986.39
Tanzania,271981294.69,244249344.18,249534652.03,210184644.62
Thailand,261760789.3,228130056.29,259998058.75,228065423.35
The Bahamas,209615398.76,223792756.65,258427608.65,249342810.99
The Gambia,277605243.1,247894661.54,225752804.31,216228762.13
Togo,249325248.14000002,233026001.52,228030981.29,202804542.75
Tonga,261394972.78,256536320.55,235242775.47,204975309.1
Trinidad and Tobago,244949128.32,193225025.99,257312678.18,235185779.47
Tunisia ,219178130.56,232966230.25,223435062.22,254983589.19
Turkey,226456228.86,224529058.67,261710545.45,259571217.01
Turkmenistan,245360172.2,228575899.59,236100946.87,212267546.63
Tuvalu,254881861.35999998,261296084.88,217819452.67,224620873.15
Uganda,250043135.97,229504511.64000002,244992260.18,209727647.36
Ukraine,277606964.34,237435834.39000002,231839539.58,205374664.48
United Arab Emirates,233472504.14,227918680.81,265092070.07999998,235958931.17
United Kingdom,250635778.64000002,250565471.37,219140347.38,212323209.41
United States of America,215978552.2,253695902.46,237134646.75,259041647.86
Uzbekistan,262575012.04,245807399.5,227128947.57,214969650.44
Vanuatu,231004665.13,253837390.39,200330157.76,224545890.87
Vatican City,247060965.65,265190052.1,201090719.61,232572996.97
Vietnam,264999849.3,275939140.2,213025837.38,212572329.98
Yemen,255427668.17,227876915.86,241454212.66,220079666.53
Zambia,263147526.72,247411328.54,236308712.2,217538053.39
Zimbabwe,244674731.9,260856815.4,207065686.81,236436243.64
