,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,167210689.48,182438040.53,158636896.01,156688355.89
Haiti,175587744.69,171200474.85,159494932.29,136309023.24
Honduras,177068945.15,164522951.79,155437264.25,145511213.57
Hungary,177307711.63,150114796.24,170159913.07,142387632.5
Iceland,187576818.12,166150896.63,166210409.33,148175654.38
India,154201182.46,176185244.75,144576002.02,188784355.1
Indonesia,145656200.15,169590257.5,168635322.01,190992903.1
Iran,160709034.26,181667206.62,146583964.68,175656956.24
Iraq,150710043.89,175408445.67,154666321.58,179756240.55
Ireland,172986099.32,183453348.7,151254911.73,145831529.39
Israel,145661363.78,158636646.27,169443471.33,184043422.51
Italy,168180122.37,177920609.38,149756968.92,163366150.8
Jamaica,172868033.26,182481574.04,146821712.32,149629284.33
Japan,148900474.79,156284630.65,179261429.91,169605301.14
Jordan,158836032.34,153442577.15,163455651.69,174052427.51
Kazakhstan,162892963.1,143100003.07,176570418.55,169100616.51
Kenya,165097565.86,197967784.31,137815781.09,164863031.43
Kiribati,146409789.31,182656787.07,149700995.09,176852333.08
Kosovo,176902687.85,186237299.4,155051064.25,155638097.64
Kuwait,166366527.35999998,144787945.49,180440044.94,156917722.42
Kyrgyzstan,158373317.14,144651329.91,181258630.85,160231197.85
Laos,183845351.02,158767474.63,178107738.71,149865031.05
Latvia,179269755.22,182606221.35,145482224.8,162774053.5
Lebanon,171244960.48,154618305.28,178169628.2,162090317.06
Lesotho,151854571.6,179360561.27,158564748.56,184967405.82
Liberia,142953368.03,164845846.05,163345527.69,179079051.75
Libya,163354005.02,149174141.83,194563519.39000002,160253065.11
Liechtenstein,161855734.53,189102078.02,143703339.8,159610990.71
Lithuania,151123586.25,165096213.51,145129981.3,177331206.59
Luxembourg,149035797.2,173072279.33,170468388.84,185368967.88
Macedonia,148962081.45,159150157.35,185494434.37,180074501.25
Madagascar,149159587.35,164066098.02,162610675.78,188607399.95
Malawi,143887524.53,172733011.71,164589220.32,187722001.38
Malaysia,188668167.47,171167986.35,156541308.6,152339418.44
Maldives,173472741.35,172970322.08,154791147.48,153246028.78
Mali,138460405.59,157537788.02,171944772.62,184213285.4
Malta,160607104.43,132666630.6,181758304.8,168626509.65
Marshall Islands,144578221.74,177148463.95,160953109.0,182305957.16
Mauritania,158700075.06,145561259.06,170111346.45,178361000.16
Mauritius ,168366660.1,152879804.07,184282866.98,169283514.32
Mexico,172785557.60999998,173618921.61,167890462.1,144275666.95
Moldova ,146808637.88,151836590.65,166876293.24,173614160.25
Monaco,163586222.73,146592824.65,188774659.01,176993455.14
Mongolia,162241230.09,188657052.99,137115177.6,159224079.58
Montenegro,164397075.45,142491025.57,194144852.96,152139984.73
Morocco,168049787.63,139329409.38,183438135.89,157244361.09
Mozambique,178940713.85,157895130.15,181229039.77,148842797.26
Myanmar,159152614.3,187853063.33,151362187.06,181379859.85999998
Namibia,186126372.81,156488975.85,159425685.98,149688231.67
Nauru,158736015.59,174673420.7,149499626.2,184361954.07
Nepal,151714537.16,171986818.77,143385463.37,163017190.27
Netherlands,175577265.16,151872729.97,173511942.31,152478328.09
New Zealand,142090289.85,163029921.9,160540366.15,180887777.81
Nicaragua,165241614.69,184664616.74,135570371.81,165479071.25
Niger,195252878.81,159103197.67,176368463.19,150102753.84
Nigeria,185282207.42,168029832.31,172403369.98,147363613.94
North Korea,174387228.82,151420068.12,190473943.21,158948839.02
Norway,195817209.16,159689412.23,164805535.3,144199740.12
Oman,181084815.35999998,158109447.42,173047776.34,143643598.8
Pakistan,183839415.33,163222426.46,164879340.14,139334783.16
Palau,151504524.48,157945129.69,175816543.75,177078404.17
Panama,152189821.68,163542713.4,153042622.46,174829779.39
Papua New Guinea,164443230.36,137467799.35999998,184066285.83,162659037.42
Philippines,162139383.86,184940471.93,146907271.65,167165379.65
Poland,175870572.91,180904260.93,157980919.26,145862249.26
Portugal,168140604.88,182778719.59,147014728.75,160333544.74
Qatar,180460171.8,185422578.83,147575007.37,152793327.33
Republic of the Congo,139521535.22,171059658.58,167054779.12,182235717.48
Romania,172735894.3,166656829.19,156515525.78,150897576.29
Russia,181807890.58,178846910.77,147647062.8,158228181.53
Rwanda,180713278.82,166500037.02,167334580.03,140043029.95
Saint Kitts and Nevis ,142803935.42,157658626.7,159272416.88,184355925.22
Saint Lucia,156236573.8,164681415.45,176824933.36,189486513.28
Saint Vincent and the Grenadines,151571430.3,168039008.35,165643421.73,178542187.22
Samoa ,181353793.28,166120290.15,176716450.63,159402717.34
San Marino,153708474.51,177936356.58,146423770.21,173086593.8
Sao Tome and Principe,173597743.27,179176135.53,141650836.65,161541094.05
Saudi Arabia,160107146.69,178998240.94,136549153.2,159327171.82
Senegal,166942309.68,198913626.49,145926775.99,170600025.95
Serbia,148659230.88,168365764.01,150223476.05,171305986.58
Seychelles ,146868804.64000002,175152226.84,156463950.33,180665555.59
Sierra Leone,142077429.69,162343450.12,160109889.74,185919608.18
Singapore,146045797.44,180185029.29,157705210.78,173996708.6
Slovakia,146027767.72,164631079.46,157027972.37,179562679.71
Slovenia,153009832.08,151611587.95,185809854.09,178719495.79
Solomon Islands,175332836.52,158270942.35,158427903.59,144856262.96
Somalia,165878479.71,181240709.14,142041687.56,173209987.08
South Africa,160276765.69,166777765.64,160990695.97,173939687.18
South Korea,180405128.18,156694690.15,180422766.75,155269826.96
South Sudan,149400729.35,179513316.26,164961283.41,189653764.13
Spain,158515137.60999998,157495731.26,177935435.31,176953398.08
Sri Lanka,142364422.18,153847763.1,154775420.66,191324795.33
Sudan,136082566.79,160421063.11,162128942.95,170261507.64
Swaziland,148948717.19,154766630.89,171781843.72,183697609.23
Sweden,145729219.41,157255562.61,165209335.36,181413102.76
Switzerland,157098873.38,152639963.3,180458662.38,170737756.52
Syria,160999593.92,191127481.92,155177268.51,156701628.14
Taiwan,151652850.8,156966189.44,170285111.46,172807601.99
Tajikistan,167103496.51,149874348.02,194823282.37,168951737.21
Tanzania,153244114.31,138076949.5,181790517.43,156904645.94
Thailand,175363721.32999998,148290650.39000002,186931532.77,158390547.55
The Bahamas,148352622.18,172846045.27,151508936.92,173935689.10999998
The Gambia,189410189.4,157603333.22,164077873.29,152868117.2
Togo,172117836.82,151377476.16,176961753.48,155651486.18
Tonga,171320789.28,145273730.97,183233130.63,158406193.23
Trinidad and Tobago,143787304.16,155677541.4,169028362.16,178034684.68
Tunisia ,154860378.51,176920580.97,147958387.36,162100385.69
Turkey,147243138.7,169862687.07,156524291.19,174108268.67
Turkmenistan,164616956.33,139937792.67,179436852.05,156469768.89000002
Tuvalu,181988838.73,149765775.08,167380420.91,147543543.02
Uganda,182358990.67,166393003.82999998,161137071.5,141736788.85
Ukraine,157210122.13,135007711.25,183852688.38,164375714.64
United Arab Emirates,140103367.56,170184503.88,166627403.06,179391984.35999998
United Kingdom,186859411.09,159157953.12,174892716.18,147241755.03
United States of America,162301957.24,182007297.73,147942010.14,157429306.78
Uzbekistan,168904314.16,146613487.38,183997658.46,156371082.65
Vanuatu,177577624.39,168499130.63,165790598.31,143138283.72
Vatican City,178980293.89000002,153395344.52,164645478.5,144003088.99
Vietnam,172434723.92,163500076.7,176499735.5,146142766.77
Yemen,157229294.43,149203294.48,172747316.34,178450724.17
Zambia,178372812.75,147404700.14000002,179615076.91,157159898.23
Zimbabwe,187940797.27,157304401.18,177524062.86,150883562.35
