,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,458040.526650165,414638.8743728814,397836.3769863014,340722.66191919195
Fiji,391952.0631239389,367726.03409917356,439275.86634551495,406978.1929684908
Finland,427657.44875,382609.4202372881,379349.01176961605,349900.1046666667
France,408708.75610932475,441874.89825641026,362909.9352980132,365723.1262541254
Gabon,354292.1131743421,435889.4417685951,377914.8799176277,434900.6606312292
Georgia,394833.4230082645,452949.30500813003,351916.996411093,402465.79978653527
Germany,369959.3883445946,398047.6101328904,356409.5552587646,427270.6344719472
Ghana,346533.7266059603,364299.0430150754,402993.62712396693,423255.3244925125
Greece,354442.7478369384,390110.6626533997,384636.8431946755,423335.06336569577
Greenland,365335.3482820097,358709.98907872697,416602.16684033617,422191.80821192055
Grenada,355399.30214046827,409359.6713509061,386932.0082666667,454406.73444073455
Guatemala,335744.15510033444,383384.4350168919,405295.56793162395,443747.27458471764
Guinea,384539.9721858864,347045.79251666664,452600.75527545915,389336.01709515863
Guinea-Bissau,422998.4234710744,352364.1713355593,420463.85612141655,395879.80246153846
Haiti,349892.4056683587,353813.9294585448,422867.8672847682,404242.59195758565
Honduras,397337.627,336824.1782214765,437401.1845,407128.9940863787
Hungary,374831.2897807757,392962.6638590604,385080.3156085526,435947.7331155779
Iceland,339764.9852864157,414128.39193811076,397769.38530508475,439926.77495881385
India,413919.21761589404,434476.8065466449,373045.0510465116,362511.18373572594
Indonesia,414363.22125211504,420440.675655058,350917.6171979866,369657.9081512605
Iran,456591.7839735099,384418.7782444062,386623.03333887045,350568.4890359477
Iraq,451407.087946128,439556.73568822554,356864.6904,361773.7549662162
Ireland,363559.53591216216,362926.61239932885,405376.5575617792,433959.3949665552
Israel,431998.1827973199,390223.8502479339,380661.6057331137,346436.2089883914
Italy,363360.00979933114,356661.935987055,422468.6029765886,417981.0979288026
Jamaica,406562.5577181208,364724.38241206034,447838.57484087104,374916.8734482759
Japan,435227.826377551,391251.44213804713,364412.41555555555,335510.3279796265
Jordan,419657.15569805197,391433.22562913905,385170.239553719,331201.30230016314
Kazakhstan,438623.83165316045,458063.0854679803,351198.8449832776,379896.5535274542
Kenya,388250.2893864013,351564.1618861789,433068.4135351882,411351.85611382115
Kiribati,397114.7510535117,347224.56570715475,430428.77959595964,365978.4537948718
Kosovo,392746.659057239,344666.95352066116,467230.92289735103,388334.72500840336
Kuwait,422324.1538688524,438518.48314569535,352386.87864379084,367889.5085135135
Kyrgyzstan,335642.46411092987,382138.7723011844,388646.8473891626,454415.5310166667
Laos,348301.68853333336,372036.5262273476,426105.3443074325,414303.3821487603
Latvia,428157.2086177474,335240.99862416106,424339.8057595993,364720.25208737864
Lebanon,399483.9301333334,451976.46390284755,333066.8117152103,402720.08537953795
Lesotho,398106.16060556466,346851.34440261865,420166.974457429,374555.7552854813
Liberia,426111.3101487603,368807.06933224754,428036.294032,345167.36155088857
Libya,363512.09553156147,432531.38848333334,376556.7282701812,424953.4445409836
Liechtenstein,443626.118719611,391317.8284541063,407069.7167752443,339357.7696
Lithuania,431985.25883642497,367969.3720238095,405294.4150882825,377222.3117685951
Luxembourg,439318.24359735975,372269.30942052975,420500.9979595278,339608.29369817575
Macedonia,437482.9623115578,390713.86369951535,373106.3968668831,334143.815282392
Madagascar,435128.2113468013,402509.8485690516,388514.37505922164,342537.9216582914
Malawi,415846.24824531516,426769.38318791945,360075.4332586207,376962.1340197693
Malaysia,370168.13550000003,359138.68539344263,405849.47624787776,427544.4461754967
Maldives,364295.63940983603,377256.70839464886,404562.5966333333,415831.7281818182
Mali,384533.06545008183,441267.70180000004,348953.25252491696,392768.5294137353
Malta,417888.36500834726,413628.18973466003,364292.49787979963,367910.83707070706
Marshall Islands,434585.9037707641,358657.73988429754,400346.79836902797,363829.89441275166
Mauritania,412524.2545249598,440380.7481407035,345511.0070743802,410359.35931666667
Mauritius ,399025.85284539475,447407.0949662162,344316.17071192054,382863.0657748776
Mexico,384739.63276948594,321532.13675041875,456177.0794983278,401139.75732786884
Moldova ,393484.3391471572,447248.56362711865,367290.4855518945,390128.51815614616
Monaco,364914.071627907,428986.86887459806,370196.8979349593,413804.4536106489
Mongolia,378229.48255932203,351663.4578239203,446835.31609137054,424982.83505709626
Montenegro,354724.08678807947,381404.6675493421,379947.9461488673,428660.67751666665
Morocco,350066.60971947195,398433.8423777403,384799.3945709571,439106.9244389439
Mozambique,386431.5194435076,437623.4603355705,333875.53787979967,404839.0351448041
Myanmar,408815.75584437087,340560.1513987138,437977.1349751244,367374.9742414356
Namibia,354004.71909849753,415252.3503908795,371457.056053068,424735.32930860034
Nauru,429224.61060556467,432721.98385135137,362729.95878130215,358881.9231353135
Nepal,424023.55461028195,372249.2044093178,396943.1462394604,356458.3092039801
Netherlands,363908.128556701,414317.3202901024,363980.8754789916,431283.31341137126
New Zealand,403517.2897024794,437693.0173377704,336640.7085475793,383923.4280420712
Nicaragua,428336.6401,351553.0450425894,412810.7870784641,373378.5545140033
Niger,339203.52059900167,407265.43892739277,393644.1126994907,445682.4980749574
Nigeria,350033.9151088777,357136.37185245904,405023.4536573311,420520.80315
North Korea,373798.4079564489,450352.5263032368,344513.3922445561,386117.6975
Norway,346563.35019933555,410831.30817133444,382880.98516239313,451508.30600993376
Oman,366284.79045226134,367472.720519263,417075.8103333333,439314.9245409015
Pakistan,361264.91661764705,384938.34100494237,389354.3476528926,438943.80631229235
Palau,431779.84555555554,412083.9557590759,349877.8456634304,371345.87957627117
Panama,394769.6542459016,366813.51770096464,434804.13387149916,383800.209868421
Papua New Guinea,425368.2519095477,430540.17691056913,347057.72377076413,371271.12059210526
Philippines,460795.73173044925,382295.4300164204,383711.4042062193,361508.61547811993
Poland,329059.3369192751,376569.206672213,397039.05912685336,434675.62707070704
Portugal,355147.0664106845,358321.52550819673,415313.9793939394,433029.3693602694
Qatar,354648.0373445378,371457.5539008265,399203.5546890756,436487.9783361344
Republic of the Congo,434999.80834683956,386342.25304713805,408881.8738175676,360854.6524796085
Romania,393121.77695581014,340163.9705582923,457707.3742595674,396016.4152990033
Russia,418370.60583333333,348634.8754271357,438088.6933658537,363933.9382362729
Rwanda,379901.4347386172,344932.5774117647,444451.6799011532,397625.54650819674
Saint Kitts and Nevis ,437869.5422093023,358498.46239057236,409294.03766556294,361669.7939067524
Saint Lucia,442676.3879270315,394163.9357704918,368517.9929830509,352854.7994693201
Saint Vincent and the Grenadines,410331.2568150685,430626.08519262983,365460.1456281407,373956.1165488215
Samoa ,377081.5815141431,442748.40238333336,346849.0425040388,409396.2099335548
San Marino,445522.93686106347,366168.51682885905,402594.9879560811,345475.36931323283
Sao Tome and Principe,398983.47151067323,356160.2622682119,435084.5517647059,428467.5940527183
Saudi Arabia,361654.1828405316,352722.954156051,419589.71763245034,403735.96247078467
Senegal,384602.97380952386,352847.01266886323,431806.6976621161,406255.0402985075
Serbia,419372.9374917492,351506.6075577558,431687.809884106,385224.8490671031
Seychelles ,396019.4751973684,345747.6623898305,409940.6974752475,375560.1623670669
Sierra Leone,425353.3405008078,374926.5245273632,413862.47154723125,357394.48200328404
Singapore,437908.4505932203,429848.71942528733,373578.475192926,349017.5271694915
Slovakia,436013.3631372549,379816.9453691275,411787.72594684386,353687.09657937806
Slovenia,412795.15660504205,397807.1721311475,382652.0493225807,326633.4320200334
Solomon Islands,364080.1410561056,411253.49464765104,375854.99535893154,435917.80467116355
Somalia,407033.1751505017,334696.6633670034,440793.87240400666,379738.8129833333
South Africa,439284.8018729642,415068.03918918915,396609.41382943146,343916.9158978583
South Korea,375633.06048986485,419432.86965116276,361170.02646579803,409589.30024834437
South Sudan,430684.0318729642,422251.16568333335,360061.87867199996,382493.65201666666
Spain,409209.20665,416108.2844407895,362874.8207641196,384723.3697886179
Sri Lanka,416011.7946577629,396067.7425,341830.31971947197,350086.9836079078
Sudan,399554.24183471076,444582.1776988156,336415.973768595,379724.4004890388
Swaziland,422826.90401993354,440403.870515807,339845.0877250409,386629.3655737705
Sweden,392070.73843234323,459526.5625285481,356811.67426870746,394508.4358597663
Switzerland,358068.9462207358,428304.53600328945,368591.4913073005,425777.4129276316
Syria,416207.23469283275,359935.66529702966,423935.4887837838,360920.9169039735
Taiwan,423696.22556313995,412267.2067933884,389278.45728476817,339917.1199523052
Tajikistan,434525.3816472546,431175.64008196717,357386.1577759197,378884.6378823529
Tanzania,404221.02821666666,442289.999800995,349671.3596411093,366667.3179705401
Thailand,398538.2574873524,451388.61923714756,335125.4822885572,400018.6446357616
The Bahamas,397855.916,350560.7236754967,456619.4612542373,383012.2269732441
The Gambia,345166.8592881356,379956.23815486,389012.191641541,470953.4562542373
Togo,385662.77710616443,432943.41712396697,330832.66832225915,392031.0294019933
Tonga,331998.922329932,397831.02193181816,380351.3345666667,440353.9026494346
Trinidad and Tobago,400889.94383471075,431219.77793624165,355097.2680442177,396703.6800827815
Tunisia ,428343.79595637583,392184.8029145729,396679.62003294897,339930.6281322314
Turkey,462765.9103156146,405241.8550838926,386429.09399334446,370262.9228038898
Turkmenistan,349235.3577520661,415139.0053923205,362663.0124271845,407285.36331674963
Tuvalu,354353.8860797342,373447.1012941177,423070.73590163933,411711.44517647056
Uganda,366340.13048859936,423092.16058536584,355865.7329284526,432987.9566447368
Ukraine,353202.4929372937,392211.1672222222,351519.59112040134,441536.8766884177
United Arab Emirates,426036.9970875421,367839.1345393635,410160.60749180324,336243.01466555183
United Kingdom,379526.81252045825,420069.0150331126,342279.0545409015,423870.46119008266
United States of America,416026.65053962904,364324.7649503311,447525.38441979524,356876.75502446987
Uzbekistan,348085.70996715926,387435.98034825874,383654.236983871,438019.3718644068
Vanuatu,377794.1006825939,342450.33286666666,427099.9443551089,411552.13021812076
Vatican City,354586.81228099175,415345.57030100335,389213.4348322148,456035.056
Vietnam,369217.96326264273,380104.98943615257,418090.0569439728,424079.8211404958
Yemen,432160.9458131488,401283.7621880342,374488.00577049184,328739.9975468484
Zambia,336323.70825657895,413634.8486942149,423599.25704318937,441495.7549918167
Zimbabwe,371550.791354515,359478.63653583615,406959.14037225046,420640.0784333333
