,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,419698.7549093904,366009.4194127243,424188.77552287583,354587.7408469055
Fiji,335838.56411764707,372992.30976705486,402171.6613822525,424599.2301791531
Finland,446292.2062311558,361705.2298482294,406780.8091325695,365719.32606473594
France,447892.9031472081,410237.1241293532,386965.2057262103,329235.50816053513
Gabon,371560.29261231277,424329.61981543625,364265.7390420168,401937.7056492411
Georgia,414526.9085160202,412057.976875,349322.6454166667,354353.5704102564
Germany,403711.24965116277,437925.3991396104,326396.47671666666,392303.5165454545
Ghana,355102.13490756304,391735.2304173623,399667.68925,436595.79870689654
Greece,366127.858718802,447665.4921869783,375999.6127121464,416570.8900490998
Greenland,354651.9496198347,385491.3903927987,397977.48784539476,443697.6247088186
Grenada,372444.9801360544,407613.17892384104,338970.7038157894,401968.3882939189
Guatemala,363649.87873754156,423379.471472,372530.3895686901,411007.10819218244
Guinea,350731.4233889816,374394.15218181815,430680.1251320132,421991.92535353533
Guinea-Bissau,391070.9202955665,328841.25605960266,425796.04001644737,391395.8664991625
Haiti,343758.21302170283,382299.6831,401694.06603333337,439517.45840604027
Honduras,381736.006360601,360211.68354304635,433299.27455298015,431044.11059221654
Hungary,341271.25154761906,392846.11566666665,364524.43566129036,414068.51952782465
Iceland,359128.32779771613,438354.8527642276,384890.2162068965,399315.5967275747
India,418136.8075873544,395366.7634831461,393902.8682701812,338360.16744966444
Indonesia,442732.2054833333,417479.80711947626,363117.16095551895,388275.1363398693
Iran,440549.1242378559,372185.8307026144,410891.04287648055,371313.84801652894
Iraq,434932.5793431855,384780.24006756756,381427.1002891156,350388.590255102
Ireland,368424.71149006626,402156.59875210794,377465.0058053691,431773.9252181208
Israel,436465.18993243243,422716.3465728477,385556.25848080136,349623.61885
Italy,350773.0830564784,385152.4739398998,396390.3814121511,443843.7230163935
Jamaica,396814.49840130506,347816.58571189275,424169.4894166667,374977.6308485857
Japan,426502.45685,410122.048,387622.9469165247,346802.08011589403
Jordan,439789.54617056856,392385.2473445378,410608.1447116969,345843.1111525974
Kazakhstan,426089.7963245033,402999.18316949153,360790.62013157894,362055.7286393443
Kenya,357152.65032312926,363487.8652,434714.4504222973,389627.9775081967
Kiribati,376605.5006756757,353471.1976166667,435439.30845238094,426722.95124161075
Kosovo,365553.11568852456,357991.67136963696,423003.3356792144,398231.5511183144
Kuwait,436433.1729054054,410288.97662866453,377964.1290437601,334367.7623414634
Kyrgyzstan,356361.7316118421,414374.0058064516,354757.70850594225,433313.79945091513
Laos,334367.2132419355,393704.33607085346,408046.6360166667,426474.8168518519
Latvia,407724.4577213115,353057.1631518152,439561.6305374592,395963.20040540537
Lebanon,413186.60179738567,409029.3015319865,348537.292852349,382296.9654117647
Lesotho,375070.5049917898,350843.33420098847,439472.3540066225,410982.7064754098
Liberia,380207.60943201376,350807.30599337746,456711.9452195946,369353.4322607261
Libya,392758.5396434635,463163.2341556292,347134.7124917492,380046.697909699
Liechtenstein,426036.07721202006,357528.42582191783,422143.95605519484,361136.99947454844
Lithuania,422591.6802333334,367322.42397009965,395366.3015672913,353471.5026465662
Luxembourg,407604.3479966044,362862.9070288625,438402.706432247,367006.84510067117
Macedonia,442476.2542975207,373076.76032520324,418121.5606722689,357443.61748743715
Madagascar,423151.3012794613,355699.52746575343,410109.0392127303,361085.6825695581
Malawi,448734.92647154466,390681.14281713346,395730.369440678,348463.0898690671
Malaysia,360715.0765488215,381139.52524834435,406527.7321217105,456044.2611774461
Maldives,325887.9314950166,400822.3780033278,408560.1038963211,432751.36312703585
Mali,429446.77396411094,416583.0694147157,373085.41318770224,357123.64103789127
Malta,462448.69517799356,395287.3385279188,376842.72432612313,349986.5293120805
Marshall Islands,405160.4810766721,346776.7033940397,433389.5800495868,407733.72287603305
Mauritania,392907.90382695507,423571.452654424,335256.04486666666,375621.2886106624
Mauritius ,408005.16056218056,438851.49723905727,370915.6149511401,371906.77317032043
Mexico,375966.97814876033,352321.15639158577,434959.3822719735,417970.4166
Moldova ,402859.36464882945,417861.31401337794,358373.91821124364,351344.53809210524
Monaco,407892.9806176961,445154.81232172466,336914.46443143813,375811.95219798654
Mongolia,356856.3502141681,382549.58084999997,390378.9177462437,441389.0274013158
Montenegro,373114.9995041322,441340.00611390284,346126.9964285714,420844.893820598
Morocco,355040.81247244094,444579.73961730447,351088.51805324457,428172.6605811966
Mozambique,431407.9845529801,425533.1652052545,354138.9979054054,399303.25738693465
Myanmar,372768.0875292154,364238.423559322,423280.4487080537,398944.26725862065
Namibia,364856.72378151264,428495.5162331081,347900.15366056573,402887.0960862355
Nauru,427578.093125,368174.5547245409,385630.36266886326,341854.2050162337
Nepal,407087.1915599343,345526.99298986484,461068.93224958953,392983.5860195758
Netherlands,349801.631869783,425655.7642664418,402130.25227504247,417416.653633218
New Zealand,437809.2256440678,423315.64442244224,368354.0139095315,378518.37335008377
Nicaragua,407420.933,345601.0714473684,434659.7196895425,375248.07302521006
Niger,352895.1504304636,398655.70640522876,362904.81607260724,415022.97464106843
Nigeria,352984.43030508474,392172.4569966997,396690.1136348684,464415.7203833334
North Korea,409678.5004643449,438140.0945561139,360566.0567109634,365071.75690821256
Norway,362532.4568835616,424908.59771666664,362459.91443143814,400007.68798319326
Oman,352886.3481076672,391787.4413567839,374901.33613268606,446526.7653
Pakistan,352223.13105960266,402248.7048590381,380869.5165123967,416417.686391231
Palau,402964.27517412935,435326.60839080455,365414.7006965174,364170.07965686277
Panama,375021.5964941569,342740.20973466005,453378.78137931036,389243.0039774557
Papua New Guinea,421651.9451320132,406531.4074874372,380403.2536468647,353168.4668676717
Philippines,421185.30390728475,366715.1122425249,413549.18826158944,363483.3428877888
Poland,357882.3498026316,408235.22316225164,381589.4125208681,442838.11993265996
Portugal,365493.0312086093,396854.28797319933,418482.442197615,439138.7260641892
Qatar,354170.9155536913,419933.66532338306,385462.4444166667,438221.28533444816
Republic of the Congo,388322.3904974271,340386.4913014827,445575.08147840534,373277.1236468647
Romania,383510.0054635762,367398.97294214874,428320.42374172184,406025.68597756414
Russia,396371.67833049403,350352.2780794702,435254.90820723685,394451.4531490787
Rwanda,350737.4600661157,371441.60986531986,459550.4132279534,414979.3472046589
Saint Kitts and Nevis ,416893.5667768595,338248.0491103789,425624.63683774834,384928.3565372168
Saint Lucia,424150.0797875817,381031.1444093178,426510.37536789296,347812.4136993243
Saint Vincent and the Grenadines,433632.5579362416,404734.45114478114,398853.75076285243,324210.59413153457
Samoa ,407184.21736666665,433243.94112012984,353836.4667532468,370106.991010101
San Marino,438725.63790697674,357149.139742351,423168.88505766063,379520.53435294115
Sao Tome and Principe,385427.7907966102,344457.45518707484,436425.4055065359,408662.7435426731
Saudi Arabia,336608.5670854272,391356.7337710438,404602.90688013134,417226.52485666104
Senegal,340102.0472591362,364614.83514610387,422298.76181669394,418924.3635607321
Serbia,413243.35873754154,372076.2245469799,430499.35586030665,353679.88089701
Seychelles ,374604.8104785479,346778.65819536423,450128.8282166667,436033.76811036794
Sierra Leone,410969.9661857379,341126.1717109635,448399.34226289514,389272.2191568297
Singapore,432842.2810050251,402248.9322778675,393412.30093959736,338383.9698842975
Slovakia,401011.3117003367,340247.00773489935,425724.2687358185,353924.5793155259
Slovenia,442469.69936877076,378209.5087707641,445378.1701302931,354291.80416260165
Solomon Islands,392992.96805369126,450218.2494217687,336861.442339374,409786.24948844884
Somalia,387391.595,352340.5807401316,431524.8741838352,413877.0463054187
South Africa,416231.0260601001,357986.578255814,422733.1905050505,355877.7951888342
South Korea,386022.794551495,450220.5534931507,325657.64519933553,410880.7967627119
South Sudan,445415.015159129,390162.90495854063,394135.3084863945,351552.18963576155
Spain,477651.6775757576,385925.2630808081,384002.07789036544,354305.748962585
Sri Lanka,427273.09615126054,421689.9294127243,385287.39536134456,369089.1728305085
Sudan,427794.7613926174,435501.5111111111,376831.2098333333,354145.4364141414
Swaziland,389733.542745098,428421.1188704319,342356.8909586777,389507.6532876713
Sweden,411523.0549137931,417904.26566164155,360087.8542,346697.9313170732
Switzerland,391674.3934056761,439320.2502487562,338332.82018333336,386084.873908046
Syria,407061.3151851852,365484.1245056726,455374.5309618574,401179.4321767594
Taiwan,427937.2886601307,411236.4205423729,385312.76696969697,343435.13584999996
Tajikistan,439555.65802721085,400188.5164695946,372903.20710049424,364656.3720907618
Tanzania,421067.57857142854,420767.4837605396,377415.2505298013,363664.29863105173
Thailand,401292.39349072514,433670.29832225916,354202.4559766277,368174.4367495854
The Bahamas,396260.9266666667,355057.82879194635,435097.08688663284,368416.6697440273
The Gambia,356519.0994625407,394199.4616233766,377871.7875302245,433017.3084552845
Togo,418894.66644151567,429835.37864013267,344054.09215460526,391414.71165562916
Tonga,349175.6052990033,415616.69495049503,362537.6408731466,414115.220451505
Trinidad and Tobago,437051.14011705684,398843.76520193863,350124.3782615894,363871.2312624585
Tunisia ,433197.0150247117,376107.9346655519,413810.97031198686,362677.41557595995
Turkey,435807.48703947366,368724.4205582923,375488.0655791191,351931.68087458744
Turkmenistan,385520.15831103676,457312.9342542373,349776.8429787234,408061.1648979592
Tuvalu,337482.0903583062,391372.41147783253,391770.31693811074,437791.3018604651
Uganda,379479.87021739135,434229.7926633987,333646.78318407957,405065.0592396694
Ukraine,388283.35369565216,419806.9760666667,355154.1908631922,416776.9277317881
United Arab Emirates,433293.1666554622,398053.77514096186,403552.3887418301,340350.80655932205
United Kingdom,362498.39858603064,435193.6201490066,375251.74165540544,414086.8065604027
United States of America,391278.6888870432,353996.54288135597,446612.0633006536,394816.7283306321
Uzbekistan,373278.86211129295,402433.9363497453,345042.91339495796,429840.4085092127
Vanuatu,357937.5767495854,362135.60773770494,413335.81708818633,442887.4186963696
Vatican City,377804.0389267462,411694.6797811448,339106.0947945206,402760.53595317726
Vietnam,336393.95920608105,404203.46735440934,404762.77090756304,437674.07630434784
Yemen,447931.2220101351,389780.075785124,408739.22555740434,354943.48266886326
Zambia,349811.32315345696,404923.52691151924,382133.60981164384,418804.0886401326
Zimbabwe,353629.9997297297,395175.88714999997,385645.1751178451,450989.4390771812
