,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,371259.1688461538,373338.5008139535,435932.5756907895,393515.68626890756
Fiji,359332.7525980392,364393.6003187919,398542.9225742574,428290.5944536424
Finland,425310.0950247117,351511.8506633499,431760.55455737707,383244.9394682676
France,400350.6823305785,351999.588538206,455695.593957307,383597.6753796446
Gabon,429241.3034420881,442411.98741721857,386747.0878333333,355050.11870703765
Georgia,409157.9489036545,355364.5647508305,404918.08483766235,349741.5072772277
Germany,454941.3422757475,380778.5417161716,389344.61032094597,342550.26687813026
Ghana,382175.9454228856,455702.1226872964,345521.1889678511,385998.2580952381
Greece,418565.9413680782,437442.0988067227,381030.6075,358323.89976782753
Greenland,390048.2666053512,422576.66452380957,343496.30586666666,413984.8403225806
Grenada,408001.0176677852,426364.2684102564,347469.6539242685,377821.6494
Guatemala,385187.4136589404,421163.3267255217,354027.3809656301,364663.75212020037
Guinea,359330.44908180303,421162.97564569535,365146.7644781145,438285.9561409396
Guinea-Bissau,351314.404132653,373156.0292281879,385196.44279674796,455017.71768844215
Haiti,382223.56940397347,450395.1766003317,335712.0560517799,409258.17467980296
Honduras,355452.07986710966,402790.2832125206,360618.0101615509,442076.5236850921
Hungary,389779.41873935267,459565.2991806021,339455.48245033115,396605.6699156829
Iceland,374847.45387478854,415196.821902439,370679.6743801653,408367.9099176277
India,387656.2301300813,350895.38711148646,432066.06489326764,387302.2550496689
Indonesia,440216.4121489002,348114.5822601626,418714.59200972447,373699.6664851485
Iran,387996.8800160772,351737.8789184692,440722.485815486,424638.0453
Iraq,376558.5352006689,338165.101423841,431308.72108695656,378141.84273178806
Ireland,394389.45446488296,431759.37982258067,355583.8025709516,420451.4477100494
Israel,412458.1516666667,351869.89383333334,426804.91272268904,371767.51827054797
Italy,360925.8219117647,438216.26752525254,357219.95303921564,392935.809269103
Jamaica,335534.62545605307,410611.98717391305,402378.3985402685,441132.38455138664
Japan,439378.2932733224,402216.7877568493,410874.25778702163,343519.3151419032
Jordan,465114.40663851355,379997.1403322259,400903.9939225589,349858.8537043189
Kazakhstan,444698.42568595044,382569.0309437086,382746.57068253966,356826.9236026936
Kenya,344793.78721202,376173.1249503311,408995.22542288556,406410.8266720779
Kiribati,360213.38907894737,391922.8668617886,380323.22177446104,428593.4102666667
Kosovo,342434.8122742475,420821.44872909697,372438.37832504144,426665.41216442955
Kuwait,416789.39759472816,357213.89445742907,430613.0182059801,354153.7881444992
Kyrgyzstan,408293.0728104575,429492.0649834437,346264.0075371901,360004.11970491806
Laos,382731.8411900826,424434.5713455149,344458.6272277228,388760.4511707317
Latvia,362427.2905445544,382353.8725,398409.3638111299,446103.33483979764
Lebanon,436562.6025919732,380654.751107438,412365.79146141215,354501.715959596
Lesotho,374431.535159129,362972.71294117643,421593.17631147546,448242.13830870285
Liberia,337813.226284779,382836.66330016585,405445.2145742905,422079.9613517916
Libya,449575.2220495867,395276.36038772215,398982.7434876033,334609.8310099338
Liechtenstein,343252.64154098363,377092.13330578513,432659.85079470195,418571.66759933776
Lithuania,397797.02013266995,332079.6427363184,441824.8687878788,387129.67717821785
Luxembourg,402525.6838360655,332936.4203482587,416195.31016694487,381048.7409579832
Macedonia,397491.9422913257,344013.38557788945,450193.41275577556,394167.75189915963
Madagascar,375333.7991846922,346278.1358899676,414636.5755960265,408844.6522909699
Malawi,407935.6012171052,368178.57067001675,450474.3133781513,401997.3452892562
Malaysia,378421.2951409619,426508.5831862745,349419.67827922077,401259.75167504186
Maldives,343537.7733279483,418298.57622923586,391055.79964882944,458318.7118196995
Mali,425612.3279018612,390754.5321335505,431642.87226973684,368106.85567114095
Malta,408056.34330508474,351025.96146622737,447961.312384106,392195.05660596024
Marshall Islands,361969.8779869067,380356.28626465664,411922.9868585526,437778.37139837403
Mauritania,427689.8954383117,385193.30207011686,373087.030084317,347201.38700996677
Mauritius ,410361.193930921,411890.1115635179,372579.11765188834,359333.0503618421
Mexico,356470.7717200674,413103.28948760335,371398.65064891847,427479.96887563885
Moldova ,416152.91066558444,371778.84232673264,417832.3017508418,357054.73505882354
Monaco,442614.9941763727,383384.7267827529,382452.6316134454,355716.19325581397
Mongolia,340494.3598671097,386335.33446700504,372489.24586846546,416503.87926544243
Montenegro,425248.95935855265,436131.248349835,375637.8841050903,372012.481898527
Morocco,424946.5139867109,407796.6916885246,348389.75798986485,353334.84641447366
Mozambique,439767.95969155844,417328.71371287125,362331.3827031509,378194.2268292683
Myanmar,342637.8638190955,406763.8219902913,385918.63466115703,417476.300625
Namibia,427318.58787928225,424084.9392941176,385474.23055555555,338028.05447933887
Nauru,403211.87094276096,348417.56582236843,438372.16574324324,396490.441705298
Nepal,370728.6934477124,384619.9031442464,406551.29036363633,444078.1151260504
Netherlands,384874.71243781096,435011.27338762215,360268.1858291457,388503.75364392676
New Zealand,408918.3948298217,360013.24978077575,419406.17333333334,373432.8558852459
Nicaragua,360446.9223432343,365716.47547781566,407510.99706168834,446115.5358803987
Niger,402624.26145424834,418698.90581666667,344519.0411623932,360930.5905245347
Nigeria,384229.6564941569,441885.1774634146,336762.0404013378,399489.37951423787
North Korea,434575.21447587357,376177.0549421488,425118.49430463574,352873.82340604026
Norway,374902.8797292724,415513.1568537415,342953.27102310234,404327.5291595197
Oman,385314.7022508591,431343.9684678748,346534.9430536913,389668.01301639347
Pakistan,364765.9507177814,428304.74931528664,377104.35652459017,411175.2755288462
Palau,440827.6312972085,397095.9660423453,401986.0738548387,331217.83465231786
Panama,379559.4214332784,339670.9971404399,447504.4414858097,416390.139243421
Papua New Guinea,431920.86099025974,409905.66569536424,364423.37341137126,363200.81764610385
Philippines,377687.07396694215,361517.7309322034,442797.9508040201,412784.20611842105
Poland,395032.74468802696,440915.81043117744,355724.7741778523,391897.48327242525
Portugal,396389.32306913997,428887.9949918699,346417.7880587276,435006.86882160394
Qatar,374847.29508333333,411190.03975570033,375653.82913705584,444263.1009784411
Republic of the Congo,355717.42822259135,378007.41818032786,392113.4377986348,434984.9723850085
Romania,341865.98355848435,411150.688372093,377327.89025167783,419857.0318076285
Russia,352401.13735973596,392186.7514473684,385539.4281344538,435520.49910569104
Rwanda,368431.3796084829,447492.2692058347,366243.90993265994,421602.33851729817
Saint Kitts and Nevis ,378055.74790507363,344843.7725205931,403206.4896930533,416868.022654424
Saint Lucia,376924.3588313856,356002.56723966944,420436.510128,398449.48774299835
Saint Vincent and the Grenadines,401196.3684385382,363387.08975124377,439159.0752545156,398171.68939004815
Samoa ,442614.27022988506,400354.40437500004,406916.40216582065,343712.10075085325
San Marino,348092.9708985025,356101.11081699346,425931.94250830566,435754.01347899163
Sao Tome and Principe,332911.9110961214,399130.8386409396,373837.63039087947,443909.0390562914
Saudi Arabia,360270.06238879735,419665.82908180304,353078.34845394734,401707.7390604027
Senegal,346360.6759143328,361695.96968903433,399986.2037896494,427934.2394918033
Serbia,383526.73715946847,333153.41676767677,457379.16960199,392284.5122333333
Seychelles ,364779.31531772576,370570.22804794525,403098.89303130144,439751.00713333336
Sierra Leone,341214.4903846154,398645.44752475247,401955.8063484087,426294.54292282433
Singapore,389963.931079258,347903.8740901503,440398.28916949156,374201.67244262295
Slovakia,413654.4124673203,333841.0830252101,416263.0750164474,387424.0494657763
Slovenia,360160.57405940595,350677.61025,440664.7600331126,407250.95844709896
Solomon Islands,441171.06562396005,396532.44196969696,376566.74421487603,346807.1507413509
Somalia,362503.40887987014,409037.2636363636,364437.07889632107,429940.6599673736
South Africa,388855.6623597359,350833.0294901316,413157.66641666665,396263.64913114754
South Korea,466397.62795,399717.78445,379175.68940199335,342278.24026016257
South Sudan,396730.7797364086,355175.8970098039,426050.2048241206,397630.2320132013
Spain,410885.1193771044,338694.23526229506,452608.5773692811,403400.3278032787
Sri Lanka,421123.9394039735,343415.8453431372,422805.7837399679,375350.87983579637
Sudan,436041.99495854066,372260.77476821194,425582.0762650602,361965.23455311975
Swaziland,422350.1412274959,380847.7016326531,388401.6317598684,336047.99741666665
Sweden,417321.0978680203,376928.47582770267,407716.31041335454,353264.9093376413
Switzerland,422467.714321192,369139.10096121416,389600.49751235585,351178.3959605911
Syria,335367.5111744966,399278.9003814262,422929.29455737706,425102.0783333333
Taiwan,468665.89143581083,389935.4645065789,392299.33811666665,353180.11011494254
Tajikistan,422131.9357475083,376987.56313953485,392334.80877280264,354391.55244147155
Tanzania,424477.0459833333,389387.51960591134,364933.42979591835,356285.4002833333
Thailand,424640.0363727121,372858.1029032258,422680.12856198347,347231.76302479336
The Bahamas,384968.7110264901,336051.0615359477,453372.5786097153,388786.39478040545
The Gambia,399604.3466498316,420066.79612956813,339446.07350584306,376750.6706896552
Togo,435311.57819645735,412198.0403770492,394010.1259098497,351738.84886287624
Tonga,412353.519538715,441101.53392255894,354600.13698360656,358685.5993989983
Trinidad and Tobago,426811.684772344,369100.0217815126,411970.3187352445,366921.8824625624
Tunisia ,366343.796795302,362087.74222585926,445689.4573421927,423507.38904362416
Turkey,396824.7681300813,323167.0150166667,421418.6445826514,383943.89441935485
Turkmenistan,455857.232605042,402645.08438333333,398011.95530884806,330820.3936272878
Tuvalu,384865.2988360656,441534.31646864687,333399.7976451078,384167.13964169385
Uganda,446834.23147595354,418046.57849918434,385888.2622512235,348340.29001675046
Ukraine,429714.6764638158,415397.2967839196,370178.5713567839,364342.2152586207
United Arab Emirates,392028.9071590909,350695.21904841403,431640.1533009709,357222.282124183
United Kingdom,405293.53511824325,447568.0762664474,349591.54732323234,376087.872192
United States of America,329267.17056291393,392425.05264367815,403198.8380936455,438525.6422003284
Uzbekistan,434615.1598193761,424915.70001675043,344625.0654605263,373736.98761589406
Vanuatu,374976.7413355593,431806.6660267112,354791.91417763155,446063.34507389157
Vatican City,379875.68048309174,420636.64654941374,355332.80466101697,405459.0728099174
Vietnam,392360.256147541,435997.7271311476,341068.92762309,377670.6135206612
Yemen,454592.0299667221,358101.4421710526,418703.96299509006,364191.8601157025
Zambia,405687.51076033054,438436.2075959933,347777.8171052632,351823.50003294897
Zimbabwe,401694.34873963514,426781.9302163062,328770.90574013157,395011.00899339933
