,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,231357543.15,261227686.24,206078399.24,233912726.63
Haiti,271980889.82,242564144.91,233224482.1,206619713.3
Honduras,247569592.13,251692753.6,216973529.83,215614548.19
Hungary,263929354.46,236787907.03,225383867.69,209406692.75
Iceland,249106359.42,248861393.25,214754678.26,219781924.94
India,202515086.07,236452687.48,244197343.47,258576124.5
Indonesia,215769735.12,213424974.3,251648290.95,257728471.82
Iran,219442111.35,246497229.35,213795723.42,268066103.19
Iraq,198704240.72,242427192.39,246810104.15,266941511.19
Ireland,250155476.29,261611986.31,210713150.0,226419987.09
Israel,220011942.18,217041176.09,253362818.7,260442950.38
Italy,240522001.85,254893027.25,193488869.49,251278384.93
Jamaica,234001608.02,283150675.77,207964943.23,225323140.32999998
Japan,223978657.76,206649380.38,285036921.38,225096611.0
Jordan,243754528.9,202710576.91,276461406.88,253800605.09
Kazakhstan,237367406.3,218388675.91,262894655.37,229709868.98
Kenya,223401032.47,262755062.48,231378457.39,247295532.17
Kiribati,202834853.12,254971074.92,233815577.2,260467266.18
Kosovo,237286548.99,263460935.42,202339988.81,224533777.33
Kuwait,235988372.14,223057531.02,261496351.29,215554788.3
Kyrgyzstan,260947385.25,236188902.2,260369405.75,215702132.16
Laos,259347932.51,225394208.25,230401932.3,209876886.10999998
Latvia,232278869.25,264547725.3,211640615.02,247927823.18
Lebanon,244448187.64000002,208595855.03,259009903.32,230762629.09
Lesotho,212290992.83,240569918.8,222371103.97,268813608.25
Liberia,214236090.94,226041807.75,250056154.48,264988775.57
Libya,241936730.43,215437462.91,264812232.92,225717968.14
Liechtenstein,223109749.52,268327965.49,224936891.47,264542500.54
Lithuania,203528268.99,234682380.45,224068804.12,276155810.55
Luxembourg,207345223.61,215023539.2,249398359.26,253160590.41
Macedonia,223453064.35,204176911.1,266280394.33,245078214.66
Madagascar,204695638.9,233017050.57,232776573.28,254330546.52
Malawi,205290488.82,242280377.6,249883506.68,254707758.85
Malaysia,259849789.53,251061248.76,214192950.0,226395475.26
Maldives,239423720.09,272273295.61,212803707.02,245901741.04
Mali,232945380.04,213533943.19,262629678.7,249690443.7
Malta,243340073.7,215432374.04,256487831.69,262863424.74
Marshall Islands,222858557.48,238891356.26,220601434.24,259825017.97
Mauritania,251578141.09,196509385.42,256228815.55,242121673.36
Mauritius ,244007788.0,219472117.25,254856386.62,210221688.52
Mexico,238107388.14000002,251597781.81,210101201.99,216789766.16
Moldova ,228024973.6,211298192.48,253325601.59,239782670.2
Monaco,247954722.3,208881213.39000002,265148424.53,231358058.31
Mongolia,215512553.49,252214418.87,213798150.8,253497669.75
Montenegro,251573037.22,229441912.28,247722415.75,213603809.73
Morocco,263984394.28,221802476.4,246968217.94,220817938.6
Mozambique,267801799.91,226095786.79,248931551.36,207742815.43
Myanmar,211469156.74,235216041.07,223288452.4,257756526.41
Namibia,280669148.09,244143737.43,232392498.09,212866296.63
Nauru,209633845.54,223532311.01,234041703.54,258999698.24
Nepal,231716149.89,269551314.45,209874053.6,248560043.5
Netherlands,259905825.11,236872124.32,244131926.81,204348411.65
New Zealand,209276860.6,222786167.41,260035559.02,252940900.88
Nicaragua,228004877.98,249546236.91,215200168.16,257171878.02
Niger,262210988.35,219398145.34,237727549.68,213077608.85
Nigeria,264146968.88,240749204.89000002,238109265.07,200093885.9
North Korea,249745229.56,225773016.02,245491617.39,204802038.71
Norway,255572199.99,249821780.03,213058551.9,220111066.35999998
Oman,248024993.86,233842575.97,233342350.51,205971583.15
Pakistan,260368278.06,258686837.98,221779374.54,230441933.14
Palau,236514264.11,193727172.31,261643224.09,229888302.62
Panama,213385442.73,251480044.72,228546032.24,266449791.13
Papua New Guinea,245829956.89,199573463.44,255870367.26,218911504.49
Philippines,210657581.69,246934841.18,230181641.41,260563553.5
Poland,240320763.39,285261451.34,213479914.73,225822748.97
Portugal,251378698.27,246552735.26,221149699.98,235053405.43
Qatar,240855094.4,264705943.07,207561313.74,240872365.49
Republic of the Congo,212002608.42,217542170.73,250519014.31,258724901.02
Romania,240500782.38,266906057.66,209203532.07,219245951.94
Russia,239678537.49,256784609.11,201314357.34,241589836.65
Rwanda,257491439.75,256320571.35999998,220119328.08,216960037.03
Saint Kitts and Nevis ,205864177.32,221157242.02,250338535.66,242419961.1
Saint Lucia,222520507.52,214777223.17,247622571.65,246587168.28
Saint Vincent and the Grenadines,215940371.37,236450097.01,246670670.65,267704411.4
Samoa ,265475631.79,217901797.54,248991652.11,209385432.36
San Marino,222312517.18,261809286.24,220753387.35,246763291.64
Sao Tome and Principe,243087792.42,265670146.94,209123461.0,232644603.92
Saudi Arabia,215433093.02,267680918.94,216497170.86,250868010.14
Senegal,217218207.43,254636512.89000002,221074977.32,244754264.38
Serbia,197828522.8,247152997.27,240587553.1,272495562.3
Seychelles ,209100657.9,245339268.46,239702189.64000002,266921706.4
Sierra Leone,223251510.33,226552681.84,246396407.29,257713561.82
Singapore,205950811.27,238649029.4,234540292.26,265057872.85
Slovakia,217260169.34,212276194.52,232053382.06,263382708.66
Slovenia,235719949.51,203736034.69,259933819.99,235114367.48
Solomon Islands,271970388.33,209769181.03,264087616.15,233179408.5
Somalia,228027440.47,240965020.31,203488481.25,242369281.94
South Africa,209135750.32,243690973.44,222027638.78,254568880.9
South Korea,248871911.8,210158300.47,244465148.05,222768750.03
South Sudan,209346766.26,224504062.66,247057310.19,261827157.86
Spain,223775050.13,223298842.0,244720704.37,259274935.09
Sri Lanka,219730960.7,217110828.22,254144799.58,270275619.65
Sudan,221372510.24,220473428.46,257025441.44,251446062.37
Swaziland,229700549.13,200585029.42,266094733.03,235972947.7
Sweden,228992454.72,215247971.23,270056540.68,245767050.63
Switzerland,237871007.91,204782504.81,249370219.05,233799483.06
Syria,230672700.19,275927922.3,219733566.07,238994509.04
Taiwan,221665968.01,203325047.67,282196159.96999997,244091064.83
Tajikistan,244143830.95,219591942.85,264846833.77,214366446.95
Tanzania,239561034.47,213726112.72,262583672.95,216296513.47
Thailand,251773155.39,214945648.74,250027742.23,223102342.19
The Bahamas,205102088.64000002,249978871.28,230488434.07,274813851.52
The Gambia,259989562.81,220083021.26,233068915.1,212590854.01
Togo,262566944.13,229454632.31,242158961.09,203255523.71
Tonga,255443722.77,224816888.43,243839294.60999998,201734734.83
Trinidad and Tobago,239469308.03,212508954.66,261646052.94,257669277.21
Tunisia ,205464930.23,242917378.7,217616017.05,263384751.57
Turkey,216386129.41,233573789.28,241925903.97,272857893.68
Turkmenistan,251296234.01,203032472.69,263586717.77,245350152.41
Tuvalu,265631750.09,226649383.92,231806084.44,204821670.83
Uganda,265517516.19,224607833.03,246007235.14000002,209257714.03
Ukraine,261237192.55,218961900.93,251028707.82,215257348.36
United Arab Emirates,210385479.17,220637756.94,250624521.83,245942457.71
United Kingdom,258535005.81,249135411.21,253294041.9,196316217.79
United States of America,232087078.73,280522353.35,207215361.07,244027971.05
Uzbekistan,248318414.08,221928862.61,252929120.51,218544821.31
Vanuatu,250781981.06,245529326.59,220007964.66,230576459.45
Vatican City,253255578.09,246549620.63,217575003.02,219374694.12
Vietnam,251598503.08,239259685.14,236275219.16,198841556.02
Yemen,231142268.82,203300620.93,266817515.07,252395718.69
Zambia,246002873.34,220815175.16,244689300.9,208034221.16
Zimbabwe,274395635.0,231274628.75,229063581.59,205569355.36
