,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,378703.5847438017,347094.8958861789,465974.9096135266,388488.08777414076
Fiji,373738.1996081771,384762.798718802,413507.5802195946,433171.6600163132
Finland,404559.2648989899,348185.89505033556,415737.9499161074,384246.1341833333
France,411943.2899500832,379124.4094252874,413809.51405228756,339919.30042158515
Gabon,418104.8019269103,432819.2759364548,357233.3266164154,370630.93905
Georgia,444071.43639865995,418716.0787064677,391140.53539087943,355542.04021666665
Germany,421001.79587662336,429631.2154950495,359264.48118616146,383334.68373109243
Ghana,359793.54345963756,422869.26606112055,364048.3295166667,422366.121069079
Greece,381508.4544499179,443380.94666666666,344663.71509060956,372321.8542668863
Greenland,366814.87878535775,398874.8386026936,359765.9273622705,427583.8302333333
Grenada,420419.1303294893,435761.54049261083,335297.94791803276,388607.98719008267
Guatemala,394144.73032786883,459103.9005823627,362317.59009933774,393536.6221283784
Guinea,343799.13597955706,388894.7881444992,377995.19018487394,431570.92887070373
Guinea-Bissau,376273.14052545157,365134.9297658863,426545.8184640523,437464.4542495784
Haiti,363118.16706467664,413192.96471854305,370971.984137931,427745.3551607445
Honduras,359223.07230132446,390637.6477419355,385070.3370731707,451866.361970684
Hungary,366492.94539629004,428734.72625,336796.2834646962,419507.08460750856
Iceland,361214.4732387312,420759.41205342236,384161.60386138613,430719.67541666667
India,421491.286202946,366572.48490033223,436263.34069651744,363376.9642158516
Indonesia,446350.24377668306,363414.3676333334,383444.0817857143,331477.7369681742
Iran,386029.59238249593,336007.838006483,434572.5304530201,398316.68716612377
Iraq,415951.9999669421,360613.8087878788,433337.07078947366,377218.4062006579
Ireland,382641.9984219269,421427.67493311036,334529.2978109453,420850.6250921273
Israel,434502.91660958907,390863.5089579832,411573.87747524754,333419.95546822745
Italy,347994.2910200669,422581.62670454546,364108.4419834711,420519.3990273038
Jamaica,358239.2434899329,384898.771280389,430689.733251634,420503.458548124
Japan,425208.04789049923,412310.92018302827,378803.7485666666,340578.4884705882
Jordan,418462.83119932434,367520.5245273632,411211.2235738255,358125.6078726968
Kazakhstan,458972.335655058,384753.26879084966,402282.8936316695,345942.5997986577
Kenya,387263.43008250825,356828.5944758736,434987.8703145695,392957.2696923077
Kiribati,350864.2388283828,358929.27119932434,398075.56824877247,416544.32730769226
Kosovo,337294.60892508144,381107.13026534,418452.7199836334,456739.9074875208
Kuwait,441240.7242,368092.52425170067,409375.0779537954,355521.5232220367
Kyrgyzstan,393899.5593969849,441441.36279661016,358394.78205685614,395691.2792372881
Laos,361980.04771004943,418876.7752317881,394161.27270967746,439432.7105463576
Latvia,375806.11364077666,349982.2589756098,410314.1110217755,434378.50476033054
Lebanon,449770.3444073456,391341.57183333335,377897.49879396986,349232.03694117646
Lesotho,382497.0250171821,367281.4547491639,405649.6407011686,427094.7561590524
Liberia,360089.987512275,349714.2327213115,439163.79079207923,390804.32318257954
Libya,399460.43367449666,427973.53460767947,367994.00555,371679.08550000004
Liechtenstein,392190.68621666665,345863.19813114754,437100.78573070606,387080.24023489933
Lithuania,416626.3358714044,368240.56943143817,435760.7212908778,380880.8531375839
Luxembourg,420582.56526755856,364491.1834925865,427526.2095049505,366784.30133884295
Macedonia,401870.2569949916,338703.48461663944,413530.4005980066,366894.7152782462
Madagascar,425420.31804207125,337255.04128664493,442915.7450996678,395373.89285714284
Malawi,414900.6888333334,355324.12387149915,409345.4833937397,347713.41016611294
Malaysia,353363.56015025044,383875.4484822934,383005.20982055465,435194.63093062607
Maldives,339439.69172757474,373099.86797274277,404435.65954545455,425568.07177364867
Mali,426344.92221297836,400462.41908163263,394979.09770382696,338152.25172920065
Malta,420213.3451724138,376580.8131155779,397805.03853088483,353831.41635607317
Marshall Islands,373636.80138795986,355029.13087603304,433093.20684033615,405601.72435374145
Mauritania,458590.6709359606,407283.3787157534,364217.60530578514,360877.6840266223
Mauritius ,415347.97657094593,452062.43337726523,341643.0258250825,379485.93746268656
Mexico,334488.6931864407,400220.8870436188,389027.7683469722,447057.47094462544
Moldova ,439838.73189915967,420734.0162602966,392699.5126942149,352513.6424065041
Monaco,435938.0050167224,426367.01405315613,357847.94541806023,368441.8441059603
Mongolia,361093.89981260645,400698.68973684206,379014.5696192053,442014.1090743802
Montenegro,397003.3015816327,422994.75048903876,336940.7961064892,392251.1328145695
Morocco,375669.27271828667,435437.93240322574,344648.87121710525,398030.29300341295
Mozambique,423415.8384974958,389604.9744758735,350641.0018905473,364025.4043602694
Myanmar,335845.99817880796,379670.6112040134,428057.5818003273,446304.3750503356
Namibia,415093.54715447157,433947.20121666667,359788.0884590164,364634.39458620694
Nauru,423075.46529508196,349488.1076962457,420693.7787251655,361341.9169628433
Nepal,359378.3139799331,353215.7109317804,414899.42237315874,413806.08557069843
Netherlands,357636.3329853181,436314.9128666667,354262.33835218096,409661.5318381113
New Zealand,441837.5241638225,384393.9659369818,393991.836683087,349396.6878020134
Nicaragua,395914.93393687706,361492.5273288815,445898.0761769616,394817.4988590604
Niger,386408.5227104377,444565.3567715232,348569.20049069374,402708.0086871961
Nigeria,364803.3594276094,403270.5811404959,366450.442405892,420053.4592931034
North Korea,422660.7769256198,399853.2920735786,393155.52152570477,344373.15832225914
Norway,386039.00887959864,446609.9847697369,345395.85085324233,422419.08397034596
Oman,372283.31676948053,428557.20559738134,366969.9342833333,431810.7700166945
Pakistan,334550.45278606965,394174.9234724541,395136.23515912896,433868.73541595927
Palau,426950.9946,408685.90692176874,381355.69930463575,339499.84658333333
Panama,394722.8878181818,365456.57171288744,435381.1156543624,376915.59735099337
Papua New Guinea,442076.41553745925,403401.2193613445,383263.96167487686,360397.3742508143
Philippines,401454.3143414634,324911.5730050934,439563.61147840536,391765.0147712418
Poland,370871.46798319323,447307.4902995009,340734.4564085667,400299.59780366055
Portugal,351718.62218905473,410519.9884083045,352018.4255236486,440226.49115254235
Qatar,359886.1480298013,400633.90500840335,364686.17035413155,445460.0173154362
Republic of the Congo,388630.8720554649,358486.533107438,431591.6353212521,409962.3208040201
Romania,326460.6658649094,406384.2182324059,402599.2801845638,431760.81537067547
Russia,364985.24028192373,365306.7413050571,421222.37542763154,418745.17823038396
Rwanda,347838.8966013072,395794.8440231788,384620.51035234897,436437.39483388705
Saint Kitts and Nevis ,394181.74903908797,343750.8111734694,440439.6534390651,421037.6306030151
Saint Lucia,409548.22953528404,342542.7119800333,438150.7527483444,378204.6474209651
Saint Vincent and the Grenadines,426774.39948333334,380392.31195652176,425114.4011148086,352164.5794918033
Samoa ,430573.4955986509,406266.632384106,374712.1579153095,346625.23241545894
San Marino,385578.03069078946,345000.6400821018,429150.91457570717,385655.84235880396
Sao Tome and Principe,374448.8163621262,368691.6820265781,412803.86862520454,426065.6873089701
Saudi Arabia,356299.5756384743,416782.9538230384,376107.62881300814,435099.93483388703
Senegal,373687.2000660066,351262.63024711696,459258.9485197368,421756.8225289256
Serbia,407469.8867054908,363175.1678512397,440195.9323927393,378120.2045317726
Seychelles ,374236.54,371703.3756414473,397768.92658456485,450114.4249588138
Sierra Leone,366965.6292205638,359435.8558706468,424793.30375827814,405183.19462540717
Singapore,418554.8062648557,361534.93605657236,444307.5702210884,366284.72955592105
Slovakia,420553.56606112054,355608.83450081834,440247.35706270626,395259.27406408096
Slovenia,399204.3823754153,364359.57512234914,436661.47095076396,371947.3797666666
Solomon Islands,419180.92403389834,415324.1574025974,362387.0706414473,380322.328098472
Somalia,347195.5260135135,381398.0980672269,416151.4343288591,463396.0965593221
South Africa,389713.6274614065,345374.10901528015,450115.81494057726,379876.5679159664
South Korea,403876.9338095238,419910.64732538327,356788.58065681445,378964.5673519737
South Sudan,439332.12629815744,356891.1856688963,421009.38865,354046.27236180904
Spain,426755.13509060955,350814.6123848684,385353.44534923334,354382.9694214876
Sri Lanka,460524.1183110368,392318.066742671,398928.2727603306,335412.47597039473
Sudan,431848.1768509213,383768.6402487562,399362.1223636364,325766.34180904523
Swaziland,448189.36985074624,413870.30013333337,370899.001795302,356851.74151960784
Sweden,446329.34785109985,411616.05533996684,400340.72468483815,345274.8778297162
Switzerland,426767.00219430483,437726.4190968801,364037.0328130081,364134.0685643565
Syria,341108.45420098846,347406.61847039475,407513.77565074136,402920.61489932885
Taiwan,418669.16842372884,403709.255,386523.6313584288,355533.14765
Tajikistan,444515.94945945946,376849.9571941272,393149.9121603928,368253.02722972975
Tanzania,425277.4626163724,429479.80709677417,376661.8988778878,354559.19383855024
Thailand,420465.27882838284,409546.0666218488,402617.76036544854,353130.8325287356
The Bahamas,411084.1596258504,366268.83259197325,419777.49005067564,374480.91813114757
The Gambia,395104.1405555556,437073.14990033227,342289.93629194633,398662.0611447811
Togo,441246.22083194676,387412.9325041186,367063.82746666664,336256.8526904376
Tonga,394983.2788292683,448652.07035117055,363791.0551666666,406267.4712111293
Trinidad and Tobago,462187.25303278695,382156.855553719,382920.82219512196,347296.62055555556
Tunisia ,383517.5589590444,340468.9023283082,438146.8430118443,406599.6226732673
Turkey,429094.46578414843,362164.14478476817,428501.65464696224,376217.5997689769
Turkmenistan,407094.97685810813,440546.60593023256,354644.1086567164,364512.65542288555
Tuvalu,357573.18323825503,413020.54212837835,366104.71472636814,414776.03691419144
Uganda,402329.331954023,442724.14396638656,347523.8024006623,368198.7920265781
Ukraine,398580.3591792295,426322.8500847458,335577.6067114094,389995.1652380952
United Arab Emirates,441748.85062913905,394978.16896551725,418583.35369747895,340573.3843781095
United Kingdom,367168.86949494947,438474.146286201,359544.34274111676,396449.63355592656
United States of America,344852.3157284768,372336.3031438127,420503.49626890756,418927.1945302013
Uzbekistan,399918.29052901024,429516.14249584026,340785.7267731092,400990.1359655172
Vanuatu,359540.27406919276,372500.6097833333,385939.12122516555,437116.7607401316
Vatican City,409751.4547198642,440568.1562233169,331099.5116749585,401607.8803367003
Vietnam,361336.4837373737,447952.3339504133,377781.16643092106,415140.9440589198
Yemen,409663.7122923588,352283.2011461794,395595.03833333333,368172.8943478261
Zambia,390987.52653198654,444233.4816721854,372951.07070234115,404635.9868367347
Zimbabwe,361964.8851360544,406234.6213735344,364097.31137583894,434954.18106312293
