,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,406494.8433277592,410649.6860661157,354268.18849180324,332656.66205342236
Fiji,398653.1028026534,338701.3676728499,438071.83081911266,364792.0760130719
Finland,411770.28516778524,442212.13380560133,356384.52,393576.6563893511
France,377122.3189326765,418451.3633444816,337476.5478267974,413786.64298126067
Gabon,329067.7461848739,390322.84935960587,408586.6536886633,435832.96217105264
Georgia,343195.6504227642,411625.2777114428,360759.1812956811,420143.5087581699
Germany,348058.17021311476,388191.175735786,384590.1996052632,465765.72112561174
Ghana,391923.56923076924,359097.3789819376,434826.6861627907,395213.2912312812
Greece,344682.0380716724,372305.154295082,429646.38294498384,439005.3468656716
Greenland,397735.46300335566,343360.19874592836,444283.31475409836,391046.4381166667
Grenada,338219.50963394344,373398.6611205433,400969.96356187295,436041.65189935063
Guatemala,376388.9499501661,362935.2019,426021.98656093486,412197.66233057855
Guinea,412535.07,370174.81564227643,439210.80381270905,350803.13468227425
Guinea-Bissau,409475.3640133779,343673.1065159129,429780.6277996716,376617.1655958549
Haiti,397959.3958147513,371452.57771573606,459330.3906462585,400997.9041127695
Honduras,428437.02488410595,347044.648257329,403826.5589057239,361616.53641447367
Hungary,352891.2031158238,404388.01467980293,383849.0879069767,425102.865681445
Iceland,330089.18915032677,387867.2520327869,393420.2388467875,421812.6525611746
India,399547.67894991924,437810.2443812709,347197.2339767055,369458.0558644068
Indonesia,442821.38119127514,422280.48047933885,366174.7261166666,392418.82385878486
Iran,416489.2325888325,413756.5447540984,357601.9894323873,344646.0399834711
Iraq,408275.6499837662,414224.4606953642,362919.5284323432,370139.3823794212
Ireland,386782.4031509121,361253.0976683087,441233.4824149108,431730.64181972784
Israel,447389.9269706841,418120.5424257426,386109.81583606557,367174.19245791243
Italy,405544.4015993538,337593.0737458746,436711.44172297296,394788.483029316
Jamaica,421816.56595081964,386562.48859271524,411151.6656928214,358087.8687080537
Japan,407383.2834717608,439313.9279310345,365556.93331658293,378143.00287581695
Jordan,412542.06110169494,443845.8823294509,361773.3320888158,395565.24142857146
Kazakhstan,375795.27018333337,422821.28063439066,337739.4999834437,400382.6308803987
Kenya,419345.010671141,353810.53703150916,433675.37341750844,378574.9455369127
Kiribati,437614.23820063693,387619.5280629139,433825.159314845,369786.25792763155
Kosovo,408215.3881697171,381538.4050906095,426974.5193464052,364485.97459999996
Kuwait,363925.00545605307,429942.5563245033,355580.15785,389097.820921273
Kyrgyzstan,375638.44640599,352851.84905335633,416502.79672104405,420371.0532252836
Laos,375668.0972240259,357928.1084615385,455270.2668627451,395655.5269205298
Latvia,447105.5494536424,378440.2928762542,388374.05431703205,340200.38804054057
Lebanon,370159.76051580696,403233.0649432739,360265.5826226735,411626.972458194
Lesotho,451210.1982089552,370148.0610743801,407968.3629917356,362372.2449916527
Liberia,437591.0567704918,414683.7058053691,397452.4087953795,336682.228538206
Libya,347569.8634380165,399390.1949256199,400160.4873479729,449860.9175041051
Liechtenstein,432364.3550660066,420171.66352253756,392834.9494967532,378173.1676268412
Lithuania,433818.22299663303,368830.10247172863,381473.9883527454,354173.6988870968
Luxembourg,429552.2857928803,419205.74653061223,389806.5765,350902.50639934535
Macedonia,422341.60013136285,452008.1392988314,360145.8665289256,377906.9035665529
Madagascar,423955.6810447761,421274.6399671593,356219.90769616025,357235.48120135366
Malawi,402619.778661157,440675.3395860927,332294.85219312605,401242.3432013201
Malaysia,345099.46570945944,369932.0073701843,415870.8503384095,420774.5059495798
Maldives,365444.96328407223,354917.77981757873,441878.68665562914,399775.4846153846
Mali,372802.35808510636,441669.33845,365966.24132013205,382952.6616360601
Malta,377743.6696954315,426866.59781942074,324989.3219349594,403372.0891013072
Marshall Islands,468611.45579034946,377613.0018927973,369745.32008183305,352387.5547029703
Mauritania,395603.006430921,416906.8214,346493.15828333335,381012.79338283825
Mauritius ,381229.2718286656,439621.20498366014,348079.13033980585,393368.6042666667
Mexico,428265.84537942667,369753.6174161074,411178.88570480933,364614.2947861842
Moldova ,357118.6417258883,423825.54674457427,379512.77040584414,405942.16379897785
Monaco,349235.70667218545,408411.2266126418,383159.78070723685,448705.6488196722
Mongolia,401899.72412162164,334741.4344166667,428122.8296672213,380206.60431438126
Montenegro,339194.18922948075,419574.2947317073,392016.8573578595,444771.5494281046
Morocco,360676.2898988196,366299.48180165293,439493.5393355482,417429.7558764608
Mozambique,364577.1024126456,418038.0984448161,378025.5077355372,445924.3616666667
Myanmar,440198.8161211129,379716.14330592105,440297.45503289474,361986.3144059406
Namibia,338669.9431743421,383938.3344810544,399060.653627451,426044.597090301
Nauru,400109.7839434276,449009.9384437086,343026.60798347107,391146.5413712375
Nepal,443463.1163366337,398613.5100658979,407092.503,335730.705383305
Netherlands,348513.9859075908,403734.15441666666,373686.1043856655,441546.3850246306
New Zealand,407146.1715841584,437416.2327378965,352872.2788723051,389861.403251634
Nicaragua,426189.92755932204,341642.2498379255,421540.8177589134,382127.1820637584
Niger,374662.10637288133,359694.28296849085,424846.67508169933,417030.8759143328
Nigeria,411442.06269736844,346009.77435810806,439295.38419463084,405134.1754697987
North Korea,352769.3183333333,409616.0917529215,380429.09562706266,413057.51466442953
Norway,337874.93115321256,381567.49476422765,392884.56608247425,430211.3746357616
Oman,357605.83782244555,378795.4558333333,401566.2754682274,424731.67026490066
Pakistan,345803.6237788779,368733.4065454546,406720.92653465347,449659.9964039409
Palau,416801.0309271523,426644.3493333333,348803.7672878536,387397.0876559865
Panama,435524.043536379,390266.9841763727,419771.0707142857,342457.68650662253
Papua New Guinea,385339.29011824325,423293.45608333335,346182.5038319328,396529.17333333334
Philippines,433900.3047203948,399234.1080541455,360533.9873376623,351172.24106598983
Poland,363133.4641680129,366998.21615646256,437792.9869932433,421914.8739833333
Portugal,396280.4447446458,343564.38888333336,438785.92933222034,402683.64718543045
Qatar,382511.1525493421,344425.8045757072,433469.70688851917,410081.0785357737
Republic of the Congo,431904.71955223876,406543.8563592233,381736.2950496689,329700.1576728499
Romania,411163.47765202704,368131.52142625605,420483.3818627451,363110.2102975206
Russia,431204.5813509061,396184.13934891485,400149.8844680851,331242.7083333333
Rwanda,411923.7477703827,357888.544983165,440445.85273905995,375436.5673519737
Saint Kitts and Nevis ,433018.9508576329,390996.9982601626,376119.6366993464,345144.03504950495
Saint Lucia,420075.32724306686,423108.5599338843,359064.45137353434,359790.7390878378
Saint Vincent and the Grenadines,384073.13588235294,456810.46175787726,335813.11427868856,394886.57438511326
Samoa ,352776.3055852843,428270.81093333336,376635.41437908495,434363.645442404
San Marino,422484.3195098039,391295.454179357,427187.5667986798,363349.0418242123
Sao Tome and Principe,373819.3277138158,336062.59236666665,404828.79,398852.2613821138
Saudi Arabia,389241.16071544716,347884.71523569024,450231.55280405405,379722.4848264463
Senegal,404140.28213930345,342639.2165448505,438767.1223941368,368813.77597315435
Serbia,439512.98771004943,371818.64903814264,393709.4825126475,349414.90948760335
Seychelles ,439539.7262828948,355612.01299173554,414509.57595637586,356560.5713213703
Sierra Leone,444074.18121869786,402700.9187833333,387442.8880232558,337123.42570234113
Singapore,396733.8341322314,430169.69721202005,355924.8774043261,351724.38571890147
Slovakia,438380.9781107492,407830.9761371237,383338.425008489,363387.5837541528
Slovenia,408194.6042358804,438967.51601317956,364614.80144012946,374552.15899317403
Solomon Islands,354016.2583163265,373065.04153716215,406690.94495049503,455229.14394693205
Somalia,434752.8880495868,358171.25843492587,413050.8569191919,376322.83585924713
South Africa,414614.6126554622,436780.5350498339,360803.62315525877,353649.32189852704
South Korea,357892.0494563427,406931.1620729685,407935.2610947712,448023.33320945944
South Sudan,416742.3888368336,426700.2214864865,337747.59003350086,385218.8677504105
Spain,388415.19887622155,449577.6865837479,337003.53929794516,413603.6147087379
Sri Lanka,430745.73186274513,410347.1965598651,368996.8814653784,366720.4947920133
Sudan,383670.51721122116,452917.5577871622,355925.8351311475,380185.3532387312
Swaziland,415655.36000000004,413302.49818627455,339331.31382450333,393144.5040527183
Sweden,353751.09008389263,412176.9497580645,346253.15127483447,411887.8872981878
Switzerland,337974.6339451115,411568.8467275747,394342.564625624,437830.633507341
Syria,452767.8025980392,402969.77036484244,405634.0319435216,342400.1665
Taiwan,408400.7248465267,452156.5430882353,352890.5644878049,384341.7149661017
Tajikistan,383660.03745928337,421095.3548202615,357452.8555354201,393059.098920742
Tanzania,367101.44799666107,440194.1398648649,363152.33602389076,395132.3765
Thailand,356730.31629084965,411627.1829610829,354344.830083612,421011.15071428573
The Bahamas,436924.17375415284,398137.67045918363,402466.6948859935,342375.68128289474
The Gambia,381365.0608892617,353458.2739737274,412501.71260797343,418245.6514115646
Togo,366041.4999168053,415539.52760942763,373102.1316503268,424987.3739767055
Tonga,370248.2521428571,357794.24048414023,439515.9153114754,412456.0789291598
Trinidad and Tobago,368413.4447854785,429683.52227642277,348177.464910859,409206.7710186757
Tunisia ,406027.175008489,418477.47722972976,373882.4831040269,354394.20099009905
Turkey,434272.9563517915,397263.31348039216,396411.13305921055,364048.70666666667
Turkmenistan,329743.88939443533,392872.1690635451,406693.5277441077,415357.560532646
Tuvalu,395606.59544217685,366682.50402960525,446820.9358253968,393115.74608130084
Uganda,365183.2966009852,386859.4102329451,388431.42886855244,453937.4086934673
Ukraine,368062.6270528109,436992.9331525424,349869.202037037,440906.8655081967
United Arab Emirates,433774.56583747925,412249.17617549666,371903.7882529118,359469.4539130435
United Kingdom,340232.2009165303,409453.6721182266,373274.9750080257,430381.29091362125
United States of America,418872.7034494196,395659.2082866557,400614.54875,340391.7424422442
Uzbekistan,371159.8091376451,364810.8079372937,424995.9169453925,443860.81056666665
Vanuatu,366559.6474183007,360888.05571900826,440104.41291525424,421981.6418896321
Vatican City,345034.47405315615,380101.25292845257,383214.4438971807,441936.20366834174
Vietnam,351111.93860971526,339885.094180602,436734.27276595746,402345.8970627063
Yemen,420631.5743305785,429763.56705980067,351611.55666666664,393307.98825
Zambia,352018.4685318108,352729.1265798046,422047.85456769983,407216.2163394343
Zimbabwe,402967.8271122112,341111.87632890366,445038.6829069768,397543.9546890756
