,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,206572869.63,222400993.42,236895812.32,271645577.46
Haiti,230863035.92,271588291.49,207470050.64,249238228.38
Honduras,213982152.08,244493701.91,223222548.29,263919684.64
Hungary,228800518.8,274820048.91,205031111.4,235187162.26
Iceland,221534845.24,255346045.47,224261203.0,247879321.32
India,238408581.53,207730069.17,263128233.52,233930562.05
Indonesia,260167899.58,214090468.09,258346903.27,226461997.89
Iran,241334059.37,211394465.23,267518548.89,254782827.18
Iraq,225182004.05,204251721.26,257922615.21,228397673.01
Ireland,235844893.77,267690815.49,212994697.74,255214028.76
Israel,249949639.91,211121936.3,253948923.07,217112230.67000002
Italy,220886603.01,260300462.91,218618611.26,236547357.18
Jamaica,202327379.15,245545968.33,239817525.53,270414151.73
Japan,268460137.19,234894604.05,246935428.93,205768069.77
Jordan,275347728.73,228758278.48,238136972.39,210615029.93
Kazakhstan,269042547.54,231071694.69,241130339.53,211955192.62
Kenya,206531478.54,227208567.47,246624120.93,250349069.23
Kiribati,219009740.56,241032563.12,229334902.73,257156046.16
Kosovo,204776017.74,251651226.34,224580342.13,254292585.65
Kuwait,252991164.34,213971122.78,259229036.96,215679656.98
Kyrgyzstan,249875360.56,259413207.25,209489724.56,219602513.02
Laos,231552763.92,255509611.95,208741928.1,239087677.47
Latvia,219630938.07,226353492.52,236256752.74,264539277.56
Lebanon,261064436.35,230296124.42,251130767.0,210574019.28
Lesotho,223535626.49,222139300.32,257171837.55,272979462.23
Liberia,206403881.26,230850507.97,242861683.53,259157096.27
Libya,271993009.34,244676067.08,241384559.81,202104337.93
Liechtenstein,209384111.34,228140740.65,261326549.88,252817287.23
Lithuania,239871603.14,200244024.57,262443972.06,234600584.37
Luxembourg,245540667.14,200760661.47,249300990.79,226724000.87
Macedonia,242867576.74,205375991.19,272817208.13,234529812.38
Madagascar,225575613.31,213999887.98,250440491.66,244489102.07
Malawi,248024845.54,219802606.69,268032216.46,243208393.9
Malaysia,228188040.97,261023252.91,215242521.82,239552071.75
Maldives,212649881.69,251815742.89,233851368.19,274532908.38
Mali,251536885.79,239923282.73,262438866.34,219391685.98
Malta,240753242.55,213072758.61,270568632.68,236885814.19
Marshall Islands,221163595.45,227072702.9,250449176.01,269233698.41
Mauritania,263456975.59,230730787.94,221240608.84,209015234.98
Mauritius ,249499605.91,252900528.5,226900682.65,218474494.62
Mexico,211387167.63,249927490.14000002,223210589.04,250930741.73
Moldova ,256350192.97,225297978.45,248192387.24,212447567.36
Monaco,266011611.5,231180990.25,227559315.81,214141148.34
Mongolia,204977604.64000002,228324182.67,220886122.8,249485823.68
Montenegro,258551367.29,264295536.5,228763471.42,227299626.44
Morocco,255817801.42,248755981.93,206246736.73,214827586.62
Mozambique,270897063.17,252901200.51,218485823.77,232589449.5
Myanmar,204554804.7,251380041.99,233480773.97,247145969.97
Namibia,261946294.37,252330538.88,235910229.1,204506972.96
Nauru,239507851.34,211837880.02,259516322.12,239480226.79
Nepal,226885960.39,237310480.24,245963530.67,264226478.5
Netherlands,232079451.6,267096921.86,215080106.94,233490755.94
New Zealand,252302649.61,213487857.12,251643704.0,227794042.09
Nicaragua,218430834.94,214309854.63,251026774.19,268561552.6
Niger,246406048.01,251219343.49,201543639.08,213309979.0
Nigeria,230153564.24,271759384.14,201383700.16,238495159.57
North Korea,261179703.9,227587118.24,256771570.56,210312798.75
Norway,221567601.92,244321736.23,207829682.24,235722949.5
Oman,224253156.71,261825788.86,206534826.06,237697487.94
Pakistan,223601527.79,268975382.57,230033657.48,256573371.93
Palau,268464027.46,243816923.15,249231365.79,200055572.13
Panama,230392568.81,200745559.31,268055160.45,253165204.66
Papua New Guinea,266063250.37,247583022.07999998,217925177.3,223731703.67
Philippines,228500679.75,213295461.25,264350376.63,250972797.32
Poland,234254417.6,265872233.69,212011965.41,235922284.93
Portugal,235058868.58,263766116.92,212354104.08,265789196.85
Qatar,224908377.05,252470684.41,222011413.02,267890649.89
Republic of the Congo,214141891.79,230584525.09,229778474.55,255336178.79
Romania,207512652.02,247512714.4,224887422.59,253173790.18
Russia,213555089.24,238449544.88,229395959.74,267845106.95
Rwanda,225848435.7,276102730.1,217548882.5,255912619.48
Saint Kitts and Nevis ,230992061.97,209320169.92,249584817.12,249703945.57
Saint Lucia,225777690.94,215381553.18,262772818.83,241858839.06
Saint Vincent and the Grenadines,241520213.8,219122415.12,267447876.83,248060962.49
Samoa ,269552090.57,243415477.86,240487593.68,201415291.04
San Marino,209203875.51,217933879.82,256411029.39000002,259273638.02
Sao Tome and Principe,197416763.28,237881979.83,229536305.06,268121059.59
Saudi Arabia,218683927.87,251379831.62,214671635.85999998,239417812.48
Senegal,210240930.28,220996237.48,239591736.07,261039886.09
Serbia,230883095.77,197893129.56,275799639.27,235370707.34
Seychelles ,218138030.56,216413013.18,244681028.07,263850604.28
Sierra Leone,204046265.25,241579141.2,239967616.39,259613376.64000002
Singapore,231248611.13,208394420.58,259834990.61,228263020.19
Slovakia,253156500.43,198635444.4,253087949.61,232067005.63
Slovenia,218257307.88,210406566.15,266161515.06,238649061.65
Solomon Islands,265143810.44,235540270.53,227822880.25,210511940.5
Somalia,223302099.87,247467544.5,217933373.18,263553624.56
South Africa,235646531.39,213306481.93,247894599.85,241720825.97
South Korea,279838576.77,239830670.67,228263765.02,210501117.76
South Sudan,240815583.3,217367648.97,254351972.28,240963920.6
Spain,244065760.91,206603483.51,276996449.35,246074199.96
Sri Lanka,254358859.4,210170497.35,263408003.27,228588685.82
Sudan,262933322.96,224845507.96,247263186.31,214645384.09
Swaziland,258055936.29,223938448.56,236148192.10999998,201628798.45
Sweden,246636768.84,223141657.69,256453559.25,218670978.88
Switzerland,255170499.45,218899486.87,236487501.99,213867643.14
Syria,199879036.66,240765176.93,257986869.68,257611859.47
Taiwan,277450207.73,237080762.42,235379602.87,215086687.06
Tajikistan,254123425.32,226946513.01,236577889.69,211926148.35999998
Tanzania,254686227.59,237136999.44,214580856.72,213771240.17
Thailand,255208661.85999998,219613422.61,255721477.78,210075216.63
The Bahamas,232521101.46,205663249.66,270663429.43,230161545.71
The Gambia,237364981.91,252880211.27,203328198.03,229441158.45
Togo,270328490.06,251440804.63,236012065.42,210339831.62
Tonga,250298586.36,262014311.15,216306083.56,214852674.04
Trinidad and Tobago,253099329.07,219614512.96,244298399.01,220520051.36
Tunisia ,218340902.89000002,221235610.5,268305053.32,252410403.87
Turkey,244047232.4,193900209.01,257486791.84,238045214.54
Turkmenistan,271235053.4,241587050.63,238409161.23,198823056.57
Tuvalu,234767832.29,267569795.78,201040077.98,235878623.74
Uganda,269441041.58,256262552.62,236549504.76,207959153.14000002
Ukraine,261266523.29,247992186.18,220996607.1,211318484.85
United Arab Emirates,241489806.81,210066436.21,266753614.74,218620036.66
United Kingdom,239933772.79,272121390.37,207657379.11,235054920.12
United States of America,198877371.02,238986857.06,241112905.18,267062116.1
Uzbekistan,264680632.33,253674672.91,209532039.8,225737140.52
Vanuatu,224611068.06,258652192.95,215713483.82,271652577.15
Vatican City,235902797.57999998,251120077.99,209646354.75,245302739.05
Vietnam,239339756.25,265958613.55,200889598.37,228490721.18
Yemen,273209810.01,217725676.84,255828121.39000002,220336075.37
Zambia,245440944.01,262623288.35,211448912.8,213556864.52
Zimbabwe,242221692.29,256495940.06,199892710.69,239376671.45
