,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,367729.6950238095,426446.09144893114,343588.8433333333,408273.35888631095
Fiji,396569.7064028777,441709.7793917275,333086.68773399014,388502.8563443396
Finland,358883.193459596,364436.42167848704,411469.2764439141,419798.125521327
France,398330.014117647,343667.0645566503,417710.81369515014,386207.45482185273
Gabon,416439.8551213592,383513.44646341464,401729.3605665025,326030.5468735083
Georgia,359458.1895641646,365825.54095465393,418270.65744131454,417141.2461342593
Germany,383629.1500238664,338453.5613300493,449151.6959338061,423144.63077830186
Ghana,427340.9259564164,393477.8208393285,423947.22675480763,341698.21658932714
Greece,404397.5529039813,349214.92014598544,440694.31170114945,360848.78657004837
Greenland,419088.2153206651,390726.94234299514,356780.0890398127,356262.1135799523
Grenada,441020.09342925664,381870.6914888337,411388.9266028708,343913.24737588654
Guatemala,440977.7583535109,408978.3843529412,350655.43994949496,369410.2049880096
Guinea,419571.47818604653,393041.0263809524,364418.7162440191,348041.1509367681
Guinea-Bissau,419074.40972431074,437501.296235012,364682.51956321835,378474.28958937194
Haiti,428262.79192682926,408593.0187350835,389012.02997560974,326880.1516546763
Honduras,416632.8121176471,403242.5288970588,376361.4146489104,360176.27121287124
Hungary,428279.49669082125,371571.2778217822,402269.29803782504,353319.18734491314
Iceland,432204.65004608297,388203.02950934577,401474.4186714976,352799.17709523806
India,364541.80250591016,412611.8144028103,358749.3846650124,442117.9276346604
Indonesia,346800.47654761904,392570.04050925927,402470.9355847255,450454.9601415094
Iran,385393.367529976,420525.94125000003,354067.5475362319,413310.48527058825
Iraq,352950.9224590164,426784.53934306564,363066.48258215963,429012.5072792363
Ireland,415831.96951923077,439936.0880095923,354226.9595550351,340727.872406542
Israel,345988.9876009501,387864.660806846,406339.2597841727,439244.4451312649
Italy,403309.645971223,430800.5069733656,355717.26584323036,388043.1135391924
Jamaica,410612.9056057007,436558.78956937796,358101.7373658536,366738.44198529416
Japan,347898.3055841121,371222.4005938242,427831.5749642005,412664.9662773722
Jordan,383661.9138647343,369741.14975903614,404593.19725247525,419403.4397831325
Kazakhstan,398271.30342298286,349877.7581173594,428568.97706310684,407471.3650843373
Kenya,392155.7383847981,463624.7876112412,334504.3230339806,386096.0923419204
Kiribati,352794.6730361446,441199.9687681159,358136.35188995214,412243.2006526807
Kosovo,422202.118973747,435133.87710280373,362268.8417056075,368810.6579146919
Kuwait,389617.16009367676,347213.2985371703,425566.1437264151,383661.9130073349
Kyrgyzstan,380705.0892788461,343589.8572684085,428507.40153664304,376129.57241784036
Laos,439821.413923445,378919.98718377086,428143.60266826925,359388.5636690648
Latvia,426832.7505238095,438957.2628605769,355702.2611246944,387557.27023809525
Lebanon,413635.1702415459,355444.379954023,436690.2651960784,393423.0996601942
Lesotho,368579.0572815534,419066.73193925235,372217.7196244132,441449.65589498804
Liberia,330146.3464896074,386055.8455503513,388917.92307142855,438919.2444852941
Libya,398424.4024878049,349353.96213114756,456721.87650234747,388021.9494188862
Liechtenstein,388143.2482733813,454572.30293269234,342967.3980906922,397042.2654477612
Lithuania,364153.2198795181,394967.0179665072,353975.56414634146,415295.56578454335
Luxembourg,359122.4028915662,404374.48441588785,403953.528056872,440306.3370071259
Macedonia,352156.2209219858,378028.8773159145,430381.5182598608,419754.0821678322
Madagascar,346882.76127906976,392502.6268421053,379931.48546728975,446936.9667061611
Malawi,345054.01565947244,417229.496884058,388182.1233962264,442740.5692924528
Malaysia,453529.24872596154,401802.7848591549,385569.7256157635,360993.8825592417
Maldives,420030.85072639224,431347.43660847883,370313.74995215307,357216.8503030303
Mali,336886.6316058394,377788.4604796163,407452.06781990523,442820.39759615384
Malta,378790.3406367925,328382.74900990096,444396.83325183374,398644.23085106385
Marshall Islands,341792.48638297874,414867.5970725995,379606.3891509434,437184.5495443645
Mauritania,380575.71956834535,352448.5691525424,415920.16246943764,422656.39848341234
Mauritius ,399920.8078384798,360565.57563679246,452783.4569533169,400197.4333806146
Mexico,425580.1911576354,416352.33,394109.0659624413,343513.4927380952
Moldova ,354610.23642512073,366755.04987922707,408010.4969193154,425524.9025735294
Monaco,396092.5489830508,347376.36172985786,453785.2380048077,423429.3185167464
Mongolia,391887.02920289856,448116.515415677,323384.85283018864,386466.21257281554
Montenegro,383209.9660839161,346693.4928710462,450452.0950348028,371073.13348780485
Morocco,404939.2473012048,334123.28388489207,429597.50793911004,375284.8713365155
Mozambique,417111.22109557106,372394.17488207546,429452.7008767773,363918.81970660144
Myanmar,393942.1146039604,439936.91646370024,361246.2698329356,425774.31892018777
Namibia,442105.3985985748,366484.7209601873,386018.61012106534,350557.9196018735
Nauru,370878.54109813087,403402.8191685912,360240.0631325301,438957.03349999996
Nepal,356137.4111737089,418459.41306569346,337377.56087058823,396635.49944038934
Netherlands,416059.8700473934,365078.6778125,417096.0151682692,361323.0523459716
New Zealand,338310.21392857144,393792.08188405796,397377.1439356436,436926.9995410628
Nicaragua,389720.7893632075,432469.8284309134,322019.8855344418,403607.4908536585
Niger,454076.46234883723,386172.80987864075,411115.2988111888,356538.607695962
Nigeria,450808.2905596107,400071.0293095238,410484.2142380952,358548.939026764
North Korea,423269.97286407766,354613.74266978924,441934.9030394432,376656.01663507114
Norway,460746.3744941176,382948.2307673861,391462.0790973872,344975.4548325359
Oman,433217.26162679424,383760.7947087378,413989.89555023925,346965.2144927537
Pakistan,448388.8178780488,398103.47917073173,402144.7320487804,336557.4472463768
Palau,370426.7102200489,368170.46547785547,419609.88961813843,424648.45124700235
Panama,358093.69807058823,395030.7086956522,372366.4780048662,425376.59218978096
Papua New Guinea,394348.27424460434,328085.43999999994,435144.8837588653,392896.22565217386
Philippines,383308.23607565014,447797.7528571429,353142.47992788465,400876.21019184653
Poland,423784.51303614455,438024.8448668281,376145.04585714283,355761.58356097556
Portugal,417222.3446153846,441494.491763285,345104.9970657277,378145.1526886793
Qatar,438010.12572815537,439389.9972274882,350534.4593111639,370857.59060679615
Republic of the Congo,341964.54710784316,397813.1594883721,399652.58162679424,445564.1014180929
Romania,417236.4596618358,400617.3778605769,375336.99227817747,358426.54700712586
Russia,438091.3026024097,435150.63447688567,354069.6949640288,379444.08040767384
Rwanda,432328.4182296651,389018.77808411216,388247.2854524362,334231.57505966583
Saint Kitts and Nevis ,332102.1753953488,387367.63316953316,385647.4984987893,433778.64757647057
Saint Lucia,374668.04268585134,373427.2459183673,414109.9141920375,449020.1736492891
Saint Vincent and the Grenadines,356638.6595294118,391699.32016317017,400104.88340579707,433354.82334951457
Samoa ,442326.3250731707,389040.49215456675,431015.73324390245,383179.6089903846
San Marino,381410.60672456573,430838.635786925,349460.0721002387,408223.0985849057
Sao Tome and Principe,406552.09196721314,415721.8921809745,347183.42316176475,381893.83936170215
Saudi Arabia,382117.295202864,427203.4389976134,329828.8724637681,369668.6121113689
Senegal,401303.62903846154,462589.8290465117,345798.04736966826,411084.399879518
Serbia,352273.05895734596,416746.9406188119,366398.72207317076,406902.5809501188
Seychelles ,358216.5966829269,415052.6702369668,358862.2713990826,421131.83121212124
Sierra Leone,340713.260647482,389312.8300239808,381214.02319047623,452359.14399026765
Singapore,351917.58419277106,419034.9518372093,380930.46082125604,418261.31875
Slovakia,363253.1535323383,386457.9330046949,386768.4048522168,432681.1559277109
Slovenia,358336.84327868855,378083.76047381543,444521.18203349283,430649.3874457831
Solomon Islands,410615.54220140516,384152.7726941747,387354.2875061125,338449.2125233645
Somalia,394948.76121428574,439904.63383495144,344761.3775728155,413388.99064439145
South Africa,366766.0542105263,404800.40203883493,382400.70301662706,402638.16476851853
South Korea,417604.46337962965,364406.2561627907,421548.5204439252,367068.14884160756
South Sudan,353193.2135933806,427412.65776190476,393702.3470405728,449416.5026777251
Spain,369499.1552680652,368842.4619672131,421647.950971564,417342.92000000004
Sri Lanka,347230.298,379871.01999999996,378424.01139364304,448067.43637002347
Sudan,330297.4922087378,382866.49906921247,386942.58460620523,408300.9775539568
Swaziland,364177.7926405868,360761.3773659673,404192.57345882355,429200.02156542055
Sweden,347802.4329594272,370013.08849411766,398094.78400000004,416085.09807339445
Switzerland,378551.5021204819,358309.77300469484,431719.2879904306,413408.61142857146
Syria,387018.25461538456,452908.7249289099,365122.9847294117,378506.3481642512
Taiwan,352681.04837209306,365037.6498604651,407380.6494258373,407565.09903301887
Tajikistan,405591.0109466019,351817.71835680754,460575.13562647754,398471.0783254717
Tanzania,372856.72581508517,337596.45354523225,431806.4547030879,388377.8364851485
Thailand,423583.86794685986,350568.9134515367,440876.2565330189,372683.64129411767
The Bahamas,347430.0285245902,410560.6776009501,371345.43362745096,408299.7396948356
The Gambia,453134.4244019139,372584.7121040189,383359.51703271025,358004.9583138173
Togo,416750.2102179177,370116.0786308068,429518.81912621355,367102.561745283
Tonga,416838.90335766424,350057.183060241,432153.60997641506,376261.74163895485
Trinidad and Tobago,341537.53957244655,367164.0127358491,390365.7324711316,427967.9920192308
Tunisia ,382371.3049629629,427344.39847826085,348958.460754717,392494.88060532685
Turkey,356520.91694915254,399676.91075294116,377166.96672289155,418529.49199519225
Turkmenistan,400527.8742822385,343827.5004176904,435526.3399271845,377946.3016666667
Tuvalu,447147.0239066339,358291.32794258377,392911.7861737089,352132.5609069213
Uganda,440480.6537922705,395232.7881947743,389219.979468599,350833.6357673267
Ukraine,390099.5586352357,320683.39964370546,438789.23241050116,391370.7491428571
United Arab Emirates,338413.9313043478,410083.14187951805,402481.64990338165,439686.2361764705
United Kingdom,430551.6384562212,381673.74848920864,422446.1743478261,358252.4453284672
United States of America,402734.38521091815,435424.1572488038,345658.9021962616,383973.91897560976
Uzbekistan,402153.12895238097,344972.91148235294,432935.6669647059,378622.4761501211
Vanuatu,428931.45987922704,407988.20975786925,386458.2711188811,342436.08545454545
Vatican City,436537.30217073177,366974.50842105265,388314.80778301886,343682.7899522673
Vietnam,416508.9949758454,382009.52499999997,417257.05791962176,349623.84394736844
Yemen,356529.0123129252,362143.91864077665,410326.1670783848,435245.66870731703
Zambia,411946.44976905314,357778.3983980583,422623.7103764706,376882.24995203834
Zimbabwe,444304.48527186766,374534.2885238095,425717.1771223022,354186.7660798122
