,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,229150342.58,218350688.0,261046040.9,259416421.37
Haiti,218960254.74,249568550.69,225921938.34,252797504.9
Honduras,216970735.67,230085574.52,221030373.48,277445946.25
Hungary,217330316.62,257240835.75,205108936.63,245831151.58
Iceland,216367469.47,252034887.82,232801931.94,258431805.25
India,257531175.87,220676635.91,263066794.44,215482539.78
Indonesia,271827298.46,218048620.58,225465120.09,197892208.97
Iran,238180258.5,207316836.05,259005228.15,244566445.92
Iraq,251650959.98,214204602.42,263468939.04,229348790.97
Ireland,230350483.05,252013749.60999998,201721166.58,251247823.18
Israel,253749703.3,232563787.83,249413769.75,199385133.37
Italy,208100586.03,260310282.05,220285607.4,246424367.83
Jamaica,213510589.12,237482541.88,263582116.75,257768620.09
Japan,264054197.74,247798863.03,227282249.14,202644200.64
Jordan,247729996.07,221614876.29,245081889.25,213800987.9
Kazakhstan,276760318.4,235469000.5,233726361.2,206181789.48
Kenya,234681638.63,214453985.28,262732673.67,229880002.77
Kiribati,212623728.73,212486128.55,243224172.2,249093507.73
Kosovo,207098889.88,229807599.55,255674611.91,274500684.4
Kuwait,264744434.52,216438404.26,248081297.24,212957392.41
Kyrgyzstan,235158036.96,260450404.05,214320079.67,233457854.75
Laos,219721888.96,253001572.24,244379989.08,265417357.17
Latvia,232248178.23,215239089.27,244957524.28,262798995.38
Lebanon,269412436.3,234804943.1,225604806.78,207793061.98
Lesotho,222613268.56,219634309.94,242984134.78,252413000.89
Liberia,220014982.37,213325681.96,266133257.22,233310180.94
Libya,238078418.47,256356147.23,220796403.33,223007451.3
Liechtenstein,235314411.73,210976550.86,266194378.51,230699823.18
Lithuania,246226164.5,220207860.52,253176979.07,227004988.47
Luxembourg,251508374.03,221246148.38,259080882.96,221904502.31
Macedonia,240720283.94,207625236.07,248945301.16,217568566.16
Madagascar,262909756.55,207074595.35,266635278.55,240782700.75
Malawi,248940413.3,215681743.19,248472708.42,209323472.92
Malaysia,211664772.53,227638140.95,234782193.62,257200026.88
Maldives,204342694.42,219009622.5,240234781.77,251936298.49
Mali,256233298.25,235471902.42,237382437.72,207287330.31
Malta,255909927.21,224818745.43,238285218.08,212652681.23
Marshall Islands,223434807.23,214792624.18,257690458.07,238493813.92
Mauritania,279281718.6,237853493.17,220351651.21,216887488.1
Mauritius ,245886002.13,274401897.06,207035673.65,228830020.29
Mexico,197348328.98,247736729.08,237695966.46,274493287.16
Moldova ,261704045.48,255385547.87,237583205.18,216795890.08
Monaco,260690927.0,256672942.46,213993071.36,222538873.84
Mongolia,211962119.19,243624803.35999998,228924800.05,267418535.99
Montenegro,233437941.33,250835887.04,202501418.46,236919684.22
Morocco,228031248.54,269971518.09,209546513.7,233245751.7
Mozambique,253626087.26,234152589.66,211436524.14000002,216231090.19
Myanmar,202850982.9,227043025.5,261543182.48,265997407.53
Namibia,255282531.5,260368320.73,219470733.96,211487948.86
Nauru,258076033.82999998,204800031.10999998,254099042.35,223670646.6
Nepal,214908231.76,212282642.27,253503547.07,242904172.23
Netherlands,219231072.12,261788947.72,219288387.44,242929288.38
New Zealand,258916789.16,231789561.46,239941028.54,208240425.93
Nicaragua,238340790.23,216534023.87,267092947.63,235311229.32
Niger,229526662.49,268517475.49,206004397.49,248470841.36
Nigeria,216693195.5,243978701.59,223901220.31,243631006.39
North Korea,255709770.04,239112268.66,237072779.48,207312641.31
Norway,230851327.31,271538870.74,202401968.6,256408383.97
Oman,229326523.13,261848452.62,220181960.57,258654651.24
Pakistan,201733923.03,236110779.16,235896332.39,255548685.16
Palau,256170596.76,240307313.27,230338842.38,203699907.95
Panama,238807347.13,224024878.46,259487144.93,227657020.8
Papua New Guinea,271434919.14,240023725.52,233407752.66,221283987.79
Philippines,246894403.32,191372916.5,264617294.11,239760189.04
Poland,220668523.45,268831801.67,206825815.04,240580058.28
Portugal,212086329.18,237280553.3,208394907.91,259733629.78
Qatar,217371233.41,238377173.48,216258899.02,265494170.32
Republic of the Congo,238230724.57,216884352.53,261976122.64000002,244747505.52
Romania,198161624.18,248300757.34,239949170.99,262078814.93
Russia,220086099.89000002,223933032.42,256103204.26,250828361.76
Rwanda,212877404.72,239060085.79,229233824.17,262735311.69
Saint Kitts and Nevis ,242027593.91,202125476.97,263823352.41,251359465.47
Saint Lucia,237947521.36,205868169.9,264643054.66,227300993.1
Saint Vincent and the Grenadines,256064639.69,227474602.55,255493755.07,214820393.49
Samoa ,255330082.89,245385045.96,230073264.96,215254269.33
San Marino,234431442.66,210105389.81,257919699.66,232164817.1
Sao Tome and Principe,225418187.45,221952392.58,252223163.73,256491543.76
Saudi Arabia,214848644.11,249652989.34,231306191.72,261930160.77
Senegal,226454443.24,213216416.56,279229440.7,255162877.63
Serbia,244889401.91,219720976.55,266758735.03,226115882.31
Seychelles ,222296504.76,225995652.39,242241276.29,273219455.95
Sierra Leone,221280274.42,216739821.09,256575155.47,248782481.5
Singapore,246528780.89000002,217282496.57,261252851.29,222701115.57
Slovakia,247706050.41,217276997.88,266789898.38,234388749.52
Slovenia,240321038.19,223352419.55,257193606.39,223168427.85999998
Solomon Islands,247316745.18,255839680.96,220331338.95,224009851.25
Somalia,205539751.4,226931868.35,248026254.86,273403696.97
South Africa,227203044.81,203425350.21,265118215.0,226026557.91
South Korea,245961052.69,246487549.98,217284245.62,230410456.95
South Sudan,262281279.4,213420929.03,252605633.19,211365624.6
Spain,259040367.0,213295284.32999998,226202472.42,214401696.5
Sri Lanka,275393422.75,240883292.98,241351605.02,203930785.39
Sudan,257813361.58,231412490.07,241614084.03,194482506.06
Swaziland,270258190.02,248322180.08,221055805.07,218393265.81
Sweden,263780644.58,248204481.37,235000005.39,206819651.82
Switzerland,254779900.31,266575389.23,223882775.18,220665245.55
Syria,207052831.7,211223224.03,247360861.82,240140686.48
Taiwan,247014809.37,245455227.04,236165938.76,213319888.59
Tajikistan,263153442.08,231009023.76,240214596.33,218005792.12
Tanzania,264947859.21,252963606.38,228257110.72,215217430.66
Thailand,254801958.97,243679909.64000002,242375891.74,215056677.01
The Bahamas,241717485.86,219028761.89000002,248508274.10999998,228433360.06
The Gambia,234691859.49,263118036.24,204004802.03,236805264.32
Togo,265188978.72,235159650.03,220238296.48,207470478.10999998
Tonga,242914716.48,268293938.07,218274633.1,248229424.91
Trinidad and Tobago,281934224.35,231204897.60999998,235496305.65,212545531.78
Tunisia ,224741289.55,203259934.69,258944784.22,246399371.34
Turkey,254453018.21,218747143.45,260957507.68,227987865.46
Turkmenistan,241000226.3,265209056.77,213850397.52,219801131.22
Tuvalu,213113617.21,244508160.94,220761142.98,251354278.37
Uganda,245018563.16,263420865.66,209904376.65,221655672.8
Ukraine,237952474.43,251530481.55,200004253.6,237507055.63
United Arab Emirates,266816305.78,240541704.9,249057095.45,205365750.78
United Kingdom,218098308.48,257384323.87,212490706.56,237473330.5
United States of America,208290798.7,222657109.28,250199580.28,249680607.94
Uzbekistan,234352118.25,258139201.64,202767507.43,232574278.85999998
Vanuatu,218240946.36,223500365.87,233107229.22,265766990.53
Vatican City,241343606.83,268306007.14,199653005.54,238555080.92
Vietnam,214633871.34,271011162.04,229690949.19,253651116.82
Yemen,246617554.8,212074487.09,234983452.77,220167390.82
Zambia,232246590.76,268317022.93,223024740.28,237925960.26
Zimbabwe,212835352.46,242522068.96,217001997.58,261842417.0
