,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,358652.6290049751,418986.48149750417,350349.7517184943,407933.1851575456
Fiji,428765.55055000004,413724.98966666666,388043.6920067454,362420.62116472545
Finland,359573.3314705883,409186.1447126437,371113.6933889816,433644.4921368948
France,369238.90087314666,383798.4097654941,388652.5179338843,429735.58748333337
Gabon,378129.3038,342832.8176151316,448033.322875817,386091.79622704507
Georgia,352277.56362876255,372230.255,416163.1169166667,420861.8505704698
Germany,374755.7575250836,371469.90716887417,433692.9582701812,424103.79737896495
Ghana,451397.9725822368,376037.0809199319,414038.24373737373,355552.18731466227
Greece,361303.5646434494,376900.8268844221,433507.64669983415,436352.95983249584
Greenland,441187.2698679868,396195.81174418604,411600.01727422007,329978.89337209304
Grenada,384965.0619392917,338311.6775082508,444757.3013170732,394971.43846153846
Guatemala,436102.9992647059,364436.81687394954,426418.0326022913,376858.57392384106
Guinea,421269.0512162162,341797.45367720467,408364.3237683524,373952.8625795645
Guinea-Bissau,435332.85395765473,381693.09491721855,398054.4117355372,360471.4643114754
Haiti,442090.25043117744,390684.9002746365,408115.20276948594,337671.86205546494
Honduras,423439.057703827,380029.4408644068,391314.49702936097,357316.4201497504
Hungary,375986.21949066216,346485.23411764705,410263.5210032895,398442.0559508197
Iceland,390420.2070389171,354517.39885,459583.74861563515,370688.025227656
India,402695.2351178451,440721.0875873544,343427.37968698516,393525.6360784314
Indonesia,380357.71536303626,452662.8349411765,353169.3246511628,392781.7490468228
Iran,421969.8230050934,398385.93757071544,339850.93494077836,369264.9890508474
Iraq,396802.19683333335,440145.8091542289,350570.14912621357,363724.476589404
Ireland,441837.3956632653,364009.58854452055,428190.43510033446,358329.39813953487
Israel,398578.2224410774,445407.0969055375,343912.50313458266,413066.9662086093
Italy,472241.7925,396634.84897560976,390311.5160955519,347244.2844370861
Jamaica,435981.8511844332,377459.4087853577,392605.83623164764,346488.9527906977
Japan,337245.0910673235,424580.10853492335,379657.93439935066,426811.3953955696
Jordan,356477.5116981132,404247.8807389163,378242.422745098,420527.7985270049
Kazakhstan,358937.65,373638.3665950413,383215.45305882354,441289.0448178808
Kenya,443189.7224833334,405075.411954023,389525.43733898306,344763.81177554437
Kiribati,419136.6851570248,450698.81628664496,362599.56672158156,375569.10966942145
Kosovo,412345.2150081566,414444.3341147541,371137.1038372093,340062.47798333335
Kuwait,336107.59899497486,390759.0234060403,387231.4651013514,407420.26141430944
Kyrgyzstan,381913.3601170569,370405.66505843075,422418.33715017064,385294.4164144737
Laos,374342.04490066227,338912.65039473685,431285.97520134225,402597.1510378913
Latvia,441919.36991596635,406667.8253433836,375898.9156354515,360948.3448192771
Lebanon,371050.50337726524,357776.6321818182,410186.6121702838,434642.2755702479
Lesotho,419301.2498163606,446159.8547504026,359882.24477685953,388346.20584999997
Liberia,380470.5024630542,425398.3158666667,341009.62467768596,393342.42520729685
Libya,406756.6959005146,354699.5838063439,437333.9569949917,403076.48543889844
Liechtenstein,421386.5219491525,411630.27941569284,386735.839548495,335637.4097847682
Lithuania,406413.72931780363,424532.76192629815,344861.95195758564,387084.6833222591
Luxembourg,388723.08164685906,443277.37257903494,354849.17881107493,396908.8758428805
Macedonia,362492.86603559874,429717.9487037037,372630.4043657331,421545.65091062395
Madagascar,361243.9350748752,425378.65788135596,362600.7482295082,411726.66786885244
Malawi,352557.38921440265,404582.52269360266,373014.51239530987,465114.62640599004
Malaysia,434457.60619205295,346419.75842546066,436072.2387933884,391906.82835897437
Maldives,422445.82982113824,382609.9125931928,405836.91382838285,342582.6192218543
Mali,371623.53518211923,446579.8582160393,340767.07407345576,427827.83275919734
Malta,346774.6223927392,376080.6195190713,379219.3092140468,428177.66414965986
Marshall Islands,399392.87839403976,433512.17565723794,332819.22144053597,391868.1265289256
Mauritania,348610.7558265139,407082.39784219,355241.841959799,430036.7666943522
Mauritius ,337530.65685154975,389366.43921182264,397886.7059180328,438394.39696428564
Mexico,428838.7722734761,386870.88080672274,360644.831182266,342845.34140961856
Moldova ,362962.110330033,363608.3859766277,415093.32323383086,415626.7194876033
Monaco,360163.59458333335,372735.3200504202,407660.17537437606,453736.39243862516
Mongolia,442235.8130377668,389049.14364548493,385558.6834338358,345554.00283082074
Montenegro,340003.9896885246,371516.2157048093,419146.89289256197,419994.7911055276
Morocco,401451.6552861953,347797.123639399,413047.7888707038,413370.4594940978
Mozambique,369604.92321311473,360795.44206666667,419599.88,422709.9602847571
Myanmar,433122.58531516185,428547.8968656716,355560.23126666667,358991.6202657807
Namibia,405434.6682124789,338190.98768976895,449557.5167409948,381364.54819218244
Nauru,404467.77063356165,445020.941712,331346.3340856672,416454.35061157023
Nepal,386266.8605081967,469494.3335808581,338551.39335526316,385940.05113144754
Netherlands,377073.4853618421,348943.6353846154,431805.1111148649,402202.9574876033
New Zealand,379504.3891887417,458409.7659574468,364422.6468506494,404441.8663398693
Nicaragua,451728.5011947627,415239.31397708674,385672.64988274704,367231.8594599018
Niger,415174.35966996703,374455.75732773106,412865.48803986714,360664.89547738695
Nigeria,423321.7531825796,354030.27649586776,417254.7940666667,390558.2312583893
North Korea,374892.60608766234,369299.0593166667,431110.4389105691,422935.15219869703
Norway,396207.26361111115,344134.17198664445,434109.8661912752,379482.91735818476
Oman,364283.31689303904,355166.65383495146,437587.9439057239,386226.3868490879
Pakistan,407147.4040301003,346989.91654882155,448127.78726968175,380775.8415614618
Palau,347847.32410891086,394759.7745145631,368835.4646013289,424854.871285956
Panama,407223.2168308703,435417.0257355372,363729.612553542,384427.13802589
Papua New Guinea,335515.8298487395,380763.7002163062,375924.6386956522,448446.2234991708
Philippines,405097.7616031746,419987.10742096504,334327.16338954464,381490.69688925083
Poland,426918.47116861434,373904.7728455285,437069.70166666666,352305.0831085526
Portugal,457046.28458881576,375707.9204347826,385273.22231270355,334179.5942809917
Qatar,445401.0739232053,353342.2186941581,402311.62927419355,353146.2864941569
Republic of the Congo,370881.6643017657,430847.19159322034,349470.0988264463,394295.93695934955
Romania,427712.6166610455,410361.02575,372975.45434494194,352865.5892763158
Russia,437361.9356228956,384573.08133555925,395782.7683445946,357877.52977891156
Rwanda,408034.1033495146,370500.2127168576,415412.2367391304,374261.4174506579
Saint Kitts and Nevis ,375125.57338308456,445556.1741919192,345087.3096217105,388288.43915032677
Saint Lucia,360531.8371043771,425553.1285831961,363917.70236797276,429898.58969645866
Saint Vincent and the Grenadines,345728.2282601351,396032.71845771145,400070.22315161844,445651.2581649831
Samoa ,365508.4713432836,377293.383327674,427676.5612182741,422931.8693719008
San Marino,446248.59534923336,411630.8117470882,389425.15630971995,346518.1341571195
Sao Tome and Principe,435543.135927835,369365.24144246354,405693.6384254606,342821.206320132
Saudi Arabia,430841.0454145516,413238.06730831973,402600.75680272107,334587.35049235995
Senegal,421406.99962585035,407764.5012268907,379825.6147697368,342028.4666777963
Serbia,409294.72745484405,431973.46686143574,349475.3786644407,374925.95071310113
Seychelles ,420414.10861252114,446088.2412582781,358088.2708361204,380008.1949575552
Sierra Leone,378005.3264392679,438342.7407855974,340233.3600332779,392999.4762397373
Singapore,411190.6420355412,427462.6853872054,352037.4204537815,371706.14265651436
Slovakia,379688.30909699,420569.9618864774,337503.047428088,399434.58204918035
Slovenia,357359.18375626043,440302.7942409241,383935.2845379538,427933.6134318555
Solomon Islands,405674.39623762376,352040.5998211382,453140.62531772576,404353.9394789916
Somalia,426761.63184514,395662.36888698634,359739.6659539474,355114.3830769231
South Africa,353069.5169763514,419769.84414839797,357169.27596405224,420333.43126229505
South Korea,396304.00008620694,357958.74902439024,439137.1423283082,388477.605777027
South Sudan,373974.48975450086,432593.3120627062,351009.7617462932,420390.30599664996
Spain,353927.8883,384342.7889983022,402255.5630808081,428621.23671666667
Sri Lanka,389080.37203333335,447874.80119047617,352446.42705192626,423980.07484899333
Sudan,375186.8464080944,451743.7924915254,357707.1840201005,414872.25479131885
Swaziland,353691.09187500004,398555.6671875,372234.71285947715,430101.4025083057
Sweden,359270.8700167504,367745.6241967213,403431.07675041875,424294.5087128713
Switzerland,354684.0515920398,393320.6984933775,387967.50720338983,440916.9309593496
Syria,402580.23368159204,447694.44522240525,337005.30290268455,373062.79278333334
Taiwan,340855.62646579806,414745.028214876,382731.5663006757,427007.00332214765
Tajikistan,349487.68244482175,387036.52020547946,382819.91546979867,419582.38022260275
Tanzania,337305.54165,379874.74771241826,399417.0488032787,426194.33947899163
Thailand,368919.33760195755,369326.7249069374,407584.1108291032,423663.1184129693
The Bahamas,387079.3888322368,447257.166875,361570.7762837838,385650.98291118426
The Gambia,419377.21009950247,353347.8807679466,428176.2399669422,370189.5859252971
Togo,368207.4998211382,368891.486446281,440685.64487309643,433349.28284033615
Tonga,403164.9523,359405.2436439268,429012.9579322034,371732.67596666666
Trinidad and Tobago,377455.29551324504,383818.54890879476,360390.7617355372,438470.2632550336
Tunisia ,441164.96906976745,408004.588294702,358867.42243697477,359806.5718719212
Turkey,406245.5590588235,435484.0558649094,344699.30774086376,373404.8488888889
Turkmenistan,381234.75533783785,351479.254438861,472962.7178747941,399951.2293864013
Tuvalu,395410.9537561779,348473.2081678082,419071.46059021924,412318.2343666667
Uganda,400075.9144539249,342243.6855646481,429634.2140303541,397444.4378246206
Ukraine,346397.110212766,387328.2715833333,438539.66531666665,452799.39640809444
United Arab Emirates,388493.9635284281,448971.8874666667,360714.1519524618,416728.67536065576
United Kingdom,368748.249279732,341315.1063546798,436536.36451505014,387129.9844444444
United States of America,424927.13607907743,366732.1224623116,396413.17615511554,355816.6397693575
Uzbekistan,399623.6576821192,354708.4355421687,412669.1347078464,408804.02401666663
Vanuatu,415114.0731691297,365046.3591598023,443277.8339403973,369699.4765409836
Vatican City,392116.4150161812,319468.30595394736,436478.80099159665,392048.8660661157
Vietnam,383838.7122727273,347280.1612711864,444549.9621297837,393871.7887933884
Yemen,356141.4473920266,408274.79780936457,363830.26700000005,430515.97658415843
Zambia,408137.0777166667,370279.86064144736,425756.4286993243,372961.8858010118
Zimbabwe,400220.7141551724,354191.88996694214,436666.9647875817,391647.9275207987
