,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,267294372.33,230542629.33,240822919.1,219887593.23
Haiti,266580421.01,241833953.27,246093467.27,206992851.44
Honduras,254486873.68,224217370.11,226571093.78,214747168.51
Hungary,221455883.28,206158714.3,249440220.77,243049654.13
Iceland,230738342.36,212710439.31,282184421.65,219817998.96
India,239200969.66,264873373.64000002,208460419.47,240837689.28
Indonesia,230496775.51,269334386.79,212607933.44,234883485.93
Iran,248540225.75,239429948.48,200851902.55,217866343.54
Iraq,238081318.1,265407922.92000002,216652352.16,219689583.86
Ireland,259800388.65,212581599.71,256057880.19,215714297.68
Israel,236755464.13,273479957.5,201876639.34,249492447.59
Italy,289011977.01,243930432.12,236919090.27,209735547.8
Jamaica,257665274.05,226853104.68,240667377.61,208586349.58
Japan,205382260.46,249228523.71,233869287.59,269744801.89
Jordan,207826389.32,246186959.37,231484362.72,256942484.9
Kazakhstan,217157278.25,226051211.79,228013194.57,266538583.07
Kenya,265913833.49,246690925.88,229820008.03,205823995.63
Kiribati,253577694.52,276729073.2,220097937.0,227219311.35
Kosovo,252767616.8,252811043.81,223424536.51,204037486.79
Kuwait,200656236.6,232892377.95,229241027.34,244859577.10999998
Kyrgyzstan,228384189.35,221872993.37,247537145.57,234259005.18
Laos,226102595.12,206058891.44,257046441.22,244376470.68
Latvia,262942025.1,242780691.73,224787551.55,209710988.34
Lebanon,225227655.55,216454862.47,245701780.69,262958576.72
Lesotho,251161448.64,277065269.8,217728758.09,233007723.51
Liberia,231706536.0,255238989.52,206310822.93,237185482.4
Libya,237139153.71,212465050.7,261963040.24,234187438.04
Liechtenstein,248618047.95,246566537.37,231268032.05,202724995.51
Lithuania,244254651.32,253446058.87,211400376.55,233024979.35999998
Luxembourg,228957895.09,266409700.92,217877395.79,242511323.14
Macedonia,224020591.21,255252461.53,226186655.45,249976570.99
Madagascar,217107604.98,250973408.15,221186456.42,251153267.4
Malawi,215412564.81,240322018.48,222689663.9,279533890.47
Malaysia,262412394.14,206812595.78,263823704.47,229265494.59
Maldives,259804185.34,236070316.07,245937169.78,206919902.01
Mali,224460615.25,272860293.37,204119477.37,255841043.99
Malta,210145421.17,226776613.57,226773146.91,251768466.52
Marshall Islands,241233298.55,260540817.57,198693075.2,237080216.55
Mauritania,213001171.81,252798169.06,212079379.65,258882133.55
Mauritius ,206906292.65,237124161.48,242710890.61,270050948.53
Mexico,260305134.77,230188174.08,219632702.19,206735740.87
Moldova ,219955038.86,217801423.2,250301273.91,251454165.29
Monaco,216098156.75,221777515.43,245003765.4,277232935.78
Mongolia,269321610.14,232651387.9,230178534.01,206295739.69
Montenegro,207402433.71,224024278.07,253583870.2,250736890.29
Morocco,238462283.24,208330477.06,252372199.0,245128682.48
Mozambique,225459003.16,216477265.24,253438327.52,252357846.29
Myanmar,254242957.58,258414381.81,213336138.76,216112955.4
Namibia,240422758.25,204943738.54,262092032.26,234157832.59
Nauru,236209178.05,278138088.57,201127224.79,251954882.12
Nepal,235622784.91,284513566.15,205839247.16,231949970.73
Netherlands,229260679.1,208668293.96,255628625.78,243332789.28
New Zealand,229220651.07,280088367.0,224484350.46,247518422.2
Nicaragua,276006114.23,253711220.84,230246571.98,224378666.13
Niger,251595661.96,222801175.60999998,248545023.8,215316942.6
Nigeria,252723086.65,214188317.28,250352876.44,232772705.83
North Korea,230933845.35,221579435.59,265132919.93,259682183.45
Norway,242478845.33,206136369.02,258729480.25,234140960.01
Oman,214562873.65,219492992.07,259927238.68,232894511.27
Pakistan,243474147.60999998,206112010.43,267532289.0,229227056.62
Palau,210795478.41,243961540.65,222038949.69,251089228.93
Panama,247998939.05,263427300.57,220783874.82,237575971.3
Papua New Guinea,199631918.76,228838983.83,224802933.94,270413072.77
Philippines,255211589.81,252412251.56,198256007.89,234235287.89000002
Poland,255724164.23,229951435.3,264864239.21,214201490.53
Portugal,277884141.03,224673336.42,236557758.5,202178654.54
Qatar,266795243.28,205645171.28,249433210.15,211534625.61
Republic of the Congo,231059276.86,254199843.04,211429409.79,242492001.23
Romania,253633581.68,246216615.45,224904198.97,214542278.28
Russia,259792989.76,230359275.72,234303398.85999998,210431987.51
Rwanda,252165075.87,226375629.97,248416517.57,227550941.81
Saint Kitts and Nevis ,226200720.75,264660367.47,209813084.25,237632524.76
Saint Lucia,214155911.24,258310749.05,213619691.29,254929863.69
Saint Vincent and the Grenadines,204671111.13,238807729.23,234841220.99,264716847.35
Samoa ,220401608.22,222225802.78,252756847.68,255873780.97
San Marino,261947925.47,247390117.86,236381069.88,211722579.97
Sao Tome and Principe,253486105.10999998,227898353.97,242199102.14,207749651.03
Saudi Arabia,254627057.84,253314935.26,236729245.0,197071949.44
Senegal,247787315.78,242619878.23,230933973.78,204875051.54
Serbia,249260489.02,258752106.65,209335751.82,226080348.28
Seychelles ,248464738.19,269437297.71999997,214136785.96,223824826.83
Sierra Leone,227181201.19,267827414.62,204480249.38,239336681.03
Singapore,254527007.42,253912835.12,209462265.17,219678330.31
Slovakia,227053608.84,251921407.17,199464301.03,243655095.05
Slovenia,214058151.07,266823493.31,232664782.43,260611570.58
Solomon Islands,245838684.12,216504968.89,270978093.94,240590593.99
Somalia,259044310.53,231066823.43,218721716.9,212358401.08
South Africa,209017154.05,248923517.58,218587596.89,256403393.07
South Korea,229856320.05,220144630.65,262164873.97,229978742.62
South Sudan,228498413.24,262151547.10999998,213062925.38,250973012.68
Spain,212356732.98,226377902.72,238939804.47,257172742.03
Sri Lanka,233448223.22,263350383.1,210410516.95,252692124.61
Sudan,222485799.92,266528837.57,213551188.86,248508480.62
Swaziland,215044183.86,242321845.65,227807644.27,258921044.31
Sweden,214484709.4,224324830.76,240848352.82,257122472.28
Switzerland,213874483.11,237565701.89,228900829.25,271163912.54
Syria,242755880.91,271750528.25,200855160.53,223837675.67
Taiwan,209285354.65,250920742.07,226577087.25,254496173.98
Tajikistan,205848244.96,226029327.8,228160669.62,245036110.05
Tanzania,202383324.99,232483345.6,243644399.77,253585631.99
Thailand,226147553.95,218272094.42,240882209.5,248266587.39
The Bahamas,235344268.41,257620128.12,214049899.56,234475797.61
The Gambia,252884457.69,211655380.58,259046625.18,218041666.11
Togo,226447612.39000002,223179349.3,260445216.12,257842823.29
Tonga,241898971.38,216002551.43,253117645.18,223039605.58
Trinidad and Tobago,227982998.49,235664589.03,218036410.85,261328276.9
Tunisia ,265581311.38,246434771.33,213526116.35,219122202.27
Turkey,241716107.64,264338821.91,207508983.26,218441836.6
Turkmenistan,225690975.16,209833114.9,287088369.75,241170591.32
Tuvalu,240014448.93,203508353.57,248509376.13,247390940.62
Uganda,234444485.87,209110891.88,254773088.92,235684551.63
Ukraine,211648634.34,232396962.95,263123799.19,268510042.07
United Arab Emirates,232319390.19,269383132.48,212460635.5,254204491.97
United Kingdom,220142704.82,207860899.77,261048745.98,236923550.48
United States of America,257930771.6,218939077.11,240226384.75,215980700.34
Uzbekistan,241372689.24,206085601.05,247188811.69,245282414.41
Vanuatu,252804470.56,221583140.01,267739811.7,225516680.69
Vatican City,242327944.48,194236730.02,259704886.59,237189563.97
Vietnam,228000195.09,204895295.15,267174527.24,238292432.22
Yemen,214397151.33,244148329.09,211021554.86,260892681.81
Zambia,244882246.63,225130155.27,252047805.79,221166398.28
Zimbabwe,232128014.21,214286093.43,267240182.45,235380404.44
