,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,244866267.68,205172844.59,261736402.33,218061338.88
Haiti,232010327.76,219528473.43,270086269.7,241801736.18
Honduras,258775963.03,213085414.03,239872975.99,219862854.14
Hungary,216322307.51,246272300.94,231077150.92,258887645.2
Iceland,202014583.76,236599023.74,238806084.98,258571156.02
India,247320013.27,261810526.14,208665537.62,217980252.96
Indonesia,263921543.19,255479690.69,219704835.67,238983063.73
Iran,246145136.46,252391492.3,214203591.67,208510854.19
Iraq,251497800.39,250191574.26,219929234.23,230226695.84
Ireland,233229789.1,220003136.48,272241058.65,253857617.39
Israel,274697415.16,253381048.71,235526987.66,218101470.32
Italy,251031984.59,204581402.69,258533173.5,242400128.58
Jamaica,257308105.23,233483743.11,246279847.75,213420369.75
Japan,245244736.65,267542182.10999998,218237489.19,231423517.76
Jordan,243399816.05,266751375.28,219958185.91,232592361.96
Kazakhstan,225477162.11,253269947.1,203994657.99,241030343.79
Kenya,249929626.36,213347753.83,257603171.81,225630667.54
Kiribati,274821741.59,234122194.95,265934822.66,224830044.82
Kosovo,245337448.29,231593811.89,261308405.84,218691584.76
Kuwait,219446778.29,259685304.02,213348094.71,232291399.09
Kyrgyzstan,225758706.29,205006924.3,255316214.39000002,259368939.84
Laos,231411547.89,218694074.27,278625403.32,238975938.26
Latvia,270051751.87,226307295.14,230305814.21,201398629.72
Lebanon,222466016.07,248794801.07,212916959.33,246152929.53
Lesotho,272079749.52,223939576.95,246820859.61,217060974.75
Liberia,266930544.63,247151488.66,240856159.73,202682701.58
Libya,210279767.38,241631067.93,236895008.51,273965298.76
Liechtenstein,262012799.17,251682826.45,241986328.89,231063805.42
Lithuania,257688024.46,228305833.43,229265867.0,219587693.31
Luxembourg,265463312.62,246492978.96,226087814.37,214401431.41
Macedonia,257206034.48,270752875.44,217888249.25,221453445.49
Madagascar,255645275.67,256556255.74,213375724.71,211126169.39000002
Malawi,243584966.09,266167905.10999998,203032154.69,243152859.98
Malaysia,204298883.7,220849408.4,245779672.55,250360831.04
Maldives,222555982.64,214015421.23,266894726.74,233868658.5
Mali,227782240.79,265001603.07,221775542.24,229388644.32
Malta,223246508.79,250570692.92,199868432.99,246863718.53
Marshall Islands,281635484.93,225434962.13,225914390.57,213546858.15
Mauritania,240526627.91,250144092.84,207895894.97,230893752.79
Mauritius ,231406168.0,269048177.45,215112902.55,236021162.56
Mexico,253961646.31,220373155.98,247940868.08,221685491.23
Moldova ,211057117.26,253871502.5,233779866.57,238288050.15
Monaco,210938366.83,251989726.82,232961146.67,273710445.78000003
Mongolia,237924636.68,200844860.65,257301820.63,227363549.38
Montenegro,202498930.97,258038191.26,234426080.7,272200188.25
Morocco,213881039.91,221611186.49,264575110.68,250040423.77
Mozambique,219110838.55,249986782.87,228705432.18,264879070.83
Myanmar,268961476.65,230867415.13,267700852.66,219363706.53
Namibia,205911325.45,233050569.03,244225120.02,254774669.06
Nauru,240465980.15,271202002.82,207531097.83,233905631.74
Nepal,268738648.5,241958400.61,248326426.83,197073924.06
Netherlands,211199475.46,242240492.65,218980057.17,268901748.48
New Zealand,246730579.98,262012323.41,212781984.16,238595178.79
Nicaragua,251452057.26,210793268.15,248287541.66,227747800.51
Niger,221050642.76,216895652.63,260006165.15,253137741.68
Nigeria,250156774.12,204837786.42,261820048.98,241459968.58
North Korea,213778206.91,245360038.96,230540031.95,246182278.74
Norway,205090083.21,234664009.28,228658817.46,259847670.28
Oman,213490685.18,231822818.97,240136632.73,256537928.84
Pakistan,209556996.01,223083710.96,246472881.48,273842937.81
Palau,251747822.68,255986609.6,209631064.14,229726472.98
Panama,257394709.73,234550457.49,246825389.58,206844442.65
Papua New Guinea,228120859.75,253976073.65,205978589.78,237917504.0
Philippines,263811385.27,235947357.85999998,222088936.2,207542794.47
Poland,224779614.32,215794951.1,259173448.3,253148924.39
Portugal,240542229.96,206138633.33,262832771.67,243220922.9
Qatar,232566780.75,206999908.55,260515293.84,246458728.2
Republic of the Congo,260438545.89,251244103.23,230568722.21,195512193.5
Romania,243408778.77,227137148.72,257335829.7,219681677.23
Russia,261741180.88,237314299.47,244491579.41,204707993.75
Rwanda,247566172.41,212585795.72,271755091.14,228265432.95
Saint Kitts and Nevis ,252450048.35,240463153.93,230185217.66,209157285.24
Saint Lucia,257506175.6,255980678.76,214361477.47,212996117.54
Saint Vincent and the Grenadines,228523515.85,275456708.44,204845999.71,244039902.97
Samoa ,210960230.74,256962486.56,230500873.6,260183823.62
San Marino,258560403.54,231255613.42,258875665.48,219099472.22
Sao Tome and Principe,227282151.25,201637555.42,240063472.47,245294140.75
Saudi Arabia,239383313.84,206643520.85,266537079.26,229732103.32
Senegal,243696590.13,206268808.36,269403013.15,219813010.48
Serbia,266784383.54,224206645.37,233469723.13,211396020.24
Seychelles ,267240153.58,215145267.85999998,247047707.27,218571630.22
Sierra Leone,266000434.55,241620551.27,233240618.59,201599808.57
Singapore,240023969.65,257671648.63,213910851.32,217717394.76
Slovakia,269165920.56,243882923.73,225786332.33,218759325.42
Slovenia,245733151.75,266453282.22,225331947.29,219487565.17
Solomon Islands,208161559.89,220854504.59,246454712.64,274503173.8
Somalia,263025497.27,217409953.87,245352209.01,229933252.71
South Africa,246695694.53,262941882.1,216121370.27,216079735.68
South Korea,217240474.02,245379490.73,249656379.79,265229813.26
South Sudan,257963538.69,252606531.12,201635311.25,234598290.46
Spain,238486932.11,271095345.01,196810066.95,255607033.89000002
Sri Lanka,263616387.9,243335887.56,229147063.39,220399017.37
Sudan,232504333.43,268127194.21,217114759.43,227731026.59
Swaziland,249808871.36,252941128.89000002,204956113.55,238638713.96
Sweden,210835649.69,255549708.85,209136903.37,250015947.59
Switzerland,197039211.59,247764445.73,236999881.34,268390178.34
Syria,277093895.19,242990771.53,244191687.23,212288103.23
Taiwan,252800048.68,276719804.37,217027697.16,226761611.83
Tajikistan,235567263.0,257710357.15,216973883.31,233084045.66
Tanzania,219893767.35,260594930.8,212807268.91,237079425.9
Thailand,218318953.57,243271665.13,211898208.39,259342868.84
The Bahamas,263028352.6,234104950.23,247114550.66,208164414.22
The Gambia,227293576.29,215256088.85,248326030.99,245928443.03
Togo,219990941.45,246830479.4,228338504.57,255417411.76
Tonga,222889447.79,214318750.05,268104708.34,250360839.91
Trinidad and Tobago,223258547.54,264255366.2,214825495.85,241022788.13
Tunisia ,239150006.08,247738666.52,222833959.93,214762885.8
Turkey,266643595.2,243125147.85,241017968.9,217337077.88
Turkmenistan,201473516.42,234937557.1,241575955.48,241738100.23
Tuvalu,232616678.12,222942962.45,281497189.57,241766183.84
Uganda,222396627.63,232502505.55,233447288.75,271000632.99
Ukraine,216052762.08,257825830.56,207822306.01,268953187.96
United Arab Emirates,261566063.2,248998502.41,223514176.74,214962733.44
United Kingdom,207881874.76,249357286.32,232550309.43,259089537.13
United States of America,252580240.18,240165139.43,240368729.25,206277395.92
Uzbekistan,223809364.91,221075349.60999998,249047607.33,266316486.34
Vanuatu,224334504.22,218337273.71,259661603.62,252345021.85
Vatican City,207710753.38,228440853.01,231078309.67,263835913.59
Vietnam,209613827.35,203251286.32,266844640.66,243821613.62
Yemen,254482102.47,258717667.37,210966934.0,235984792.95
Zambia,215787321.21,216575683.72,258715334.85,244736946.02
Zimbabwe,244198503.23,205349349.55,267913287.11,236538653.04
