,Total Profit,Total Profit,Total Profit,Total Profit
Guinea,210088122.60999998,226508462.07,260992155.83,250663203.66
Guinea-Bissau,238162190.46,198620118.66,258883992.33,233663332.3
Haiti,205911169.6,229379809.86,241016439.62,261952405.21
Honduras,228659867.81,217567856.85999998,261712761.83,254747069.35999998
Hungary,200667495.91,235707669.4,226005150.11,245542632.08
Iceland,220145664.94,269588234.45,234398141.67,240387989.23
India,251300221.35999998,246313493.65,239099041.04,201662659.8
Indonesia,265639323.29,255080162.15,220412116.7,237624383.44
Iran,263007827.17,227777728.39000002,242836606.34,224644878.05
Iraq,264873940.82,227789902.12,224279134.97,206028491.07
Ireland,222528525.74,238478863.06,224969143.46,257337259.43
Israel,258387392.44,255320673.33,230948198.83,209774171.31
Italy,211165396.0,230706331.89,241401742.28,270744671.04
Jamaica,243247287.52,207646501.67,254501693.65,225361556.14
Japan,255901474.11,244022618.56,227534669.84,209468456.39
Jordan,262994148.60999998,233469222.17,249239143.84,213039356.47
Kazakhstan,257358236.98,237769518.07,219360697.04,220853994.47
Kenya,210005758.39000002,227179915.75,257350954.65,237673066.28
Kiribati,222950456.4,212082718.57,256038313.37,254326878.94
Kosovo,222987400.57,216942952.85,258455038.1,245708867.04
Kuwait,258368438.35999998,251917431.65,233203867.62,205636173.84
Kyrgyzstan,216667932.82,244066289.42,208952290.31,260421593.47
Laos,207307672.21,244490392.7,244827981.61,253326041.21
Latvia,248711919.21,213952640.87,269890841.15,234410214.64
Lebanon,252870200.3,242963405.10999998,207728226.54,227466694.42
Lesotho,228417937.54,212961903.86,265441301.82,250699450.95
Liberia,220900621.08,211887612.82,270373471.57,223828179.95000002
Libya,231334779.85,279750593.43,210363635.77,227267925.35
Liechtenstein,255195610.25,208796600.68,260040676.93,219932432.68
Lithuania,253555008.14000002,221128099.23,232080019.02,211022487.08
Luxembourg,240078960.97,213726252.24,255588777.85,218736079.68
Macedonia,267698133.85,229442207.6,248782328.6,213393839.64
Madagascar,251351872.96,207728524.04,244835096.41,220623352.05
Malawi,275971979.78,237143453.69,233480917.97,212910947.91
Malaysia,214264755.47,230208273.25,247168861.13,274994689.49
Maldives,196184534.76,240894249.18,244318942.13,265709336.96
Mali,263250872.44,249116675.51,230566785.35,216774050.10999998
Malta,285793293.62,233614817.07,226482477.32,208591971.47
Marshall Islands,248363374.9,209453128.85,262200695.93,246678902.34
Mauritania,236137650.2,253719300.14,201153626.92,232509577.65
Mauritius ,239499029.25,260677789.36,227742187.58,220540716.49
Mexico,227460021.78,217734474.65,262280507.51,250782249.96
Moldova ,240909900.06,249881065.78,210365489.99,213617479.16
Monaco,244327895.39,268428351.82999998,201474849.73,223983923.51
Mongolia,216611804.58,229529748.51,233836971.73,268364528.66
Montenegro,225734574.7,263479983.65,208368451.85,253348626.08
Morocco,225450915.92,267192423.51,211004199.35,250481006.44
Mozambique,260570422.67,259149697.60999998,209650286.76,238384044.66
Myanmar,223288084.43,214900669.9,252275147.43,231387675.01
Namibia,217089750.65,253669345.61,209087992.35,242940918.94
Nauru,253126231.13,220536558.28,234077630.14,210582190.29
Nepal,247916099.66,204551979.85,280790979.74,240898938.23
Netherlands,209531177.49,252413868.21,236854718.59,241266825.8
New Zealand,258307443.13,256529280.52,228011134.61,225975468.89000002
Nicaragua,240378350.47,210125451.44,266011748.45,223272603.45
Niger,213148670.86,243977292.32,219920318.54,248598761.81
Nigeria,208260813.88,237656508.94,241187589.09,278649432.23
North Korea,247036135.78,261569636.45,217060766.14,226709561.04
Norway,211718954.82,254945158.63,216751028.83,238004574.35
Oman,216319331.39,233897102.49,231689025.73,267916059.18
Pakistan,212742771.16,242555969.03,230426057.49,246935688.03
Palau,242987457.93,265113904.51,220345064.52,222872088.75
Panama,224637936.3,206672346.47,276107677.86,241719905.47
Papua New Guinea,255521078.75,242699250.27,230524371.71,210841574.72
Philippines,254395923.56,220762497.57,249783709.71,220270905.79
Poland,217592468.68,246574074.79,228572058.1,263045843.24
Portugal,220757790.85,236922009.92,245649193.57,259970125.83
Qatar,211085865.67,253220000.19,231277466.65,262056328.63
Republic of the Congo,226391953.66,206614600.22,268236199.05,226205936.93
Romania,231640043.3,222276378.63,258705535.94,253360028.05
Russia,232670175.18,211612775.96,264634984.19,235487517.53
Rwanda,212196163.34,220636316.26,276189798.35,249402587.67
Saint Kitts and Nevis ,252220607.9,205316565.81,257077280.65,237885724.34
Saint Lucia,259579848.83,228999717.79,255053204.47,205904948.91
Saint Vincent and the Grenadines,258445004.53,240412263.98,240508811.71,192256882.32
Samoa ,244310530.42,266878267.73,217963263.52,219843552.66
San Marino,264112834.02,221789615.78,256863513.23,225814717.94
Sao Tome and Principe,227402396.57,202540983.65,267092348.17,253779563.74
Saudi Arabia,200955314.55,232465899.86,246403170.29,247415329.24
Senegal,204741432.45,224602738.45,258024543.47,251773542.5
Serbia,248772501.96,221757429.83,252703121.89,212915288.3
Seychelles ,227010515.15,209454309.55,270077296.93,260748193.33
Sierra Leone,247814889.60999998,205357955.37,269488004.7,230838425.96
Singapore,258406841.76,248992089.07999998,234473731.36,204722301.78
Slovakia,238200719.15,202787216.61,262671873.81,212000823.01
Slovenia,266366759.02,227682124.28,273462196.46,217889459.56
Solomon Islands,234223808.96,264728330.66,204474895.5,248330467.19
Somalia,234759306.57,214223073.09,272292195.61,252051121.2
South Africa,249322384.60999998,215507920.11,251103515.16,216729577.27
South Korea,232385722.32,262928803.24,196045902.41,242419670.09
South Sudan,265912764.05,235268231.69,231751561.39,212337522.54
Spain,283725096.48,229239606.27,231169250.89,208331780.39
Sri Lanka,254227492.21,258495926.73,229246000.24,217762611.97
Sudan,254965677.79,254768384.0,226098725.9,210362389.23
Swaziland,238516928.16,257909513.56,207125919.03,227472469.52
Sweden,238683371.85,249488846.6,216052712.52,213219227.76
Switzerland,234612961.65,264910110.9,202999692.11,235125688.21
Syria,241794421.22,225503704.82,274590842.17,245120633.06
Taiwan,261897620.66,242629488.12,228875783.58,206061081.51
Tajikistan,258458726.92,236911601.75,226352246.71,224992981.58
Tanzania,250535209.25,249515117.87,227958811.32,217834914.88
Thailand,237966389.34,261069519.59,212167271.13,222009185.35999998
The Bahamas,237756556.0,211614465.96,257142378.35,215892168.47
The Gambia,218902727.07,242826868.35999998,218787764.98,266305644.7
Togo,254269062.53,259190733.32,209184888.03,236414485.84
Tonga,210203714.39,251863717.14,220060348.01,247640901.82999998
Trinidad and Tobago,261356581.79,246884290.66,211475124.47,219050481.22
Tunisia ,262950588.12,224912544.93,252010880.92000002,217243771.93
Turkey,264970952.12,224553172.12,230174184.2,213270598.60999998
Turkmenistan,230541054.67,269814631.21,213713651.06,239939964.96
Tuvalu,207214003.48,238345798.59,240546974.6,263550363.72
Uganda,226928962.39000002,265748633.11,201189010.26,245064360.84
Ukraine,232193445.51,251884185.64000002,218064673.19,251733264.35
United Arab Emirates,257809434.16,240026426.41,246974061.91,200806975.87
United Kingdom,212786559.97,262856946.57,222149031.06,246795736.71
United States of America,235549770.71,208857960.3,273326582.74,243601921.38
Uzbekistan,228073384.75,237033588.51,205300533.47,256614723.88
Vanuatu,215836358.78,220902720.72,248414826.07,268389775.73
Vatican City,221770970.85,244546639.79,198037959.36,240850800.5
Vietnam,199145223.85,242926283.88,240833848.69,261729097.63
Yemen,265175283.43,235816945.85,245652274.56,215450693.98
Zambia,207438114.63,242549192.62,223166028.13,252538865.45
Zimbabwe,209348959.84,237105532.29,229073234.02,268789705.69
