,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,364509.5207296849,434403.8297945205,370155.54457912454,410390.15577996714
Fiji,429638.36596026487,427796.1653630363,353547.7645166667,363916.3862113821
Finland,343116.4488283828,373932.43319256755,405550.7396822743,436331.1032333333
France,365631.82529313234,365421.89784148394,421372.03013333335,437907.08435215947
Gabon,423961.4240691927,384043.45529118134,441625.9771524288,357363.69385382056
Georgia,357019.329717608,347570.12909539475,446583.2322622951,407803.93612956814
Germany,344856.92998368683,367789.7038181818,411142.67628099176,419112.3847682119
Ghana,420977.6442105263,390601.8991471572,416588.68252931326,344470.9619591141
Greece,378661.02166666667,346121.1827107438,437686.68138279935,404562.14304918033
Greenland,418146.8955852843,432729.30425000004,374168.60266778525,366287.33076411963
Grenada,424685.0151016949,363437.73348484846,429709.70530988276,356065.7023011844
Guatemala,436753.02065897855,394859.5391318865,370642.5002352941,356688.26368421054
Guinea,466008.5915025042,374567.24591059604,403358.5156628478,350765.8202980133
Guinea-Bissau,458256.0152622951,418916.2235849057,379881.94410801964,340094.0806543624
Haiti,412972.9563772955,419036.62871666666,380634.48742857145,358726.0171451876
Honduras,442145.56185550086,400303.969237013,419714.08245033113,357867.63108153077
Hungary,414689.75341098174,338021.4672859451,446273.59938333335,399451.19719412725
Iceland,431407.798369028,377282.6845166667,421156.37807046983,352928.43755813956
India,370131.6912066116,421180.6805619835,344682.36178151256,397324.0512919463
Indonesia,357358.17399673734,397659.9091347754,383469.85086092714,427223.59173044923
Iran,409572.8401839465,448472.67146218487,348507.29661101836,400534.5644833333
Iraq,368437.67827586207,444889.43427860696,360828.7782885906,414328.2873366834
Ireland,433567.6349835526,385925.06158833066,394858.0464239482,332759.8081229773
Israel,349099.9807885906,403020.36642384104,377032.78712871287,432486.5904893964
Italy,425591.10970149253,429578.97846153844,366512.2144369748,374759.22144975286
Jamaica,432055.1708099174,424383.50706075534,371768.3508112583,341435.6541791045
Japan,362853.71105704695,390343.16217391304,415362.27311336715,418238.5538936535
Jordan,360134.9427714749,376277.363125,401819.6027333333,437579.3288099174
Kazakhstan,383119.29483979766,362771.0923101777,438644.0656528926,428649.27683587145
Kenya,402129.29791044776,426966.41332225915,349937.6052253756,352357.1189162561
Kiribati,381225.87386712094,441533.2895106035,345421.67025210086,383542.32669983414
Kosovo,391696.84670068027,428011.48998296424,366775.04306156404,379579.7909715243
Kuwait,357216.81530405406,372434.16041867953,447669.7365008292,420926.72032040474
Kyrgyzstan,400350.12075286417,347769.44432659936,454910.8002463055,397321.1384375
Laos,401130.5731764706,343885.95204999996,445979.9706543624,379289.66287853575
Latvia,442676.2938273616,412168.4834375,362194.2626136364,362213.50858803984
Lebanon,396081.7746621622,339011.49353433837,444327.3314448052,392090.08444444445
Lesotho,396001.1779426644,435014.8930116472,334870.03557755775,401181.8547317073
Liberia,371738.3817353952,446277.8861264182,361611.6420431894,426846.93336065573
Libya,359920.9322185431,355404.2807920792,446956.22761744965,376853.8240716612
Liechtenstein,382820.6822073579,436378.6772802654,362052.9040740741,356037.9512748344
Lithuania,397517.9151575456,437030.08382003393,341609.7738032787,429558.7191736931
Luxembourg,347509.5165050167,401778.1658881579,364185.7471619366,430954.11648867314
Macedonia,336931.59442538593,393696.86545605306,406950.55920338986,431619.9682922824
Madagascar,336751.75214642263,414065.1051320132,402686.7473432343,440841.74943333335
Malawi,354671.81867924525,425448.54015177063,361044.2341609589,407793.5049180328
Malaysia,428327.0644934641,371061.5497804054,397768.2354545454,355736.7372425249
Maldives,435330.5324573379,404845.618396072,396118.02482926834,332796.7178930308
Mali,358721.405777027,410404.12991652754,373807.91964467004,430244.509248366
Malta,373611.79253658536,355244.9345547945,412228.30892436975,447953.36904841405
Marshall Islands,372352.7061333333,424876.78748344374,367036.81054545456,427466.23635761585
Mauritania,364083.49376884423,371918.1991708126,396607.73335559265,440378.36454545456
Mauritius ,369300.85996742675,368710.3484026622,437586.8707370185,400304.84346733673
Mexico,449040.84344594594,412507.86608247424,397517.6044127517,354483.10055555555
Moldova ,364338.41751689184,375016.61826158944,443803.0054844006,430919.4895723684
Monaco,352615.78172529314,355546.1148617886,390341.33165829146,423705.5825457571
Mongolia,435150.13640202704,417024.23287648056,363163.2625041736,370691.8541282895
Montenegro,372380.12028286187,356527.79555555555,435783.8953456998,402798.1154773869
Morocco,383788.0654173486,332132.2979288026,448589.27121416526,420344.73973154364
Mozambique,389459.66435855266,349000.4200977199,441659.6202016807,398490.96955223876
Myanmar,391983.2268907563,423436.4424496644,333469.6781444992,381867.8748013245
Namibia,430266.2096677741,371555.7232711864,427720.12578947365,365833.0908415842
Nauru,376340.79802955664,416723.1274252492,356489.8006543624,411241.853729097
Nepal,374641.5320473773,428501.96641068446,350711.01833613444,403853.3606375839
Netherlands,399191.7919230769,340914.9660636516,444248.3626079734,396953.60845257906
New Zealand,338829.8953378378,410884.59217607975,385892.89278582926,404027.2112897822
Nicaragua,401491.1206,427799.3735420099,343636.64286189683,381942.27623745817
Niger,420353.3561764706,389302.8365042017,412010.4030704698,335915.8577704918
Nigeria,425114.1450751252,372074.6865358362,425882.6151764706,368029.0518914474
North Korea,391298.57613861386,325290.11819536425,442229.68593333336,373803.88425
Norway,437715.0161409396,373421.42544067797,411940.14431703207,365513.1022053872
Oman,399553.2386172007,364628.3041235392,454219.35903278686,387475.1313355593
Pakistan,408141.98727422004,363636.53253311256,406064.0810339257,347293.62348333333
Palau,368598.774,386655.7784551495,411258.3819701987,441992.0128336079
Panama,376714.52202922077,445012.40475873544,349931.17491666664,375750.3465776294
Papua New Guinea,397511.07481666666,366172.0657737105,424070.6463054187,422299.12789559545
Philippines,395465.29290969897,442519.97021523176,359504.5182861897,392913.15198988194
Poland,414445.9796278317,392949.20583471074,390953.8616611296,338128.32219224283
Portugal,414291.61263333337,413907.812903752,371366.01991856674,364353.4562414966
Qatar,454006.2025454546,374717.989234609,385628.0315946844,342561.62737600005
Republic of the Congo,358151.06672818796,451134.0423344371,368092.1925,407937.52382003394
Romania,401346.5947386172,431992.3794380165,383779.7113,363033.847177814
Russia,431823.6014355628,413144.83111301373,364465.29262103507,374359.96082372323
Rwanda,441391.29900166387,375036.79851913475,404474.66059016396,351765.83250409167
Saint Kitts and Nevis ,376049.3969949917,436722.3477666667,380674.27218697825,450589.9177138158
Saint Lucia,333918.4018927973,388266.767804054,375255.65392255894,452812.7302159468
Saint Vincent and the Grenadines,331597.0122537563,400599.94662184874,405284.9381530782,414778.43280467443
Samoa ,373872.73026101146,349018.98339344264,435565.4419798658,379386.2407155026
San Marino,387859.9094657763,425103.48869565217,346730.90757425746,377368.59185
Sao Tome and Principe,457867.22836938436,410459.34706451616,375581.57417077175,347567.4014845024
Saudi Arabia,423586.2426298157,426260.1193969849,369431.2598543689,363306.53188235295
Senegal,405420.15375806455,413131.03485856904,350650.1865829146,356184.46156666667
Serbia,387978.9299344262,455540.4507925801,351013.96338358463,409661.3696833333
Seychelles ,400631.10453355155,441156.80676079734,344647.3986535304,397025.39106312295
Sierra Leone,372066.80947457626,427622.65283828386,358363.26151515153,418365.07139966276
Singapore,362155.4774584718,436952.08859861596,368675.9819630872,403843.76873770496
Slovakia,347277.6273604061,414987.16562913905,357796.84027732466,440435.97649754497
Slovenia,332003.005049505,387890.13782608695,405519.9036710963,441960.8605862647
Solomon Islands,425624.6646280992,336529.2102467106,421261.4679898649,366482.22723333334
Somalia,406098.6742857143,447755.0360135135,352033.6106655574,400844.6612864494
South Africa,355338.2003960396,427292.64623987034,382492.99868150684,446786.51460264897
South Korea,411946.6569601329,369789.89345514955,428023.6706969206,359933.8698697068
South Sudan,364064.5365534805,412628.08315091213,359325.3705123967,386176.9337520661
Spain,363685.0165454545,368839.03283112583,412947.9972861842,423889.87163366337
Sri Lanka,348560.9214006515,391610.4789643464,358368.7528358209,416180.56852991454
Sudan,349130.0558059211,414207.5792592593,383564.2129256198,438461.42466666666
Swaziland,370823.77818791947,372841.26755033556,395685.35641765705,454672.3310221465
Sweden,347831.5180564784,389250.29486928106,416663.6624283305,427886.75163543446
Switzerland,351061.6233781513,370619.298807947,394416.4904060914,446179.06243902433
Syria,383743.9066775777,428816.25386824325,369957.5817845118,365376.1489430894
Taiwan,342452.93724252493,401887.1720833333,394376.38701954397,445238.12648918474
Tajikistan,380120.69480991736,350423.52210350585,437876.7980300501,405208.5772607261
Tanzania,374171.74841750844,355319.28949916526,445108.14529801323,413144.8072408027
Thailand,403566.6613584288,333931.6698994975,438520.94357615896,402837.6072572402
The Bahamas,384352.6775331126,466141.8228978224,352330.35691927513,385042.5485270049
The Gambia,438265.260720268,392765.29282894736,396291.7727768595,344315.58189054724
Togo,389130.3281469115,344624.0999836334,426753.72921696573,374430.5311241611
Tonga,418114.3660826446,366084.3148281506,442699.7383788122,384453.40599664993
Trinidad and Tobago,340270.79852542374,404505.93932565785,371334.18942148756,441286.02552587644
Tunisia ,423664.0530273752,435038.28841930116,351923.55348258704,389977.2352596315
Turkey,379440.0211794872,444960.79699346406,358011.94883527455,421236.0214524207
Turkmenistan,389888.1540802676,353702.5534219269,439865.23348258703,366999.86055464926
Tuvalu,413636.2932504146,349806.7978642384,421565.77904918033,363791.81604729727
Uganda,426581.8972333333,342166.415660066,414000.33133443166,375315.77325657895
Ukraine,370400.292818792,341446.67416666663,442884.28254606365,391359.939205298
United Arab Emirates,343253.70250409166,404736.3663515755,383219.04728499154,413082.184
United Kingdom,408005.1325420875,363358.5155371901,444674.1458688525,385018.9654063018
United States of America,434532.74066777964,419146.62534013606,364804.4148837209,364069.91296052636
Uzbekistan,386716.473697479,343528.1233497537,438928.11554054054,409307.7400662252
Vanuatu,422534.9807986689,370667.7300167224,418844.4332284768,348255.432876033
Vatican City,422876.6563851351,369402.432479062,409404.28078632476,372977.18849749584
Vietnam,410053.2727427598,351413.60652684566,452605.2030960265,361803.86597359733
Yemen,344173.1792307692,380379.1201993355,382884.02492487483,449794.3951954397
Zambia,418701.94654036243,384601.67524916946,423419.069078727,342207.1724875622
Zimbabwe,428736.9851386623,349877.51472361805,419729.7346921797,376231.2766555184
