,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,333214.23148760333,384268.41859735973,389447.342946128,442773.95730964467
Fiji,362783.10034369887,393313.9664915254,393644.5503316749,470523.1243771044
Finland,422020.5214072848,360338.9199186992,426680.65652246255,356268.0222110553
France,378846.20091210614,357322.87505691056,428958.7880560132,387891.53717863106
Gabon,402224.653,404005.3601973684,393821.8888870432,357219.1958319871
Georgia,411132.2294147157,344952.49406666664,434833.8949514563,380071.46681444993
Germany,438050.74509836064,356267.1004620462,419249.17908026755,360737.32075782534
Ghana,410432.0226557377,427767.24496699666,361714.52438016527,367933.2284833333
Greece,430623.42595278245,400308.7193521595,393856.71849834983,333178.74775947287
Greenland,415285.82874161075,418937.62590834696,344251.48889250815,376098.0419407895
Grenada,413043.95118927973,440744.4678903654,349568.1761589404,379572.8781219111
Guatemala,434906.24944262294,410814.78125619836,379601.08480737015,337072.56726973684
Guinea,383648.3095883362,428727.3131932773,344248.5161054422,405180.50332214765
Guinea-Bissau,373546.4532013201,413461.6344736842,356683.5594006849,423347.89679465775
Haiti,416026.120661157,421551.09172006743,356726.33818032785,393645.3301824212
Honduras,380406.1177537438,437011.9882178218,362680.3607601351,399731.4556375839
Hungary,452431.6178,400948.4122682119,363589.94526570046,362224.9285737977
Iceland,406492.9779465776,452933.52265339973,322207.8750248756,387903.5109405941
India,356179.29210437706,362443.22876666667,427596.9216202946,422619.39603015076
Indonesia,395243.2498322148,330940.0674915825,420343.4945588235,407769.1893914474
Iran,358386.5441721854,379681.68315525877,379996.1218300654,442308.34223333333
Iraq,371645.9472413793,383470.57281923713,427106.0483529412,414013.1394295302
Ireland,363434.9964638158,447667.8448275862,344136.6776126878,403824.743300813
Israel,392864.36962774955,346904.1429354839,449956.59663851355,401606.22465430014
Italy,393506.6723214286,429804.38406408095,360942.8681863561,355583.0723076923
Jamaica,355938.7176440678,425591.6585284281,383601.82420098846,413482.8567330017
Japan,420641.4997976391,371232.00460636517,422848.0490468227,374977.6675328947
Jordan,404833.91238172917,346887.78815,405421.94140439935,370049.8816777409
Kazakhstan,455340.6828524046,383707.022,398219.40477905073,350695.4895182724
Kenya,327473.6492013311,397364.31797716155,395994.56236453203,428906.52612687816
Kiribati,337973.05015075376,401605.404213198,417898.7493344156,431186.4934918033
Kosovo,397606.39101497503,448696.0461279461,349106.3729867987,398006.7057260726
Kuwait,426787.66381196585,373913.3419344262,419650.0109395973,350747.7850082919
Kyrgyzstan,430621.83436573314,410842.98704467353,381759.9428885135,353790.07842192694
Laos,408128.13752921537,440235.68168831174,365718.9312,362822.9312730318
Latvia,363536.3912541806,411775.8111774194,366815.1268903437,432001.10940495867
Lebanon,411378.67262809916,368752.7691347754,429910.57747967483,377612.5103177257
Lesotho,337776.3859770115,360571.19878991594,404272.7456978653,429548.74401666666
Liberia,350086.6640165289,394954.12638333335,417645.28552980133,433773.25869636965
Libya,418436.23801003344,368484.81517123285,410296.3112126246,338522.01549488056
Liechtenstein,343696.4795709571,393265.8057429049,390861.6360813008,438988.0744723618
Lithuania,374617.310955519,374152.48333333334,421221.5055536913,416513.3921393035
Luxembourg,407760.7957575758,342772.45018242125,440402.994093178,411427.28779632726
Macedonia,405871.9232945092,368768.88113902847,446131.6978911564,378969.44718699186
Madagascar,347459.6793378608,373625.11988429754,398464.5640589198,453972.6090547264
Malawi,349390.13006688963,354856.11615384615,435561.87254152825,411392.147689769
Malaysia,397086.2880532446,431607.6698322148,326699.1905107084,413480.190220339
Maldives,362015.8576311337,422707.2201845637,349047.8726567657,415685.0464320786
Mali,374450.6458279221,336802.5813036304,429553.4128475712,378780.6521009772
Malta,378376.6725082508,347163.4141275168,412548.92644891125,397865.3435559265
Marshall Islands,339988.6794156928,409573.06955882354,371823.77890000003,442143.66590443684
Mauritania,434013.42827759194,361815.79259136214,436875.89185123966,374367.4057963875
Mauritius ,435797.0512414966,387217.1990728477,417485.4060098522,341554.0217736486
Mexico,385323.9024677419,444654.30868589744,355877.7515333333,387359.3174712644
Moldova ,398313.69647933886,350429.3794039735,451590.3207654723,380927.123497537
Monaco,442293.9971264368,355725.1056699346,416637.42718120804,359723.4566448445
Mongolia,338767.26834405144,405000.1172350993,392447.0767736486,446679.80227045075
Montenegro,417990.97389915964,391394.55491776316,375252.39863105176,324812.0315672913
Morocco,440576.97946037096,386695.52158862876,376210.227885906,341954.23639209225
Mozambique,421221.5331292517,409652.17438538204,371491.6025856164,339477.8867827529
Myanmar,368465.253723229,443310.6054726368,370847.0989358108,417281.7823205342
Namibia,413597.33476033056,394886.0475925926,390619.0192333901,351260.38664418214
Nauru,365548.3872954925,360431.14935537195,419109.71127272723,432841.12075
Nepal,351126.47246153845,409611.51916524704,361270.0502310231,435424.4119023569
Netherlands,433844.3767651888,409963.2579130435,367228.9618718381,356466.68285470083
New Zealand,387567.7004304636,327320.7547097844,430384.8753820598,394668.69707563025
Nicaragua,341894.03136513155,386845.6052883031,378172.4267218543,437813.7593366501
Niger,451657.48511666665,403899.51655,381978.2283084577,361641.7960134003
Nigeria,418457.5297157191,444514.4496672213,354145.7096097561,390466.09939443535
North Korea,422801.735738255,378945.87951505015,420892.75805872754,345364.5119901316
Norway,410422.55614617944,442458.6159766277,339007.14220910624,391884.7276460768
Oman,433425.8365181518,437498.11397976393,373776.22296173044,361814.62382594415
Pakistan,393763.3313486842,442287.52234797296,346762.20268852456,374041.78696027637
Palau,406983.55056027166,364120.3228995058,427526.1118708609,377229.0740589198
Panama,357679.003136289,356668.1921510673,415279.42605752964,430584.7118666667
Papua New Guinea,451108.84189915966,395553.62018092105,394129.2818729097,361927.60819999996
Philippines,344674.10499159666,395614.93759535655,389752.4711813644,452899.40627062705
Poland,382166.0523966942,431839.51404399326,345103.9981639344,382942.7946875
Portugal,391783.76266891893,420889.0276510067,353881.42581239535,386536.8613
Qatar,372958.4256422764,410206.38555926544,323384.9024114671,398731.91046325874
Republic of the Congo,353796.9959933775,373969.6430560271,431562.1011551155,416763.13945670624
Romania,382936.6266056572,463069.1272864322,367355.9492436975,406156.5378246206
Russia,372378.6481383855,411386.7673489933,363269.1213741722,435236.3605930807
Rwanda,390870.33461157023,426234.2168013468,367556.1253233831,392603.8701143791
Saint Kitts and Nevis ,378597.52056951425,352937.68616528925,454315.85425496695,407106.9494798658
Saint Lucia,337672.61400656815,372110.1786241611,417962.70925,446958.89609715244
Saint Vincent and the Grenadines,363545.2095688226,341914.6787873754,428370.3813111888,405485.2272166667
Samoa ,430852.6871742809,392688.3427457627,390343.67357487924,353789.79271959455
San Marino,343455.0131825796,383015.5088391377,393001.4556321839,440232.762698145
Sao Tome and Principe,372337.9761691542,409334.9145379538,346603.05297253636,422722.02734323434
Saudi Arabia,370512.8450415973,432245.3909593496,360546.1979270315,431207.14143333334
Senegal,339564.74824707845,400567.0102166667,403447.32836938434,448566.1526644182
Serbia,384826.39998330554,375447.40619512193,425426.91468907567,400133.4813861386
Seychelles ,345067.16798347107,376304.97827470687,431703.790708402,424512.3642164782
Sierra Leone,340335.8364882943,408799.55346026487,382589.79493421054,429528.15621262457
Singapore,370709.32267343486,379129.8222750424,443118.38412438624,425639.4344741235
Slovakia,401001.85961730446,343590.36443521595,435325.7287373737,421140.6664473684
Slovenia,388890.1356852792,359787.06116472546,434689.36046589015,379297.2160495868
Solomon Islands,434173.2806030151,369834.039705401,398308.06065108516,352238.2777408638
Somalia,393809.06812068966,436062.3924019608,338914.92133671744,410050.78591379314
South Africa,341503.49352542375,386715.13139116205,404909.6829084967,458655.9947595356
South Korea,433337.93440650403,367777.0653511706,390250.8688,359694.0399668874
South Sudan,373301.0650741351,351811.54006611573,420405.65678160917,427111.3784514003
Spain,381650.3298827471,334516.16906976746,429727.68725423724,407565.6904215851
Sri Lanka,392012.950033557,350595.3052491694,430156.66103505844,404485.64694719476
Sudan,373332.20704809285,341548.857218543,455379.1176860842,394213.41333333333
Swaziland,424553.6001706484,361197.43352553545,416623.79988352745,373263.2050996678
Sweden,397231.249006734,345995.1502247191,456341.2152216749,371353.60899665556
Switzerland,431518.5938662316,357173.37099673203,420491.2999500832,372343.4499013158
Syria,345385.85156146175,410582.7377722772,378432.0866555741,422206.83476112026
Taiwan,407798.19572379364,368482.7589525368,432749.6818823529,373775.79609555186
Tajikistan,449910.7874916943,389698.7635294118,403694.41629441624,355588.60600334447
Tanzania,451796.17058139533,394586.98575121164,418682.30206375837,355642.37668358715
Thailand,420837.28183279745,373983.69883606554,425528.73772504093,375107.60419407894
The Bahamas,344196.0570771757,369294.97797029704,419525.33871753246,408758.70654098364
The Gambia,454345.73338788876,413157.7692333333,383933.3406632653,363409.6842521008
Togo,408729.9149836066,389675.58782608696,375050.95606907894,333012.3854679803
Tonga,435658.2879666667,426140.067358804,394702.64340604027,349787.2168941979
Trinidad and Tobago,403540.57383855025,317282.4728899836,429570.4143238731,382415.9015772358
Tunisia ,351810.8034670947,389575.63586956525,374263.0857956449,424265.5394176373
Turkey,366434.0272815534,371736.852102649,431154.1111202636,431181.4236046511
Turkmenistan,411678.14127516776,372880.7497389886,391543.8588225539,341815.6950563607
Tuvalu,415794.22734094615,436220.508981636,363032.42111666664,380069.1593062606
Uganda,418132.3343979933,382507.51940000005,405616.3248013245,343253.1053355156
Ukraine,465783.49721476506,393757.6026368159,383205.8505454546,343435.8937792642
United Arab Emirates,389120.8402333333,368800.45438511326,446282.9462626262,395904.24692953017
United Kingdom,410205.8570212766,407423.5306829268,367069.2585929648,348642.3799835796
United States of America,360565.1956594324,418640.10306930693,393911.3733388704,432456.8411686144
Uzbekistan,445042.3932881356,408997.33693843597,379814.2935953177,360083.1665661642
Vanuatu,378076.3750081833,418873.58150165016,338968.11803722504,376754.85045302013
Vatican City,413837.463400335,441983.4201666667,334593.5434442596,390223.1492785235
Vietnam,435855.0152960527,448681.5287804878,364770.26948630135,355472.12371237454
Yemen,417365.470866013,380428.90794657764,411335.9670528109,371756.19346283784
Zambia,437122.13740863785,415817.35889075627,391239.5897350993,360162.34004966886
Zimbabwe,410528.07365771814,429747.63657331135,352152.5285884354,392751.235282392
