,Total Profit,Total Profit,Total Profit,Total Profit
Guinea-Bissau,279536169.31,244228158.35,232107867.85,202696072.07
Haiti,247370800.87,251421977.23,226477520.02,219899048.51
Honduras,269266647.17,246587245.05,253507305.8,215078446.28
Hungary,249228541.8,209235288.25,267764159.63,244863583.88
Iceland,261864533.61,226369610.71,251009201.33,212462919.41
India,223929673.18,254814311.74,205086005.26,236805134.57
Indonesia,219060560.66,238993605.39000002,231615789.92,256761378.63
Iran,244924558.43,266841239.52,208755870.67,240320738.69
Iraq,224378546.07,268268328.87,215053951.85999998,247353987.54
Ireland,263609122.07,238115763.0,244022272.69,205645561.42
Israel,208063588.55,243424301.32,228481869.0,265114279.97
Italy,256631439.15,262472755.84,218074767.59,227478847.42
Jamaica,261393378.34,258449555.8,224548083.89000002,205885699.47
Japan,216260811.79,233425210.98,245479103.41,243833076.92
Jordan,222203259.69,228776636.78,241091761.64,264735493.93
Kazakhstan,227189741.84,224555306.14,265379659.72,253331722.61
Kenya,242483966.64,257033780.82,209612625.53,214585485.42
Kiribati,223779587.96,270659906.46999997,205525893.8,231276023.0
Kosovo,230317745.86,251242744.62,220431800.88,226609135.21
Kuwait,211472354.66,231281613.62,269944851.11,249609545.15
Kyrgyzstan,244613923.78,206575049.93,277040677.35,241571252.17
Laos,238672691.04,206331571.23,265804062.51,227953087.39
Latvia,271803244.41,250598437.93,223111665.77,218052532.17
Lebanon,234480410.6,202389861.64000002,273705636.17,239959131.68
Lesotho,234828698.52,261443950.7,202931241.56,246726840.66
Liberia,216351738.17,275353455.74,217690208.51,260376629.35
Libya,217392243.06,215374994.16,266385911.66,231388247.98
Liechtenstein,228926767.96,263136342.4,215059425.02,215046922.57
Lithuania,239703302.84,257410719.37,208381962.02,254728320.47
Luxembourg,207810690.87,244281124.86,218147262.55,266329643.99
Macedonia,196431119.55,237399209.87,240100829.93,262856560.69
Madagascar,202387803.04,250923453.71,244028168.89,264505049.66
Malawi,206773670.29,252290984.31,210849832.75,248754038.0
Malaysia,262136163.47,219668437.47,236274331.85999998,214153515.82
Maldives,255103692.02,247360672.84,243612585.27,205335574.94
Mali,212363072.22,245832073.82,220920480.51,263309639.66
Malta,229771252.41,207463041.78,245275843.81,268324068.06
Marshall Islands,223411623.68,256625579.64000002,222057270.38,258189606.76
Mauritania,217357845.78,224266674.1,237568032.28,266428910.55
Mauritius ,226750728.02,221594919.39,261239361.83,238981991.55
Mexico,265832179.32,240079578.06,236920492.23,216943657.54
Moldova ,215688343.17,226510037.43,270276030.34,261999049.66
Monaco,210511621.69,218660860.64,233033775.0,254647055.11
Mongolia,257608880.75,246461321.63,217534794.24,225380647.31
Montenegro,223800452.29,218195010.88,258419849.94,240470474.94
Morocco,234494507.97,205257760.12,266013437.83,250525464.88
Mozambique,236791475.93,214286257.94,262787474.02,240290054.64
Myanmar,233230020.0,252368119.7,203083033.99,230648196.38
Namibia,259020258.22,219217876.73,260053836.48,221694853.05
Nauru,229191546.0,250867322.71,212467921.19,245922628.53
Nepal,221413145.44,256672677.88,208673055.91,240696602.94
Netherlands,238716691.57,203526234.74,267437514.29,238569118.68
New Zealand,200587298.04,247352524.49,239639486.42,241204245.14
Nicaragua,240894672.36,259674219.74,206525622.35999998,228401481.19
Niger,257256253.98,231635187.72,245558200.23,204908673.24
Nigeria,254643372.9,218035766.31,253400156.03,223761663.55
North Korea,237126937.14000002,196475231.39000002,265337811.56,224282330.55
Norway,260878149.62,220318641.01,244280505.58,217114782.71
Oman,236935070.5,218412354.17,277073809.01,232097603.67000002
Pakistan,248558470.25,219636465.65,251353666.16,208376174.09
Palau,226688246.01,232766778.63,248400062.71,268289151.79
Panama,232056145.57,267452455.26,209958704.95,225074457.6
Papua New Guinea,238506644.89,220069411.53,258259023.6,258869365.4
Philippines,236488245.16,267282062.01,216062215.49,232997499.13
Poland,256127615.41,237734269.53,235354224.72,200510095.06
Portugal,248574967.58,253725489.31,228018736.23,214239832.27
Qatar,274673752.54,225205511.53,232148075.02,214101017.11
Republic of the Congo,213458035.77,272484961.57,217910577.96,240275201.53
Romania,237998530.68,261355389.56,230267826.78,222539748.32
Russia,264707867.68,241276581.37,218314710.28,227236496.22
Rwanda,265276170.7,225397115.91,246729542.96,214928923.66
Saint Kitts and Nevis ,225253588.8,262033408.66,228023889.04,273958669.97
Saint Lucia,199349285.93,229853926.54,222901858.43,272593263.59
Saint Vincent and the Grenadines,198626610.34,238356968.24,243576247.83,248452281.25
Samoa ,229183983.65,212901579.87,259597003.42,222699723.3
San Marino,232328085.77,254211886.24,210118929.99,226421155.11
Sao Tome and Principe,275178204.25,254484795.18,228729178.67,213058817.10999998
Saudi Arabia,252880986.85,254477291.28,228308518.59,216167386.47
Senegal,251360495.33,248291751.95,209338161.39000002,213710676.94
Serbia,236667147.26,270135487.32,209555336.14000002,245796821.81
Seychelles ,244785604.87,265576397.67,209890265.78,239009285.42000002
Sierra Leone,219519417.59,259139327.62,224693764.97,248090487.34
Singapore,218017597.43,252558307.21,219730885.25,246344698.93
Slovakia,205241077.77,250652248.04,219329463.09,269106381.64
Slovenia,201193821.06,231958302.42,244122982.01,263850633.77
Solomon Islands,257502922.1,204609759.83,249386789.05,219889336.34
Somalia,241628711.2,265070981.32,211572200.01,233692437.53
South Africa,215334949.44,263639562.73,223375911.23,269859054.82
South Korea,247991887.49,222613515.86,264090604.82,220999396.1
South Sudan,214434012.03,248814734.14000002,217391849.16,233637044.92
Spain,220029435.01,222778775.83,251072382.35,256877262.21
Sri Lanka,214016405.74,230658572.11,216096357.96,243465632.59
Sudan,212271073.93,246039302.08,232056348.82,263076854.8
Swaziland,221010971.8,222213395.46,233058674.93,266892658.31
Sweden,209394573.87,238221180.46,247081551.82,251169523.21
Switzerland,208881665.91,223854056.48,233100145.83,274400123.4
Syria,234467526.98,253859222.29,219754803.58,224706331.6
Taiwan,206156668.22,241132303.25,242147101.63,267588114.02
Tajikistan,229973020.36,209903689.74,262288202.02,245556397.82
Tanzania,222258018.56,212836254.41,268845319.76,247060594.73
Thailand,246579230.09,199357206.93,264866649.92000002,236465675.46
The Bahamas,232149017.23,278286668.27,213864526.65,235260997.15
The Gambia,261644360.65,238801298.04,239756522.53,207622295.88
Togo,233089066.56,210565325.09,261600036.01,223160596.55
Tonga,252959191.48,223677516.36,275801937.01,229518683.38
Trinidad and Tobago,200759771.13,245939611.10999998,224657184.6,264330329.29
Tunisia ,263095376.93,261458011.34,212209902.75,232816409.45
Turkey,221972412.39,272316007.76,215165181.25,252320376.85
Turkmenistan,233153116.14000002,212928937.16,265238735.79,224970914.52
Tuvalu,249422684.83,211283305.91,257155125.22,215364755.1
Uganda,255949138.34,207352847.89,251298201.12,228191990.14000002
Ukraine,220758574.52,200770644.41,264401916.68,236381403.28
United Arab Emirates,209728012.23,244056028.91,227248895.04,249914721.32
United Kingdom,242355048.73,219831901.9,271251228.98,232166436.14
United States of America,260285111.66,246458215.7,219612257.76,221354507.08
Uzbekistan,230096301.85,209208627.12,259845444.4,247221875.0
Vanuatu,253943523.46,221659302.55,252982037.67,210694536.89
Vatican City,250342980.57999998,220533252.19,239501504.26,223413335.91
Vietnam,240701271.1,209442509.49,273373542.67,219253142.78
Yemen,210289812.51,228988230.35999998,229347530.93,276173758.65
Zambia,254152081.55,231530208.5,252781184.24,206350925.01
Zimbabwe,262815771.89,208876876.29,252257570.55,224986303.44
