,Total Profit,Total Profit,Total Profit,Total Profit
Federated States of Micronesia,346098.0372981878,412287.808045977,390050.25127118645,433125.74054365733
Fiji,377811.5781469115,410953.9238448567,367434.8527512356,422427.2939868204
Finland,375764.05170178285,346059.5880564784,446722.8466666667,411602.63093750004
France,391937.47617504053,342420.22561174555,444665.7135402685,406807.9417269737
Gabon,430396.3727850163,414308.40459901805,369729.4825041186,341519.965295082
Georgia,371623.36318936874,346042.8309150327,421641.300907563,408746.44784053153
Germany,399473.3750250417,350362.52242070116,438886.4841720779,385384.1498489933
Ghana,436539.3244297521,387870.5707730263,386571.1730833333,321338.7740553746
Greece,431516.7057471265,370955.7887646077,432407.61969594593,352690.7181438127
Greenland,441458.5218852459,404182.403919598,356850.9103322259,364363.99465776293
Grenada,410673.9559729272,421176.588089701,367011.0409624796,356854.943136289
Guatemala,426301.5283444816,428309.50152823917,355135.6225042017,371032.30341021414
Guinea,445669.495210084,426738.8007628524,368847.5298494983,373126.17304492515
Guinea-Bissau,388836.2069747899,430358.6264250412,336180.096639478,389854.5443833333
Haiti,457880.2858922559,398954.1857072368,392633.80824915826,339835.0547697369
Honduras,413995.97346153844,430244.0232478632,352229.7562175325,359957.5094991653
Hungary,432671.0728852459,393989.86194675544,369481.7503114754,353727.5215371622
Iceland,412427.7473841059,421085.26776649745,360326.6413758389,368143.92787269683
India,342665.1202538071,384475.914601626,411799.9046711636,442767.33647260274
Indonesia,357827.08975124377,359301.30353535357,422228.676090604,434617.99632377736
Iran,359152.3917348609,403432.4539279869,357517.9321404682,443084.4680826446
Iraq,333396.37704697985,398074.2075369458,407277.39958745876,429857.505942029
Ireland,411439.92810855265,435294.4863727121,358355.69727891154,381821.22612141655
Israel,360085.0117512275,365389.18533670035,412643.02719869703,422796.99737012986
Italy,397557.02785123966,434971.03626279865,319288.5635148515,410585.5962908497
Jamaica,383609.1934754099,450876.8722452229,345456.7163289036,381257.4286463621
Japan,378342.3272972973,341005.5781848185,471915.4327483444,384123.909556314
Jordan,406257.5481666667,333405.55412828946,453215.4211147541,420896.52585406305
Kazakhstan,396935.4620401338,355103.53806504066,425395.88247572817,379685.73385123967
Kenya,369257.9049090909,436470.2034551495,375005.6035494327,410108.6768988391
Kiribati,342048.65618887014,416619.40346405224,389044.22163061565,438497.0811111111
Kosovo,390916.8846622735,431196.2936497545,336672.194359401,368088.15955737705
Kuwait,398629.00699324324,365069.6088707038,433658.9573631841,358660.21347753744
Kyrgyzstan,432032.09478476824,381565.27011308563,426835.09139344265,353031.31286415714
Laos,435147.5377684564,381377.67893401015,393177.35887372016,341819.032752443
Latvia,383298.4641089109,435111.3902960527,345817.9983986928,403791.2429641694
Lebanon,413617.9147884941,347081.28956738766,412436.1517834395,389144.3998145025
Lesotho,351475.153692053,401619.2300500835,374993.4299662732,441401.6555829228
Liberia,357060.15156666667,375484.7304817276,418154.10448160535,436554.8197199341
Libya,400557.50071192055,354921.68518945633,437706.17011570244,379996.57936026936
Liechtenstein,368776.4454876033,443517.29833057855,371182.98922442243,433676.2303934426
Lithuania,335301.92584843497,389837.8412790698,379777.6341016949,457211.60687086097
Luxembourg,348479.36741176475,357776.27154742094,416357.86186978297,422638.7152086811
Macedonia,366316.4989344262,347831.1943781942,435810.79268412443,409145.6004340568
Madagascar,345186.5748735245,384516.5850990099,377884.0475324675,418306.81993421057
Malawi,343870.16552763816,391406.10274636507,407640.3045350734,426646.1622278057
Malaysia,428088.61537067546,423374.7871163575,363655.2631578947,375448.54935323383
Maldives,399039.53348333336,449295.86734323436,353494.5299335548,394073.30294871796
Mali,393488.81763513514,360090.9665935919,436261.92475083057,415458.3089850249
Malta,400230.38437499997,358456.5291846922,422549.96983525535,436650.20720930235
Marshall Islands,368971.12165562913,395515.4904966887,370758.71300840337,426642.0656321839
Mauritania,409736.38614006515,326970.69121464225,423518.70338842977,402864.6811314476
Mauritius ,406002.9750415973,365786.8620833333,421250.2258181818,358128.9412606474
Mexico,398172.88986622076,420029.6858263773,354302.19559865096,356562.1153947368
Moldova ,382592.2375838926,349831.44450331124,427193.25731871836,404355.2617200674
Monaco,409842.51619834715,346978.7597840532,424917.34700320516,387534.43603015074
Mongolia,356219.096677686,406142.3814331723,358721.72953020135,416936.9568256579
Montenegro,422102.41144295305,385616.65929411765,420581.3510186757,356600.68402337225
Morocco,444418.1721885522,375300.29847715737,403542.8397712418,369879.2941373534
Mozambique,447081.46896494157,376826.31131666666,415578.5498497496,346816.05247078463
Myanmar,343852.28738211386,390724.3207142857,379097.54227504245,421170.7947875817
Namibia,470132.57636515907,398276.8962969005,380971.3083442623,353012.1005472637
Nauru,344792.5091118421,368865.19968646864,384937.0124013158,430232.05687707645
Nepal,384910.54799003317,443340.97771381575,344620.7776683087,419864.9383445946
Netherlands,435353.1408877722,393475.2895681063,400873.44303776685,340013.99608985026
New Zealand,360201.1370051635,360495.4165210356,439249.25510135136,422271.9547245409
Nicaragua,373778.48849180323,420111.50994949497,354530.75479406916,427906.61900166393
Niger,436291.16198003327,360852.2127302632,384672.4104854369,350456.59350328945
Nigeria,436606.5601322314,390193.2007941653,390343.05749180325,334046.5540901503
North Korea,426914.9223247863,381373.33787162165,412590.95359663863,344205.1070756303
Norway,421736.3036138614,408873.6170703764,353917.8602990033,360837.813704918
Oman,412001.6509302326,386516.6544958678,383786.7607072368,352088.1763247863
Pakistan,423363.05375609756,424773.1329720854,369017.2621297837,371680.53732258064
Palau,392880.8373920266,326690.0038954469,444971.4695408163,381874.2568438538
Panama,348100.2328384992,410244.7711582382,382824.17460636515,447063.4079362416
Papua New Guinea,413855.1462794613,337117.3368918919,417406.7981402936,363640.3729069768
Philippines,348770.8306125828,408156.76228099177,379837.69209570956,427854.76765188837
Poland,402547.34236180905,466113.4825816993,354029.7093366501,376371.2482833333
Portugal,423910.1151264756,410921.2254333333,354406.5704807692,384702.7912111293
Qatar,400091.5189368771,442652.07871237455,345359.9230282862,398795.307102649
Republic of the Congo,348115.9415763547,363175.57717863104,408677.02171288745,431208.1683666667
Romania,398180.10327814566,434700.4196416938,352788.4183305228,367862.33546979865
Russia,392915.6352295082,429405.7008528428,331654.6249423394,406033.338907563
Rwanda,425605.68553719006,430790.8762352941,367478.01015025045,380631.6439122807
Saint Kitts and Nevis ,351904.5766153846,372318.5892592593,409049.89486928104,405384.55033444817
Saint Lucia,379080.9327427598,364647.23797962646,412704.28608333337,410978.6138
Saint Vincent and the Grenadines,362924.99389915966,386356.3676633987,411804.124624374,443954.247761194
Samoa ,442459.38631666667,375046.12313253013,410877.3137128713,345520.51544554456
San Marino,370520.8619666667,438541.5179899498,363081.22919407894,421817.59254700853
Sao Tome and Principe,412013.2074915254,442046.8335108153,336211.35209003213,387741.00653333333
Saudi Arabia,368261.69747008546,444652.689269103,365087.977841484,428102.4063822525
Senegal,363849.5936850921,420192.26549504953,369690.5975250836,405222.2920198675
Serbia,334735.2331641286,409193.70408940397,405712.56846543,452650.43571428576
Seychelles ,346767.26019900496,413029.0714814815,399503.64940000005,441192.9031404959
Sierra Leone,372085.85055000003,378218.16667779634,404591.8017898194,430239.6691485809
Singapore,340978.16435430467,393161.4981878089,389601.81438538205,429591.3660453809
Slovakia,359107.71791735536,364735.7294158076,386112.11657237937,432483.92226600985
Slovenia,381423.8665210356,351875.707582038,433223.03331666667,399854.366462585
Solomon Islands,447319.7176480263,350198.96666110185,435070.20782537066,388632.3475
Somalia,383884.5799158249,399610.3156053068,337460.16791044775,406659.8690268456
South Africa,349725.3349832776,402794.9974214876,362198.43194127246,428567.1395622896
South Korea,419682.81922428333,353801.85264309763,420766.1756454389,376298.5642398649
South Sudan,357247.0413993174,386409.74640275387,416622.7827824621,432058.0162706271
Spain,373581.0519699499,369700.06953642383,400524.8844026187,432124.8918166667
Sri Lanka,371795.19576988154,362455.47282136895,419380.8573927393,455009.46069023566
Sudan,370188.1442140468,362025.33408867,437862.7622487223,417684.48898671096
Swaziland,381562.37397009967,332094.4195695364,442753.2995507488,390037.9300826446
Sweden,376632.32684210525,349428.524724026,452356.0145393635,409611.75105
Switzerland,401809.1349831081,346501.70018612524,427003.7997431507,383277.8410819672
Syria,381908.44402317883,462966.31258389266,353838.2706441224,390513.9036601307
Taiwan,375705.0305254237,342875.2911804384,461104.8365522875,402126.96018121915
Tajikistan,401552.3535361842,361170.95863486844,435603.34501644736,358472.3193143812
Tanzania,403981.508381113,349225.67437908496,432592.5419275123,356924.93971947196
Thailand,423860.5309595959,354695.79000000004,403922.03914378025,367549.1634102142
The Bahamas,344709.3926722689,411149.45934210526,395348.943516295,442534.38247987116
The Gambia,436957.24842016806,374928.4859625213,384602.1701320132,353140.9535049834
Togo,442777.30881956156,390893.75180579216,408362.4976222597,342758.05010118044
Tonga,411342.5487439614,380400.8264467005,411890.7003547297,339620.7657070707
Trinidad and Tobago,399781.8164106845,353004.90807308967,428927.95563934423,427312.2341791045
Tunisia ,352426.9815265866,403517.24036544847,359102.33836633665,440442.7283779264
Turkey,355313.8413957307,388641.9122795341,396599.8425737705,452500.6528689884
Turkmenistan,406628.2103721683,339519.18510033446,441518.7902345059,400244.9468352365
Tuvalu,432625.0001465798,382853.68905405403,378768.1118300654,346567.97094754654
Uganda,449268.2169035533,377492.1563529412,402630.499410802,355276.25471986417
Ukraine,426161.81492659054,363724.08792358806,417685.0379700499,367961.2792478633
United Arab Emirates,350059.0335607321,367729.59489999997,418404.87784641073,413348.6684201681
United Kingdom,433056.9611557789,409089.3451724138,405919.9389423077,335010.6105631399
United States of America,384887.3610779436,450276.6506420546,343071.7898509934,412209.41055743245
Uzbekistan,419456.7805405406,360859.9392032521,416687.1837067545,363031.2646345515
Vanuatu,416581.3638870432,420426.9290924658,371635.0754391892,377994.19581967214
Vatican City,433656.81179794524,408871.67600331677,364447.241239531,367461.7991959799
Vietnam,421438.0286097153,396782.23074626864,396434.9314765101,339900.09576068376
Yemen,374016.61621359223,333826.96376026276,436689.87736497546,419261.991179402
Zambia,414844.64306914,369256.14575250837,403112.52207578253,349050.7066442953
Zimbabwe,445447.4594155844,378518.21399345336,374286.89802287583,340346.6148344371
